"rxnID"	"name"	"reaction"
"rn:R00224"	"pyruvate carboxy-lyase (acetaldehyde-forming)"	"pyruvate <=> acetaldehyde + co2"
"rn:R00226"	"pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating)"	"(s)-2-acetolactate + co2 <=> 2 pyruvate"
"rn:R00227"	"Acetyl-CoA hydrolase"	"acetyl-coa + h2o <=> coa + acetate"
"rn:R00228"	"acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)"	"acetaldehyde + coa + nad(+) <=> acetyl-coa + nadh + h(+)"
"rn:R00229"	"acetate:CoA ligase (ADP-forming)"	"atp + acetate + coa <=> adp + acetyl-coa + orthophosphate"
"rn:R00230"	"acetyl-CoA:phosphate acetyltransferase"	"acetyl-coa + orthophosphate <=> coa + acetyl phosphate"
"rn:R00233"	"malonyl-CoA carboxy-lyase (acetyl-CoA-forming)"	"malonyl-coa <=> acetyl-coa + co2"
"rn:R00235"	"Acetate:CoA ligase (AMP-forming)"	"atp + acetate + coa <=> amp + diphosphate + acetyl-coa"
"rn:R00236"	"acetyl adenylate:CoA acetyltransferase"	"acetyl adenylate + coa <=> amp + acetyl-coa"
"rn:R00237"	"(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)"	"(3s)-citramalyl-coa <=> acetyl-coa + pyruvate"
"rn:R00238"	"Acetyl-CoA:acetyl-CoA C-acetyltransferase"	"2 acetyl-coa <=> coa + acetoacetyl-coa"
"rn:R00239"	"ATP:L-glutamate 5-phosphotransferase"	"atp + l-glutamate <=> adp + l-glutamyl 5-phosphate"
"rn:R00241"	"ATP:L-glutamate 1-phosphotransferase"	"atp + l-glutamate <=> adp + l-glutamyl 1-phosphate"
"rn:R00243"	"L-glutamate:NAD+ oxidoreductase (deaminating)"	"l-glutamate + nad(+) + h2o <=> 2-oxoglutarate + ammonia + nadh + h(+)"
"rn:R00245"	"L-glutamate gamma-semialdehyde:NAD+ oxidoreductase"	"l-glutamate 5-semialdehyde + nad(+) + h2o <=> l-glutamate + nadh + h(+)"
"rn:R00248"	"L-Glutamate:NADP+ oxidoreductase (deaminating)"	"l-glutamate + nadp(+) + h2o <=> 2-oxoglutarate + ammonia + nadph + h(+)"
"rn:R00250"	"L-Glutamate:oxygen oxidoreductase (deaminating)"	"l-glutamate + oxygen + h2o <=> 2-oxoglutarate + ammonia + hydrogen peroxide"
"rn:R00251"	"5-oxo-L-proline amidohydrolase (ATP-hydrolysing)"	"atp + pidolic acid + 2 h2o <=> adp + orthophosphate + l-glutamate"
"rn:R00253"	"L-Glutamate:ammonia ligase (ADP-forming)"	"atp + l-glutamate + ammonia <=> adp + orthophosphate + l-glutamine"
"rn:R00254"	"N-carbamyl-L-glutamate amidohydrolase"	"l-glutamate + ammonia + co2 <=> n-carbamyl-l-glutamate + h2o"
"rn:R00256"	"L-glutamine amidohydrolase"	"l-glutamine + h2o <=> l-glutamate + ammonia"
"rn:R00257"	"Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)"	"atp + deamino-nad(+) + l-glutamine + h2o <=> amp + diphosphate + nad(+) + l-glutamate"
"rn:R00258"	"L-Alanine:2-oxoglutarate aminotransferase"	"l-alanine + 2-oxoglutarate <=> pyruvate + l-glutamate"
"rn:R00259"	"acetyl-CoA:L-glutamate N-acetyltransferase"	"acetyl-coa + l-glutamate <=> coa + n-acetyl-l-glutamate"
"rn:R00260"	"glutamate racemase"	"l-glutamate <=> d-glutamate"
"rn:R00261"	"L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)"	"l-glutamate <=> 4-aminobutanoate + co2"
"rn:R00262"	"L-threo-3-methylaspartate carboxy-aminomethylmutase"	"l-threo-3-methylaspartate <=> l-glutamate"
"rn:R00263"	"NONE"	"l-glutamate <=> poly-gamma-d-glutamate"
"rn:R00264"	"2,5-dioxopentanoate:NADP+ 5-oxidoreductase"	"2,5-dioxopentanoate + nadp(+) + h2o <=> 2-oxoglutarate + nadph + h(+)"
"rn:R00265"	"2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)"	"2-oxoglutarate + coa + nadp(+) <=> succinyl-coa + co2 + nadph + h(+)"
"rn:R00267"	"Isocitrate:NADP+ oxidoreductase (decarboxylating)"	"isocitrate + nadp(+) <=> 2-oxoglutarate + co2 + nadph + h(+)"
"rn:R00268"	"oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)"	"oxalosuccinate <=> 2-oxoglutarate + co2"
"rn:R00269"	"2-oxoglutaramate amidohydrolase"	"2-oxoglutaramate + h2o <=> 2-oxoglutarate + ammonia"
"rn:R00270"	"NONE"	"2-oxoglutarate + ammonia <=> 4-oxoglutaramate + h2o"
"rn:R00271"	"acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)"	"acetyl-coa + h2o + 2-oxoglutarate <=> (r)-2-hydroxybutane-1,2,4-tricarboxylate + coa"
"rn:R00272"	"2-Oxoglutarate carboxy-lyase"	"2-oxoglutarate <=> succinate semialdehyde + co2"
"rn:R00273"	"oxalate:oxygen oxidoreductase"	"oxalate + oxygen <=> hydrogen peroxide + 2 co2"
"rn:R00274"	"glutathione:hydrogen-peroxide oxidoreductase"	"hydrogen peroxide + 2 glutathione <=> glutathione disulfide + 2 h2o"
"rn:R00275"	"superoxide:superoxide oxidoreductase"	"2 o2.- + 2 h(+) <=> hydrogen peroxide + oxygen"
"rn:R00276"	"Carbon-monoxide:oxygen oxidoreductase"	"co2 + hydrogen peroxide <=> co + h2o + oxygen"
"rn:R00277"	"Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)"	"pyridoxamine phosphate + h2o + oxygen <=> pyridoxal phosphate + ammonia + hydrogen peroxide"
"rn:R00278"	"Pyridoxine 5-phosphate:oxygen oxidoreductase"	"pyridoxine phosphate + oxygen <=> hydrogen peroxide + pyridoxal phosphate"
"rn:R00279"	"D-Glutamate:oxygen oxidoreductase (deaminating)"	"d-glutamate + h2o + oxygen <=> 2-oxoglutarate + ammonia + hydrogen peroxide"
"rn:R00280"	"Nitric-oxide:acceptor oxidoreductase"	"acceptor + 2 nitric oxide + 2 h2o <=> reduced acceptor + 2 nitrite"
"rn:R00281"	"NADH:acceptor oxidoreductase"	"acceptor + nadh + h(+) <=> reduced acceptor + nad(+)"
"rn:R00282"	"NADPH:acceptor oxidoreductase"	"acceptor + nadph + h(+) <=> reduced acceptor + nadp(+)"
"rn:R00283"	"ammonium:acceptor oxidoreductase (ATP-forming)"	"acceptor + ammonia + h2o + 2 orthophosphate + 2 adp <=> hydroxylamine + reduced acceptor + 2 atp + 2 h2o"
"rn:R00284"	"ammonia:acceptor oxidoreductase"	"acceptor + ammonia + h2o <=> hydroxylamine + reduced acceptor"
"rn:R00286"	"UDP-glucose:NAD+ 6-oxidoreductase"	"udp-glucose + h2o + 2 nad(+) <=> udp-glucuronate + 2 nadh + 2 h(+)"
"rn:R00287"	"UDP-glucose glucophosphohydrolase"	"udp-glucose + h2o <=> ump + d-glucose 1-phosphate"
"rn:R00289"	"UTP:alpha-D-glucose-1-phosphate uridylyltransferase"	"utp + d-glucose 1-phosphate <=> diphosphate + udp-glucose"
"rn:R00291"	"UDP-glucose 4-epimerase; UDP-alpha-D-glucose 4-epimerase"	"udp-glucose <=> udp-alpha-d-galactose"
"rn:R00292"	"UDP-glucose:glycogen 4-alpha-D-glucosyltransferase"	"udp-glucose + amylose <=> udp + amylose"
"rn:R00293"	"UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)"	"udp-glucose <=> udp-4-dehydro-6-deoxy-d-glucose + h2o"
"rn:R00294"	"nitrous-oxide:ferricytochrome-c oxidoreductase"	"2 nitric oxide + 2 ferrocytochrome c + 2 h(+) <=> nitrous oxide + 2 ferricytochrome c + h2o"
"rn:R00295"	"trithionate: (acceptor) oxidoreductase"	"trithionate + ho- + acceptor + 2 h2o <=> reduced acceptor + 3 hso3-"
"rn:R00296"	"carbon-monoxide:acceptor oxidoreductase"	"co + h2o + acceptor <=> co2 + reduced acceptor"
"rn:R00297"	"(R)-2-hydroxy-acid:acceptor 2-oxidoreductase"	"(r)-lactate + acceptor <=> pyruvate + reduced acceptor"
"rn:R00298"	"(S)-2-hydroxyglutarate:acceptor 2-oxidoreductase"	"(s)-2-hydroxyglutarate + acceptor <=> 2-oxoglutarate + reduced acceptor"
"rn:R00299"	"ATP:D-glucose 6-phosphotransferase"	"atp + d-glucose <=> adp + d-glucose 6-phosphate"
"rn:R00300"	"D-Glucose:NAD+ 1-oxidoreductase"	"d-glucose + nad(+) <=> d-glucono-1,5-lactone + nadh + h(+)"
"rn:R00301"	"D-Glucose:NADP+ 1-oxidoreductase"	"d-glucose + nadp(+) <=> d-glucono-1,4-lactone + nadph + h(+)"
"rn:R00302"	"D-glucose:oxygen 2-oxidoreductase"	"d-glucose + oxygen <=> 2-dehydro-d-glucose + hydrogen peroxide"
"rn:R00303"	"D-Glucose-6-phosphate phosphohydrolase"	"d-glucose 6-phosphate + h2o <=> d-glucose + orthophosphate"
"rn:R00304"	"D-Glucose-1-phosphate phosphohydrolase"	"d-glucose 1-phosphate + h2o <=> d-glucose + orthophosphate"
"rn:R00305"	"D-glucose:quinone 1-oxidoreductase"	"d-glucose + quinone <=> d-glucono-1,5-lactone + hydroquinone"
"rn:R00306"	"cellobiose glucohydrolase"	"cellobiose + h2o <=> 2 d-glucose"
"rn:R00307"	"D-glucose aldose-ketose-isomerase"	"d-glucose <=> d-fructose"
"rn:R00308"	"1,3-beta-D-Glucan glucanohydrolase"	"1,3-beta-d-glucan + h2o <=> d-glucose + 1,3-beta-d-glucan"
"rn:R00310"	"protoheme ferro-lyase (protoporphyrin-forming)"	"protoporphyrin + fe2+ <=> heme + 2 h(+)"
"rn:R00311"	"protoheme,NADPH---hemoprotein reductase:oxygen oxidoreductase (alpha-methene-oxidizing, hydroxylating)"	"heme + 3 [reduced nadph---hemoprotein reductase] + 3 oxygen <=> biliverdin + co + fe2+ + 3 [oxidized nadph---hemoprotein reductase] + 3 h2o"
"rn:R00312"	"NONE"	"heme <=> cytochrome a"
"rn:R00313"	"NONE"	"heme <=> catalase"
"rn:R00314"	"NONE"	"heme <=> peroxidase"
"rn:R00315"	"ATP:acetate phosphotransferase"	"atp + acetate <=> adp + acetyl phosphate"
"rn:R00316"	"ATP:acetate adenylyltransferase"	"atp + acetate <=> diphosphate + acetyl adenylate"
"rn:R00317"	"Acetyl phosphate phosphohydrolase"	"acetyl phosphate + h2o <=> acetate + orthophosphate"
"rn:R00318"	"Phosphonoacetate phosphonohydrolase"	"phosphonoacetate + h2o <=> acetate + orthophosphate"
"rn:R00319"	"(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)"	"(s)-lactate + oxygen <=> acetate + co2 + h2o"
"rn:R00320"	"diphosphate:acetate phosphotransferase"	"diphosphate + acetate <=> orthophosphate + acetyl phosphate"
"rn:R00321"	"Acetamide amidohydrolase"	"acetamide + h2o <=> acetate + ammonia"
"rn:R00322"	"5'-acetylphosphoadenosine acetylhydrolase"	"acetyl adenylate + h2o <=> amp + acetate"
"rn:R00324"	"2,4-dioxopentanoate acetylhydrolase; Acetylpyruvate acetylhydrolase"	"acetylpyruvate + h2o <=> acetate + pyruvate"
"rn:R00325"	"(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming); (3S)-citramalate pyruvate-lyase"	"(s)-2-methylmalate <=> acetate + pyruvate"
"rn:R00326"	"acetaldehyde:acceptor oxidoreductase"	"acetaldehyde + acceptor + h2o <=> acetate + reduced acceptor"
"rn:R00327"	"6-Acetyl-D-glucose acetylhydrolase"	"6-acetyl-d-glucose + h2o <=> d-glucose + acetate"
"rn:R00328"	"GDP phosphohydrolase"	"gdp + h2o <=> gmp + orthophosphate"
"rn:R00329"	"Nucleoside-diphosphate phosphohydrolase"	"ndp + h2o <=> nucleotide + orthophosphate"
"rn:R00330"	"ATP:GDP phosphotransferase"	"atp + gdp <=> adp + gtp"
"rn:R00331"	"ATP:nucleoside-diphosphate phosphotransferase"	"atp + ndp <=> adp + nucleoside triphosphate"
"rn:R00332"	"ATP:GMP phosphotransferase"	"atp + gmp <=> adp + gdp"
"rn:R00333"	"nucleoside-triphosphate:AMP phosphotransferase"	"nucleoside triphosphate + amp <=> ndp + adp"
"rn:R00334"	"ATP:nucleoside-phosphate phosphotransferase"	"atp + nucleoside phosphate <=> adp + ndp"
"rn:R00335"	"GTP phosphohydrolase"	"gtp + h2o <=> gdp + orthophosphate"
"rn:R00336"	"guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase"	"guanosine 3',5'-bis(diphosphate) + h2o <=> gdp + diphosphate"
"rn:R00337"	"GDP-glucose glucohydrolase"	"gdp-glucose + h2o <=> gdp + d-glucose"
"rn:R00338"	"Oxaloacetate acetylhydrolase"	"oxaloacetate + h2o <=> oxalate + acetate"
"rn:R00339"	"(R,R)-tartrate hydro-lyase (oxaloacetate-forming)"	"(r,r)-tartaric acid <=> oxaloacetate + h2o"
"rn:R00340"	"(S,S)-tartrate hydro-lyase (oxaloacetate-forming)"	"(s,s)-tartaric acid <=> oxaloacetate + h2o"
"rn:R00341"	"ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)"	"atp + oxaloacetate <=> adp + phosphoenolpyruvate + co2"
"rn:R00342"	"(S)-malate:NAD+ oxidoreductase"	"(s)-malate + nad(+) <=> oxaloacetate + nadh + h(+)"
"rn:R00343"	"(S)-malate:NADP+ oxidoreductase"	"(s)-malate + nadp(+) <=> oxaloacetate + nadph + h(+)"
"rn:R00344"	"Pyruvate:carbon-dioxide ligase (ADP-forming)"	"atp + pyruvate + hco3- <=> adp + orthophosphate + oxaloacetate"
"rn:R00345"	"phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming); Orthophosphate:oxaloacetate carboxyl-lyase (phosphorylating)"	"orthophosphate + oxaloacetate <=> h2o + phosphoenolpyruvate + co2"
"rn:R00346"	"diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming); pyrophosphate:oxaloacetate carboxy-lyase (transphosphorylating)"	"diphosphate + oxaloacetate <=> orthophosphate + phosphoenolpyruvate + co2"
"rn:R00347"	"erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming)"	"erythro-3-hydroxy-ls-aspartate <=> oxaloacetate + ammonia"
"rn:R00348"	"2-oxosuccinamate amidohydrolase"	"2-oxosuccinamate + h2o <=> oxaloacetate + ammonia"
"rn:R00350"	"4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)"	"4-carboxy-4-hydroxy-2-oxoadipate <=> oxaloacetate + pyruvate"
"rn:R00351"	"acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)"	"citrate + coa <=> acetyl-coa + h2o + oxaloacetate"
"rn:R00352"	"acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]"	"atp + citrate + coa <=> adp + orthophosphate + acetyl-coa + oxaloacetate"
"rn:R00353"	"malonyl-CoA:pyruvate carboxytransferase"	"malonyl-coa + pyruvate <=> acetyl-coa + oxaloacetate"
"rn:R00354"	"(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)"	"(3s)-citryl-coa <=> acetyl-coa + oxaloacetate"
"rn:R00355"	"L-Aspartate:2-oxoglutarate aminotransferase"	"l-aspartate + 2-oxoglutarate <=> oxaloacetate + l-glutamate"
"rn:R00357"	"L-Aspartic acid:oxygen oxidoreductase (deaminating)"	"l-aspartate + h2o + oxygen <=> oxaloacetate + ammonia + hydrogen peroxide"
"rn:R00359"	"D-Aspartate:oxygen oxidoreductase (deaminating)"	"d-aspartate + h2o + oxygen <=> oxaloacetate + ammonia + hydrogen peroxide"
"rn:R00360"	"(S)-Malate:oxygen oxidoreductase"	"(s)-malate + oxygen <=> oxaloacetate + hydrogen peroxide"
"rn:R00361"	"(S)-malate:quinone oxidoreductase"	"(s)-malate + quinone <=> oxaloacetate + hydroquinone"
"rn:R00362"	"citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate); Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate)"	"citrate <=> acetate + oxaloacetate"
"rn:R00363"	"Oxaloacetate keto-enol-isomerase"	"oxaloacetate <=> 2-hydroxyethylenedicarboxylate"
"rn:R00364"	"Glycine:ferricytochrome-c oxidoreductase (deaminating)"	"glycine + h2o + 2 ferricytochrome c <=> glyoxylate + ammonia + 2 ferrocytochrome c + 2 h(+)"
"rn:R00365"	"glycine:NAD+ oxidoreductase (deaminating)"	"glycine + h2o + nad(+) <=> glyoxylate + ammonia + nadh + h(+)"
"rn:R00366"	"glycine:oxygen oxidoreductase (deaminating); Aminoacetic acid:oxygen oxidoreductase (deaminating)"	"glycine + h2o + oxygen <=> glyoxylate + ammonia + hydrogen peroxide"
"rn:R00367"	"S-Adenosyl-L-methionine:glycine N-methyltransferase"	"s-adenosyl-l-methionine + glycine <=> s-adenosyl-l-homocysteine + sarcosine"
"rn:R00368"	"N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)"	"n-(carboxymethyl)-d-alanine + nad(+) + h2o <=> glycine + pyruvate + nadh + h(+)"
"rn:R00369"	"L-Alanine:glyoxylate aminotransferase"	"l-alanine + glyoxylate <=> pyruvate + glycine"
"rn:R00371"	"Acetyl-CoA:glycine C-acetyltransferase"	"acetyl-coa + glycine <=> coa + l-2-amino-3-oxobutanoic acid"
"rn:R00372"	"Glycine:2-oxoglutarate aminotransferase"	"glycine + 2-oxoglutarate <=> glyoxylate + l-glutamate"
"rn:R00373"	"Glycine:oxaloacetate aminotransferase"	"glycine + oxaloacetate <=> glyoxylate + l-aspartate"
"rn:R00374"	"glycine:acceptor oxidoreductase (cyanide-forming)"	"glycine + 2 acceptor <=> cyanide ion + co2 + 2 reduced acceptor + h(+)"
"rn:R00375"	"Deoxyadenosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)"	"datp + dna <=> diphosphate + dna"
"rn:R00376"	"Deoxyguanosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)"	"dgtp + dna <=> diphosphate + dna"
"rn:R00377"	"Deoxycytidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)"	"dctp + dna <=> diphosphate + dna"
"rn:R00378"	"deoxythymidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)"	"dttp + dna <=> diphosphate + dna"
"rn:R00379"	"Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase"	"deoxynucleoside triphosphate + dna(n) <=> diphosphate + dna(n+1)"
"rn:R00380"	"S-Adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase"	"s-adenosyl-l-methionine + dna <=> s-adenosyl-l-homocysteine + dna 5-methylcytosine"
"rn:R00381"	"(deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming)"	"atp + dna(n) + 5'-phospho-dna(m) <=> amp + diphosphate + dna(n+m)"
"rn:R00382"	"(deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming, NMN-forming)"	"nad(+) + dna(n) + 5'-phospho-dna(m) <=> amp + nicotinamide d-ribonucleotide + dna(n+m)"
"rn:R00383"	"Acyl-CoA hydrolase"	"acyl-coa + h2o <=> coa + carboxylate"
"rn:R00384"	"acyl-CoA:NAD+ trans-2-oxidoreductase"	"acyl-coa + nad(+) <=> trans-2,3-dehydroacyl-coa + nadh + h(+)"
"rn:R00385"	"acyl-CoA:NADP+ 2-oxidoreductase"	"acyl-coa + nadp(+) <=> 2,3-dehydroacyl-coa + nadph + h(+)"
"rn:R00387"	"acyl-CoA:NADP+ cis-2-oxidoreductase"	"acyl-coa + nadp(+) <=> cis-2,3-dehydroacyl-coa + nadph + h(+)"
"rn:R00388"	"Acyl-CoA:oxygen 2-oxidoreductase"	"acyl-coa + oxygen <=> trans-2,3-dehydroacyl-coa + hydrogen peroxide"
"rn:R00389"	"carboxylic acid:CoA ligase (AMP-forming)"	"atp + carboxylate + coa <=> amp + diphosphate + acyl-coa"
"rn:R00390"	"Long-chain carboxylate:CoA ligase (AMP-forming)"	"atp + long-chain carboxylate + coa <=> amp + diphosphate + acyl-coa"
"rn:R00391"	"Acyl-CoA:acetyl-CoA C-acyltransferase"	"acyl-coa + acetyl-coa <=> coa + 3-oxoacyl-coa"
"rn:R00392"	"acyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	"acyl-coa + electron-transferring flavoprotein <=> 2,3-dehydroacyl-coa + reduced electron-transferring flavoprotein"
"rn:R00393"	"Acyl-CoA:acetate CoA-transferase"	"acyl-coa + acetate <=> fatty acid anion + acetyl-coa"
"rn:R00394"	"carboxylic acid:CoA ligase (GDP-forming)"	"gtp + carboxylate + coa <=> gdp + orthophosphate + acyl-coa"
"rn:R00395"	"Acyl-CoA:glycine N-acyltransferase"	"acyl-coa + glycine <=> coa + n-acylglycine"
"rn:R00396"	"L-alanine:NAD+ oxidoreductase (deaminating)"	"l-alanine + nad(+) + h2o <=> pyruvate + ammonia + nadh + h(+)"
"rn:R00397"	"L-aspartate 4-carboxy-lyase (L-alanine-forming)"	"l-aspartate <=> l-alanine + co2"
"rn:R00398"	"2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)"	"alanopine + nad(+) + h2o <=> l-alanine + pyruvate + nadh + h(+)"
"rn:R00399"	"2-amino-4-ketopentanoate thiolase; acetyl-CoA:D-alanine C-acyltransferase"	"d-alanine + acetyl-coa <=> 2-amino-4-oxopentanoic acid + coa"
"rn:R00400"	"L-alanine:oxaloacetate aminotransferase"	"l-alanine + oxaloacetate <=> pyruvate + l-aspartate"
"rn:R00401"	"alanine racemase"	"l-alanine <=> d-alanine"
"rn:R00402"	"succinate:NAD+ oxidoreductase"	"succinate + nad(+) <=> fumarate + nadh + h(+)"
"rn:R00405"	"Succinate:CoA ligase (ADP-forming)"	"atp + succinate + coa <=> adp + orthophosphate + succinyl-coa"
"rn:R00406"	"succinyl-CoA:(S)-malate CoA-transferase"	"succinyl-coa + (s)-malate <=> succinate + l-malyl-coa"
"rn:R00407"	"Succinyl-CoA hydrolase"	"succinyl-coa + h2o <=> coa + succinate"
"rn:R00408"	"succinate:FAD oxidoreductase"	"succinate + fad <=> fadh2 + fumarate"
"rn:R00409"	"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)"	"(2s,3r)-3-hydroxybutane-1,2,3-tricarboxylate <=> pyruvate + succinate"
"rn:R00410"	"succinyl-CoA:acetoacetate CoA-transferase"	"succinyl-coa + acetoacetate <=> succinate + acetoacetyl-coa"
"rn:R00411"	"N-succinyl-L-glutamate amidohydrolase"	"n-succinyl-l-glutamate + h2o <=> l-glutamate + succinate"
"rn:R00412"	"succinate:acceptor oxidoreductase"	"succinate + acceptor <=> fumarate + reduced acceptor"
"rn:R00414"	"UDP-N-acetyl-D-glucosamine 2-epimerase"	"udp-n-acetyl-alpha-d-glucosamine + h2o <=> n-acetyl-d-mannosamine + udp"
"rn:R00416"	"UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase"	"utp + n-acetyl-alpha-d-glucosamine 1-phosphate <=> diphosphate + udp-n-acetyl-alpha-d-glucosamine"
"rn:R00417"	"UDP-N-acetyl-D-glucosamine:protein beta-N-acetyl-D-glucosaminyltransferase"	"udp-n-acetyl-alpha-d-glucosamine + protein asparagine <=> udp + 4-n-(n-acetyl-d-glucosaminyl)-protein"
"rn:R00418"	"UDP-N-acetyl-D-glucosamine 4-epimerase"	"udp-n-acetyl-alpha-d-glucosamine <=> udp-n-acetyl-d-galactosamine"
"rn:R00420"	"UDP-N-acetyl-D-glucosamine 2-epimerase"	"udp-n-acetyl-alpha-d-glucosamine <=> udp-n-acetyl-d-mannosamine"
"rn:R00421"	"UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase"	"udp-n-acetyl-alpha-d-glucosamine + 2 nad(+) + h2o <=> udp-n-acetyl-2-amino-2-deoxy-d-glucuronate + 2 nadh + 2 h(+)"
"rn:R00422"	"NONE"	"udp-n-acetyl-alpha-d-glucosamine <=> glycolipid"
"rn:R00423"	"NONE"	"udp-n-acetyl-alpha-d-glucosamine <=> mucopolysaccharide"
"rn:R00424"	"GTP 7,8-8,9-dihydrolase"	"gtp + h2o <=> 7,8-dihydroneopterin 3'-triphosphate + formate"
"rn:R00425"	"GTP 7,8-8,9-dihydrolase (diphosphate-forming)"	"gtp + 3 h2o <=> formate + 2,5-diamino-6-(5-phospho-d-ribosylamino)pyrimidin-4(3h)-one + diphosphate"
"rn:R00426"	"GTP diphosphohydrolase (diphosphate-forming); Guanosine 5'-triphosphate pyrophosphohydrolase"	"gtp + h2o <=> gmp + diphosphate"
"rn:R00428"	"GTP 8,9-hydrolase"	"gtp + h2o <=> formamidopyrimidine nucleoside triphosphate"
"rn:R00429"	"ATP:GTP 3'-diphosphotransferase"	"atp + gtp <=> amp + guanosine 3'-diphosphate 5'-triphosphate"
"rn:R00430"	"GTP:pyruvate 2-O-phosphotransferase"	"gtp + pyruvate <=> gdp + phosphoenolpyruvate"
"rn:R00431"	"GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming); GTP:oxaloacetate carboxy-lyase (transphosphorylating)"	"gtp + oxaloacetate <=> gdp + phosphoenolpyruvate + co2"
"rn:R00432"	"Succinate:CoA ligase (GDP-forming)"	"gtp + succinate + coa <=> gdp + orthophosphate + succinyl-coa"
"rn:R00434"	"GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)"	"gtp <=> 3',5'-cyclic gmp + diphosphate"
"rn:R00435"	"ATP:polynucleotide adenylyltransferase; ATP:RNA adenylyltransferase"	"atp + rna <=> diphosphate + rna"
"rn:R00436"	"polyribonucleotide ligase (cyclizing, AMP-forming)"	"atp + rna <=> amp + diphosphate + rna(circular)"
"rn:R00437"	"polyribonucleotide:phosphate adenylyltransferase"	"rna + orthophosphate <=> rna + adp"
"rn:R00438"	"polyribonucleotide:phosphate uridylyltransferase"	"rna + orthophosphate <=> rna + udp"
"rn:R00439"	"polyribonucleotide:phosphate guanylyltransferase"	"rna + orthophosphate <=> rna + gdp"
"rn:R00440"	"polyribonucleotide:phosphate cytidylyltransferase"	"rna + orthophosphate <=> rna + cdp"
"rn:R00441"	"GTP:RNA guanylyltransferase (DNA-directed); GTP:RNA guanylyltransferase (RNA-directed)"	"gtp + rna <=> diphosphate + rna"
"rn:R00442"	"CTP:RNA cytidylyltransferase (DNA-directed); CTP:RNA cytidylyltransferase (RNA-directed)"	"ctp + rna <=> diphosphate + rna"
"rn:R00443"	"UTP:RNA uridylyltransferase"	"utp + rna <=> diphosphate + rna"
"rn:R00444"	"nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed); nucleoside-triphosphate:RNA nucleotidyltransferase (RNA-directed)"	"nucleoside triphosphate + rna <=> diphosphate + rna"
"rn:R00445"	"L-lysine:NAD+ oxidoreductase (deaminating, cyclizing)"	"l-lysine + nad(+) <=> delta1-piperideine-2-carboxylate + ammonia + nadh + h(+)"
