"rxnID"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"	"RHEA_ID"	"RHEA_ID2"	"metnetID"	"metnetID2"	"formula_metnet"	"formula_metnet_balance"	"Equation"	"formula_rhea"	"reverse"
"R00802"	"100-augustus_masked-1375-CFF_4;4646-YIL162W"	" Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose"	"sucrose alpha-glucohydrolase"	"K01193"	"path:map00052;path:map00500;path:map01100"	"sce00052  Galactose metabolism;sce00500  Starch and sucrose metabolism;sce01100  Metabolic pathways"	"rhea:33795"	"NA"	NA	"MNXR104242"	"1 `beta-D-fructofuranose` + 1 `alpha-D-glucose` = 1 `sucrose` + 1 `H2O`"	"true"	"1 MNXM1542@MNXD1 + 1 MNXM99@MNXD1 = 1 MNXM167@MNXD1 + 1 MNXM2@MNXD1"	"H2O + sucrose => alpha-D-glucose + beta-D-fructofuranose;alpha-D-glucose + beta-D-fructofuranose => H2O + sucrose"	"yes"
"R00220"	"101-augustus_masked-1375-CFF_4;2348-YCL064C;3411-YER086W;4651-YIL167W"	" L-Serine <=> Pyruvate + Ammonia"	"L-serine ammonia-lyase"	"K17989"	"path:map00260;path:map00270;path:map00290;path:map01100;path:map01110;path:map01130;path:map01200;path:map01230"	"sce00260  Glycine, serine and threonine metabolism;sce00270  Cysteine and methionine metabolism;sce00290  Valine, leucine and isoleucine biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids"	"rhea:19169"	"NA"	NA	"MNXR104339"	"1 `NH4(+)` + 1 `pyruvate` = 1 `L-serine`"	"true"	"1 MNXM15@MNXD1 + 1 MNXM23@MNXD1 = 1 MNXM53@MNXD1"	"L-serine => NH4(+) + pyruvate;NH4(+) + pyruvate => L-serine"	"yes"
"R00590"	"101-augustus_masked-1375-CFF_4;2348-YCL064C;4651-YIL167W"	" L-Serine <=> Dehydroalanine + H2O"	"L-serine hydro-lyase"	"K17989"	"path:map00260;path:map00270;path:map00290;path:map01100;path:map01110;path:map01130;path:map01200;path:map01230"	"sce00260  Glycine, serine and threonine metabolism;sce00270  Cysteine and methionine metabolism;sce00290  Valine, leucine and isoleucine biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids"	"rhea:40663"	"NA"	NA	"MNXR104344"	"1 `H2O` + 1 `2-aminoprop-2-enoate` = 1 `L-serine`"	"true"	"1 MNXM2@MNXD1 + 1 MNXM3414@MNXD1 = 1 MNXM53@MNXD1"	"L-serine => 2-aminoprop-2-enoate + H2O;2-aminoprop-2-enoate + H2O => L-serine"	"yes"
"R00996"	"101-augustus_masked-1375-CFF_4;2348-YCL064C;3411-YER086W;4651-YIL167W"	" L-Threonine <=> 2-Oxobutanoate + Ammonia"	"L-threonine ammonia-lyase (2-oxobutanoate-forming)"	"K17989"	"path:map00260;path:map00270;path:map00290;path:map01100;path:map01110;path:map01130;path:map01200;path:map01230"	"sce00260  Glycine, serine and threonine metabolism;sce00270  Cysteine and methionine metabolism;sce00290  Valine, leucine and isoleucine biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids"	"rhea:22108"	"NA"	NA	"MNXR104714"	"1 `L-threonine` = 1 `NH4(+)` + 1 `2-oxobutanoate`"	"true"	"1 MNXM142@MNXD1 = 1 MNXM15@MNXD1 + 1 MNXM159@MNXD1"	"L-threonine => 2-oxobutanoate + NH4(+);2-oxobutanoate + NH4(+) => L-threonine"	"yes"
"R00658"	"104-augustus_masked-1452-AAT_3;913-augustus_masked-CET_4-8395;4154-YGR254W;4433-YHR174W;7624-YPL281C_NumOfGenes_3"	" 2-Phospho-D-glycerate <=> Phosphoenolpyruvate + H2O"	"2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)"	"K01689"	"path:map00010;path:map00680;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map01230;path:map03018;path:map04066"	"sce00010  Glycolysis / Gluconeogenesis;sce00680  Methane metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01230  Biosynthesis of amino acids;sce03018  RNA degradation;sce04066  HIF-1 signaling pathway"	"rhea:10164"	"NA"	NA	"MNXR97932"	"1 `2-phospho-D-glycerate` = 1 `H2O` + 1 `phosphoenolpyruvate`"	"true"	"1 MNXM275@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM73@MNXD1"	"2-phospho-D-glycerate => H2O + phosphoenolpyruvate;H2O + phosphoenolpyruvate => 2-phospho-D-glycerate"	"yes"
"R00479"	"108-augustus_masked-1649-AIE_1;3385-YER065C;7630-YPR006C"	" Isocitrate <=> Succinate + Glyoxylate"	"isocitrate glyoxylate-lyase (succinate-forming)"	"K01637"	"path:map00630;path:map01100;path:map01110;path:map01120;path:map01200"	"sce00630  Glyoxylate and dicarboxylate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01200  Carbon metabolism"	"rhea:13245"	"NA"	NA	"MNXR100789"	"1 `succinate` + 1 `glyoxylate` = 1 `isocitrate`"	"true"	"1 MNXM25@MNXD1 + 1 MNXM69@MNXD1 = 1 MNXM89661@MNXD1"	"isocitrate => glyoxylate + succinate;glyoxylate + succinate => isocitrate"	"yes"
"R00036"	"115-augustus_masked-1654-AIE_1;1395-augustus_masked-ATH_3-9260;3687-YGL040C"	" 2 5-Aminolevulinate <=> Porphobilinogen + 2 H2O"	"5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)"	"K01698"	"path:map00860;path:map01100;path:map01110;path:map01120"	"sce00860  Porphyrin and chlorophyll metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments"	"rhea:24064"	"NA"	NA	"MNXR103095"	"1 `H(+)` + 2 `H2O` + 1 `porphobilinogen` = 2 `5-aminolevulinate`"	"true"	"1 MNXM1@MNXD1 + 2 MNXM2@MNXD1 + 1 MNXM554@MNXD1 = 2 MNXM405@MNXD1"	"2 5-aminolevulinate => 2 H2O + H(+) + porphobilinogen;2 H2O + H(+) + porphobilinogen => 2 5-aminolevulinate"	"yes"
"R02971"	"118-augustus_masked-1661-AIE_1;3222-YDR531W"	" ATP + Pantetheine <=> ADP + Pantetheine 4'-phosphate"	"ATP:pantothenate 4'-phosphotransferase"	"K09680"	"path:map00770;path:map01100"	"sce00770  Pantothenate and CoA biosynthesis;sce01100  Metabolic pathways"	"rhea:22472"	"NA"	NA	"MNXR95885"	"1 `(R)-pantetheine` + 1 `ATP` = 1 `H(+)` + 1 `D-pantetheine 4'-phosphate` + 1 `ADP`"	"true"	"1 MNXM1154@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM373@MNXD1 + 1 MNXM7@MNXD1"	"(R)-pantetheine + ATP => D-pantetheine 4'-phosphate + ADP + H(+);D-pantetheine 4'-phosphate + ADP + H(+) => (R)-pantetheine + ATP"	"yes"
"R03018"	"118-augustus_masked-1661-AIE_1;3222-YDR531W"	" ATP + Pantothenate <=> ADP + D-4'-Phosphopantothenate"	"ATP:pantothenate 4'-phosphotransferase"	"K09680"	"path:map00770;path:map01100"	"sce00770  Pantothenate and CoA biosynthesis;sce01100  Metabolic pathways"	"rhea:16373"	"NA"	NA	"MNXR103050"	"1 `H(+)` + 1 `(R)-4'-phosphopantothenate` + 1 `ADP` = 1 `ATP` + 1 `(R)-pantothenate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM415@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM364@MNXD1"	"(R)-pantothenate + ATP => (R)-4'-phosphopantothenate + ADP + H(+);(R)-4'-phosphopantothenate + ADP + H(+) => (R)-pantothenate + ATP"	"yes"
"R01982"	"125-augustus_masked-1689-AIE_1;5061-YJR153W_NumOfGenes_2"	" Pectate + H2O <=> D-Galacturonate + Pectate"	"Poly(1,4-alpha-D-galacturonate) galacturonohydrolase"	"K01184"	"path:map00040;path:map01100"	"sce00040  Pentose and glucuronate interconversions;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR107260"	"MNXR107260"	"1 `H2O` + 1 `Pectate` = 1 `D-galactupyranuronate` + 1 `Pectate`"	"NA"	"1 MNXM2@MNXDX + 1 MNXM90371@MNXD1 = 1 MNXM48464@MNXDX + 1 MNXM90371@MNXD2"	NA	"not sure"
"R02360"	"125-augustus_masked-1689-AIE_1;5061-YJR153W_NumOfGenes_2"	" Pectate + H2O <=> Digalacturonate + Pectate"	"Poly(1,4-alpha-D-galacturonate) glycanohydrolase"	"K01184"	"path:map00040;path:map01100"	"sce00040  Pentose and glucuronate interconversions;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR107462"	"MNXR107462"	"1 `H2O` + 1 `Pectate` = 1 `digalacturonate` + 1 `Pectate`"	"NA"	"1 MNXM2@MNXDX + 1 MNXM90371@MNXD1 = 1 MNXM50671@MNXDX + 1 MNXM90371@MNXD2"	NA	"not sure"
"R01676"	"130-augustus_masked-1697-AIE_1;2682-YDL238C"	" Guanine + H2O <=> Xanthine + Ammonia"	"Guanine aminohydrolase"	"K01487"	"path:map00230;path:map01100"	"sce00230  Purine metabolism;sce01100  Metabolic pathways"	"rhea:14665"	"NA"	NA	"MNXR100464"	"1 `NH4(+)` + 1 `xanthine` = 1 `H(+)` + 1 `H2O` + 1 `guanine`"	"true"	"1 MNXM15@MNXD1 + 1 MNXM174@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM259@MNXD1"	"guanine + H2O + H(+) => NH4(+) + xanthine;NH4(+) + xanthine => guanine + H2O + H(+)"	"yes"
"R01011"	"150-augustus_masked-2075-ARN_6;1349-augustus_masked-BBM_6-7257;3576-YFL053W_NumOfGenes_2;5991-YML070W"	" ATP + Glycerone <=> ADP + Glycerone phosphate"	"ATP:glycerone phosphotransferase"	"K00863"	"path:map00051;path:map00561;path:map00680;path:map01100;path:map01120;path:map01200;path:map04622"	"sce00051  Fructose and mannose metabolism;sce00561  Glycerolipid metabolism;sce00680  Methane metabolism;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments;sce01200  Carbon metabolism;sce04622  RIG-I-like receptor signaling pathway"	"rhea:15773"	"NA"	NA	"MNXR97361"	"1 `H(+)` + 1 `ADP` + 1 `dihydroxyacetone phosphate` = 1 `ATP` + 1 `dihydroxyacetone`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM77@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM460@MNXD1"	"ATP + dihydroxyacetone => ADP + dihydroxyacetone phosphate + H(+);ADP + dihydroxyacetone phosphate + H(+) => ATP + dihydroxyacetone"	"yes"
"R01059"	"150-augustus_masked-2075-ARN_6;1349-augustus_masked-BBM_6-7257;3576-YFL053W_NumOfGenes_2;5991-YML070W"	" ATP + D-Glyceraldehyde <=> ADP + D-Glyceraldehyde 3-phosphate"	"ATP:D-glyceraldehyde 3-phosphotransferase"	"K00863"	"path:map00051;path:map00561;path:map00680;path:map01100;path:map01120;path:map01200;path:map04622"	"sce00051  Fructose and mannose metabolism;sce00561  Glycerolipid metabolism;sce00680  Methane metabolism;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments;sce01200  Carbon metabolism;sce04622  RIG-I-like receptor signaling pathway"	"rhea:13941"	"NA"	NA	"MNXR104940"	"1 `H(+)` + 1 `ADP` + 1 `D-glyceraldehyde 3-phosphate` = 1 `ATP` + 1 `D-glyceraldehyde`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM74@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM435@MNXD1"	"D-glyceraldehyde + ATP => D-glyceraldehyde 3-phosphate + ADP + H(+);D-glyceraldehyde 3-phosphate + ADP + H(+) => D-glyceraldehyde + ATP"	"yes"
"R00465"	"164-augustus_masked-2357-ARB_2"	" Glycolate + NADP+ <=> Glyoxylate + NADPH + H+"	"glycolate:NADP+ oxidoreductase"	"K00090"	"path:map00030;path:map00260;path:map00620;path:map00630;path:map01100;path:map01110;path:map01120"	"sce00030  Pentose phosphate pathway;sce00260  Glycine, serine and threonine metabolism;sce00620  Pyruvate metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments"	"rhea:10992"	"NA"	NA	"MNXR100332"	"1 `H(+)` + 1 `NADPH` + 1 `glyoxylate` = 1 `glycolate` + 1 `NADP(+)`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM6@MNXD1 + 1 MNXM69@MNXD1 = 1 MNXM222@MNXD1 + 1 MNXM5@MNXD1"	"glycolate + NADP(+) => glyoxylate + H(+) + NADPH;glyoxylate + H(+) + NADPH => glycolate + NADP(+)"	"yes"
"R01388"	"164-augustus_masked-2357-ARB_2;247-augustus_masked-4896-BLT_2;6661-YNL274C"	" D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+"	"D-Glycerate:NAD+ 2-oxidoreductase"	"K00090"	"path:map00030;path:map00260;path:map00620;path:map00630;path:map01100;path:map01110;path:map01120"	"sce00030  Pentose phosphate pathway;sce00260  Glycine, serine and threonine metabolism;sce00620  Pyruvate metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments"	"rhea:17905"	"NA"	NA	"MNXR100325"	"1 `D-glycerate` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `3-hydroxypyruvate`"	"true"	"1 MNXM189@MNXD1 + 1 MNXM8@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM392@MNXD1"	"D-glycerate + NAD(+) => 3-hydroxypyruvate + H(+) + NADH;3-hydroxypyruvate + H(+) + NADH => D-glycerate + NAD(+)"	"yes"
"R01392"	"164-augustus_masked-2357-ARB_2"	" D-Glycerate + NADP+ <=> Hydroxypyruvate + NADPH + H+"	"D-Glycerate:NADP+ 2-oxidoreductase"	"K00090"	"path:map00030;path:map00260;path:map00620;path:map00630;path:map01100;path:map01110;path:map01120"	"sce00030  Pentose phosphate pathway;sce00260  Glycine, serine and threonine metabolism;sce00620  Pyruvate metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments"	"rhea:18657"	"NA"	NA	"MNXR100336"	"1 `D-glycerate` + 1 `NADP(+)` = 1 `H(+)` + 1 `3-hydroxypyruvate` + 1 `NADPH`"	"true"	"1 MNXM189@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM392@MNXD1 + 1 MNXM6@MNXD1"	"D-glycerate + NADP(+) => 3-hydroxypyruvate + H(+) + NADPH;3-hydroxypyruvate + H(+) + NADPH => D-glycerate + NADP(+)"	"yes"
"R01739"	"164-augustus_masked-2357-ARB_2"	" D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+"	"D-gluconate:NADP+ 2-oxidoreductase"	"K00090"	"path:map00030;path:map00260;path:map00620;path:map00630;path:map01100;path:map01110;path:map01120"	"sce00030  Pentose phosphate pathway;sce00260  Glycine, serine and threonine metabolism;sce00620  Pyruvate metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments"	"rhea:16653"	"NA"	NA	"MNXR94784"	"1 `H(+)` + 1 `2-dehydro-D-gluconate` + 1 `NADPH` = 1 `D-gluconate` + 1 `NADP(+)`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM582@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM341@MNXD1 + 1 MNXM5@MNXD1"	"D-gluconate + NADP(+) => 2-dehydro-D-gluconate + H(+) + NADPH;2-dehydro-D-gluconate + H(+) + NADPH => D-gluconate + NADP(+)"	"yes"
"R00355"	"165-augustus_masked-2358-ARB_2;250-augustus_masked-4896-BLT_2;5181-YKL106W;5488-YLR027C"	" L-Aspartate + 2-Oxoglutarate <=> Oxaloacetate + L-Glutamate"	"L-Aspartate:2-oxoglutarate aminotransferase"	"K14454"	"path:map00220;path:map00250;path:map00270;path:map00330;path:map00350;path:map00360;path:map00400;path:map00710;path:map00950;path:map00960;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map01210;path:map01230"	"sce00220  Arginine biosynthesis;sce00250  Alanine, aspartate and glutamate metabolism;sce00270  Cysteine and methionine metabolism;sce00330  Arginine and proline metabolism;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce00710  Carbon fixation in photosynthetic organisms;sce00950  Isoquinoline alkaloid biosynthesis;sce00960  Tropane, piperidine and pyridine alkaloid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"	"rhea:21824"	"NA"	NA	"MNXR96079"	"1 `2-oxoglutarate` + 1 `L-aspartate` = 1 `oxaloacetate` + 1 `L-glutamate`"	"true"	"1 MNXM20@MNXD1 + 1 MNXM42@MNXD1 = 1 MNXM46@MNXD1 + 1 MNXM89557@MNXD1"	"2-oxoglutarate + L-aspartate => L-glutamate + oxaloacetate;L-glutamate + oxaloacetate => 2-oxoglutarate + L-aspartate"	"yes"
"R00694"	"165-augustus_masked-2358-ARB_2;250-augustus_masked-4896-BLT_2;3844-YGL202W;4395-YHR137W_NumOfGenes_2;4597-YIL116W;5181-YKL106W;5488-YLR027C"	" L-Phenylalanine + 2-Oxoglutarate <=> Phenylpyruvate + L-Glutamate"	"L-Phenylalanine:2-oxoglutarate aminotransferase"	"K14454"	"path:map00220;path:map00250;path:map00270;path:map00330;path:map00350;path:map00360;path:map00400;path:map00710;path:map00950;path:map00960;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map01210;path:map01230"	"sce00220  Arginine biosynthesis;sce00250  Alanine, aspartate and glutamate metabolism;sce00270  Cysteine and methionine metabolism;sce00330  Arginine and proline metabolism;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce00710  Carbon fixation in photosynthetic organisms;sce00950  Isoquinoline alkaloid biosynthesis;sce00960  Tropane, piperidine and pyridine alkaloid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"	"rhea:25152"	"NA"	NA	"MNXR126234"	"1 `3-phenylpyruvate` + 1 `L-glutamate` = 1 `2-oxoglutarate` + 1 `L-phenylalanine`"	"true"	"1 MNXM162242@MNXD1 + 1 MNXM89557@MNXD1 = 1 MNXM20@MNXD1 + 1 MNXM97@MNXD1"	"2-oxoglutarate + L-phenylalanine => 3-phenylpyruvate + L-glutamate;3-phenylpyruvate + L-glutamate => 2-oxoglutarate + L-phenylalanine"	"yes"
"R00734"	"165-augustus_masked-2358-ARB_2;250-augustus_masked-4896-BLT_2;3844-YGL202W;4395-YHR137W_NumOfGenes_2;4597-YIL116W;5181-YKL106W;5488-YLR027C"	" L-Tyrosine + 2-Oxoglutarate <=> 3-(4-Hydroxyphenyl)pyruvate + L-Glutamate"	"L-tyrosine:2-oxoglutarate aminotransferase"	"K14454"	"path:map00220;path:map00250;path:map00270;path:map00330;path:map00350;path:map00360;path:map00400;path:map00710;path:map00950;path:map00960;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map01210;path:map01230"	"sce00220  Arginine biosynthesis;sce00250  Alanine, aspartate and glutamate metabolism;sce00270  Cysteine and methionine metabolism;sce00330  Arginine and proline metabolism;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce00710  Carbon fixation in photosynthetic organisms;sce00950  Isoquinoline alkaloid biosynthesis;sce00960  Tropane, piperidine and pyridine alkaloid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"	"rhea:15093"	"NA"	NA	"MNXR105000"	"1 `3-(4-hydroxyphenyl)pyruvate` + 1 `L-glutamate` = 1 `2-oxoglutarate` + 1 `L-tyrosine`"	"true"	"1 MNXM153@MNXD1 + 1 MNXM89557@MNXD1 = 1 MNXM20@MNXD1 + 1 MNXM76@MNXD1"	"2-oxoglutarate + L-tyrosine => 3-(4-hydroxyphenyl)pyruvate + L-glutamate;3-(4-hydroxyphenyl)pyruvate + L-glutamate => 2-oxoglutarate + L-tyrosine"	"yes"
"R05052"	"165-augustus_masked-2358-ARB_2;250-augustus_masked-4896-BLT_2;5181-YKL106W;5488-YLR027C"	" L-erythro-4-Hydroxyglutamate + 2-Oxoglutarate <=> (4R)-4-Hydroxy-2-oxoglutarate + L-Glutamate"	"L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase"	"K14454"	"path:map00220;path:map00250;path:map00270;path:map00330;path:map00350;path:map00360;path:map00400;path:map00710;path:map00950;path:map00960;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map01210;path:map01230"	"sce00220  Arginine biosynthesis;sce00250  Alanine, aspartate and glutamate metabolism;sce00270  Cysteine and methionine metabolism;sce00330  Arginine and proline metabolism;sce00350  Tyrosine metabolism;sce00360  Phenylalanine metabolism;sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis;sce00710  Carbon fixation in photosynthetic organisms;sce00950  Isoquinoline alkaloid biosynthesis;sce00960  Tropane, piperidine and pyridine alkaloid biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"	"rhea:31235"	"NA"	NA	"MNXR109292"	"1 `2-oxoglutarate` + 1 `erythro-4-hydroxy-L-glutamate` = 1 `L-glutamate` + 1 `D-4-hydroxy-2-oxoglutarate`"	"true"	"1 MNXM20@MNXD1 + 1 MNXM923@MNXD1 = 1 MNXM89557@MNXD1 + 1 MNXM97048@MNXD1"	"2-oxoglutarate + erythro-4-hydroxy-L-glutamate => D-4-hydroxy-2-oxoglutarate + L-glutamate;D-4-hydroxy-2-oxoglutarate + L-glutamate => 2-oxoglutarate + erythro-4-hydroxy-L-glutamate"	"yes"
"R00782"	"170-augustus_masked-2392-BTV_5;1334-augustus_masked-CPG_1-7609;1400-augustus_masked-ACL_7-7535;1777-YAL012W;3643-YFR055W;3825-YGL184C"	" L-Cysteine + H2O <=> Hydrogen sulfide + Pyruvate + Ammonia"	"L-cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)"	"K01760"	"path:map00270;path:map00450;path:map01100;path:map01110;path:map01230"	"sce00270  Cysteine and methionine metabolism;sce00450  Selenocompound metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids"	"rhea:24931"	"NA"	NA	"MNXR96994"	"1 `H(+)` + 1 `NH4(+)` + 1 `pyruvate` + 1 `hydrogen sulfide` = 1 `H2O` + 1 `L-cysteine`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM15@MNXD1 + 1 MNXM23@MNXD1 + 1 MNXM89582@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM55@MNXD1"	"L-cysteine + H2O => H(+) + hydrogen sulfide + NH4(+) + pyruvate;H(+) + hydrogen sulfide + NH4(+) + pyruvate => L-cysteine + H2O"	"yes"
"R01286"	"170-augustus_masked-2392-BTV_5;1334-augustus_masked-CPG_1-7609;1400-augustus_masked-ACL_7-7535;3643-YFR055W;3825-YGL184C"	" L-Cystathionine + H2O <=> L-Homocysteine + Ammonia + Pyruvate"	"L-cystathionine L-homocysteine-lyase (deaminating; pyruvate-forming)"	"K01760"	"path:map00270;path:map00450;path:map01100;path:map01110;path:map01230"	"sce00270  Cysteine and methionine metabolism;sce00450  Selenocompound metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids"	"rhea:13965"	"NA"	NA	"MNXR96469"	"1 `homocysteine zwitterion` + 1 `NH4(+)` + 1 `pyruvate` = 1 `H2O` + 1 `L-cystathionine`"	"true"	"1 MNXM123@MNXD1 + 1 MNXM15@MNXD1 + 1 MNXM23@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM319@MNXD1"	"L-cystathionine + H2O => L-homocysteine + NH4(+) + pyruvate;L-homocysteine + NH4(+) + pyruvate => L-cystathionine + H2O"	"yes"
"R02408"	"170-augustus_masked-2392-BTV_5;1334-augustus_masked-CPG_1-7609;1400-augustus_masked-ACL_7-7535;1777-YAL012W;3643-YFR055W;3825-YGL184C"	" L-Cystine + H2O <=> Pyruvate + Ammonia + Thiocysteine"	"L-cystine thiocysteine-lyase (deaminating; pyruvate-forming)"	"K01760"	"path:map00270;path:map00450;path:map01100;path:map01110;path:map01230"	"sce00270  Cysteine and methionine metabolism;sce00450  Selenocompound metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01230  Biosynthesis of amino acids"	"rhea:24927"	"NA"	NA	"MNXR96943"	"1 `NH4(+)` + 1 `pyruvate` + 1 `S-sulfanyl-L-cysteine` = 1 `H2O` + 1 `L-cystine`"	"true"	"1 MNXM15@MNXD1 + 1 MNXM23@MNXD1 + 1 MNXM3840@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM927@MNXD1"	"L-cystine + H2O => S-sulfanyl-L-cysteine + NH4(+) + pyruvate;S-sulfanyl-L-cysteine + NH4(+) + pyruvate => L-cystine + H2O"	"yes"
"R03066"	"178-augustus_masked-2804-CPI_4;6645-YNL256W_NumOfGenes_2"	" 6-(Hydroxymethyl)-7,8-dihydropterin + 4-Aminobenzoate <=> Dihydropteroate + H2O"	"6-(hydroxymethyl)-7,8-dihydropterin:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase"	"K13939"	"path:map00790;path:map01100"	"sce00790  Folate biosynthesis;sce01100  Metabolic pathways"	"rhea:30887"	"NA"	NA	"MNXR107926"	"1 `H2O` + 1 `7,8-dihydropteroate` = 1 `4-aminobenzoate` + 1 `6-hydroxymethyl-7,8-dihydropterin`"	"true"	"1 MNXM2@MNXD1 + 1 MNXM965@MNXD1 = 1 MNXM421@MNXD1 + 1 MNXM937@MNXD1"	"4-aminobenzoate + 6-hydroxymethyl-7,8-dihydropterin => 7,8-dihydropteroate + H2O;7,8-dihydropteroate + H2O => 4-aminobenzoate + 6-hydroxymethyl-7,8-dihydropterin"	"yes"
