"met"	"reaction"	"formula"	"reactant"	"product"	"MNX_ID"	"common_met_num"
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM53@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2 + 1 MNXM78@MNXD1"	"1 `Na(+)` + 1 `L-serine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-serine` + 1 `L-lysine`"	"1 `Na(+)` + 1 `L-serine` + 1 `L-lysine` "	" 1 `Na(+)` + 1 `L-serine` + 1 `L-lysine`"	"MNXR104345"	3
"Rh18"	"1 MNXM78@MNXD1 + 1 MNXM89689@MNXD2 = 1 MNXM78@MNXD2 + 1 MNXM89689@MNXD1"	"1 `L-lysine` + 1 `L-ornithine` = 1 `L-lysine` + 1 `L-ornithine`"	"1 `L-lysine` + 1 `L-ornithine` "	" 1 `L-lysine` + 1 `L-ornithine`"	"MNXR105607"	2
"Rh18"	"1 MNXM211@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM211@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-citrulline` + 1 `L-lysine` = 1 `L-citrulline` + 1 `L-lysine`"	"1 `L-citrulline` + 1 `L-lysine` "	" 1 `L-citrulline` + 1 `L-lysine`"	"MNXR105609"	2
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM78@MNXD1"	"1 `Na(+)` + 1 `glycine` + 1 `L-lysine` = 1 `Na(+)` + 1 `glycine` + 1 `L-lysine`"	"1 `Na(+)` + 1 `glycine` + 1 `L-lysine` "	" 1 `Na(+)` + 1 `glycine` + 1 `L-lysine`"	"MNXR105824"	3
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM78@MNXD1"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-lysine`"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-lysine` "	" 1 `Na(+)` + 1 `L-alanine` + 1 `L-lysine`"	"MNXR105829"	3
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM37@MNXD2 + 1 MNXM78@MNXD1"	"1 `Na(+)` + 1 `L-glutamine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-glutamine` + 1 `L-lysine`"	"1 `Na(+)` + 1 `L-glutamine` + 1 `L-lysine` "	" 1 `Na(+)` + 1 `L-glutamine` + 1 `L-lysine`"	"MNXR105834"	3
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM61@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM61@MNXD2 + 1 MNXM78@MNXD1"	"1 `Na(+)` + 1 `L-methionine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-methionine` + 1 `L-lysine`"	"1 `Na(+)` + 1 `L-methionine` + 1 `L-lysine` "	" 1 `Na(+)` + 1 `L-methionine` + 1 `L-lysine`"	"MNXR105843"	3
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 + 1 MNXM94@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1 + 1 MNXM94@MNXD2"	"1 `Na(+)` + 1 `L-lysine` + 1 `L-tryptophan` = 1 `Na(+)` + 1 `L-lysine` + 1 `L-tryptophan`"	"1 `Na(+)` + 1 `L-lysine` + 1 `L-tryptophan` "	" 1 `Na(+)` + 1 `L-lysine` + 1 `L-tryptophan`"	"MNXR105848"	3
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 + 1 MNXM97@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1 + 1 MNXM97@MNXD2"	"1 `Na(+)` + 1 `L-lysine` + 1 `L-phenylalanine` = 1 `Na(+)` + 1 `L-lysine` + 1 `L-phenylalanine`"	"1 `Na(+)` + 1 `L-lysine` + 1 `L-phenylalanine` "	" 1 `Na(+)` + 1 `L-lysine` + 1 `L-phenylalanine`"	"MNXR105853"	3
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM76@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM76@MNXD2 + 1 MNXM78@MNXD1"	"1 `Na(+)` + 1 `L-tyrosine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-tyrosine` + 1 `L-lysine`"	"1 `Na(+)` + 1 `L-tyrosine` + 1 `L-lysine` "	" 1 `Na(+)` + 1 `L-tyrosine` + 1 `L-lysine`"	"MNXR105858"	3
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM55@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM55@MNXD2 + 1 MNXM78@MNXD1"	"1 `Na(+)` + 1 `L-cysteine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-cysteine` + 1 `L-lysine`"	"1 `Na(+)` + 1 `L-cysteine` + 1 `L-lysine` "	" 1 `Na(+)` + 1 `L-cysteine` + 1 `L-lysine`"	"MNXR105863"	3
"Rh18"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-lysine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-lysine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-lysine`"	"MNXR105868"	3
"Rh18"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-lysine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-lysine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-lysine`"	"MNXR105873"	3
"Rh18"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-lysine`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-lysine` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `L-lysine`"	"MNXR105878"	3
"Rh18"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-lysine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-lysine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-lysine`"	"MNXR105883"	3
"Rh18"	"1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-lysine`"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-lysine` "	" 1 `L-threonine` + 1 `Na(+)` + 1 `L-lysine`"	"MNXR105888"	3
"Rh18"	"1 MNXM27@MNXD1 + 1 MNXM353@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM353@MNXD2 + 1 MNXM78@MNXD1"	"1 `Na(+)` + 1 `L-homoserine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-homoserine` + 1 `L-lysine`"	"1 `Na(+)` + 1 `L-homoserine` + 1 `L-lysine` "	" 1 `Na(+)` + 1 `L-homoserine` + 1 `L-lysine`"	"MNXR105893"	3
"Rh18"	"1 MNXM231@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM231@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-isoleucine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-isoleucine` + 1 `Na(+)` + 1 `L-lysine`"	"1 `L-isoleucine` + 1 `Na(+)` + 1 `L-lysine` "	" 1 `L-isoleucine` + 1 `Na(+)` + 1 `L-lysine`"	"MNXR105898"	3
"Rh18"	"1 MNXM29@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM29@MNXD2 + 1 MNXM78@MNXD1"	"1 `glycine` + 1 `L-lysine` = 1 `glycine` + 1 `L-lysine`"	"1 `glycine` + 1 `L-lysine` "	" 1 `glycine` + 1 `L-lysine`"	"MNXR105903"	2
"Rh18"	"1 MNXM32@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM32@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-alanine` + 1 `L-lysine` = 1 `L-alanine` + 1 `L-lysine`"	"1 `L-alanine` + 1 `L-lysine` "	" 1 `L-alanine` + 1 `L-lysine`"	"MNXR105904"	2
"Rh18"	"1 MNXM37@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM37@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-glutamine` + 1 `L-lysine` = 1 `L-glutamine` + 1 `L-lysine`"	"1 `L-glutamine` + 1 `L-lysine` "	" 1 `L-glutamine` + 1 `L-lysine`"	"MNXR105905"	2
"Rh18"	"1 MNXM53@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM53@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-serine` + 1 `L-lysine` = 1 `L-serine` + 1 `L-lysine`"	"1 `L-serine` + 1 `L-lysine` "	" 1 `L-serine` + 1 `L-lysine`"	"MNXR105906"	2
"Rh18"	"1 MNXM61@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM61@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-methionine` + 1 `L-lysine` = 1 `L-methionine` + 1 `L-lysine`"	"1 `L-methionine` + 1 `L-lysine` "	" 1 `L-methionine` + 1 `L-lysine`"	"MNXR105907"	2
"Rh18"	"1 MNXM78@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM78@MNXD2 + 1 MNXM94@MNXD1"	"1 `L-lysine` + 1 `L-tryptophan` = 1 `L-lysine` + 1 `L-tryptophan`"	"1 `L-lysine` + 1 `L-tryptophan` "	" 1 `L-lysine` + 1 `L-tryptophan`"	"MNXR105908"	2
"Rh18"	"1 MNXM78@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM78@MNXD2 + 1 MNXM97@MNXD1"	"1 `L-lysine` + 1 `L-phenylalanine` = 1 `L-lysine` + 1 `L-phenylalanine`"	"1 `L-lysine` + 1 `L-phenylalanine` "	" 1 `L-lysine` + 1 `L-phenylalanine`"	"MNXR105909"	2
"Rh18"	"1 MNXM76@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM76@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-tyrosine` + 1 `L-lysine` = 1 `L-tyrosine` + 1 `L-lysine`"	"1 `L-tyrosine` + 1 `L-lysine` "	" 1 `L-tyrosine` + 1 `L-lysine`"	"MNXR105910"	2
"Rh18"	"1 MNXM55@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM55@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-cysteine` + 1 `L-lysine` = 1 `L-cysteine` + 1 `L-lysine`"	"1 `L-cysteine` + 1 `L-lysine` "	" 1 `L-cysteine` + 1 `L-lysine`"	"MNXR105911"	2
"Rh18"	"1 MNXM140@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-leucine` + 1 `L-lysine` = 1 `L-leucine` + 1 `L-lysine`"	"1 `L-leucine` + 1 `L-lysine` "	" 1 `L-leucine` + 1 `L-lysine`"	"MNXR105912"	2
"Rh18"	"1 MNXM114@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-proline` + 1 `L-lysine` = 1 `L-proline` + 1 `L-lysine`"	"1 `L-proline` + 1 `L-lysine` "	" 1 `L-proline` + 1 `L-lysine`"	"MNXR105913"	2
"Rh18"	"1 MNXM147@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-asparagine` + 1 `L-lysine` = 1 `L-asparagine` + 1 `L-lysine`"	"1 `L-asparagine` + 1 `L-lysine` "	" 1 `L-asparagine` + 1 `L-lysine`"	"MNXR105914"	2
"Rh18"	"1 MNXM199@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-valine` + 1 `L-lysine` = 1 `L-valine` + 1 `L-lysine`"	"1 `L-valine` + 1 `L-lysine` "	" 1 `L-valine` + 1 `L-lysine`"	"MNXR105915"	2
"Rh18"	"1 MNXM142@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-threonine` + 1 `L-lysine` = 1 `L-threonine` + 1 `L-lysine`"	"1 `L-threonine` + 1 `L-lysine` "	" 1 `L-threonine` + 1 `L-lysine`"	"MNXR105916"	2
"Rh18"	"1 MNXM353@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM353@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-homoserine` + 1 `L-lysine` = 1 `L-homoserine` + 1 `L-lysine`"	"1 `L-homoserine` + 1 `L-lysine` "	" 1 `L-homoserine` + 1 `L-lysine`"	"MNXR105917"	2
"Rh18"	"1 MNXM231@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM231@MNXD2 + 1 MNXM78@MNXD1"	"1 `L-isoleucine` + 1 `L-lysine` = 1 `L-isoleucine` + 1 `L-lysine`"	"1 `L-isoleucine` + 1 `L-lysine` "	" 1 `L-isoleucine` + 1 `L-lysine`"	"MNXR105918"	2
"Rh18"	"1 MNXM01@MNXD1 + 1 MNXM70@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM70@MNXD2 + 1 MNXM78@MNXD1"	"1 `H(+)` + 1 `L-arginine` + 1 `L-lysine` = 1 `H(+)` + 1 `L-arginine` + 1 `L-lysine`"	"1 `H(+)` + 1 `L-arginine` + 1 `L-lysine` "	" 1 `H(+)` + 1 `L-arginine` + 1 `L-lysine`"	"MNXR106275"	3
"Rh18"	"1 MNXM01@MNXD1 + 1 MNXM78@MNXD2 + 1 MNXM89689@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM78@MNXD1 + 1 MNXM89689@MNXD2"	"1 `H(+)` + 1 `L-lysine` + 1 `L-ornithine` = 1 `H(+)` + 1 `L-lysine` + 1 `L-ornithine`"	"1 `H(+)` + 1 `L-lysine` + 1 `L-ornithine` "	" 1 `H(+)` + 1 `L-lysine` + 1 `L-ornithine`"	"MNXR106276"	3
"Rh18"	"1 MNXM01@MNXD1 + 1 MNXM211@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM211@MNXD2 + 1 MNXM78@MNXD1"	"1 `H(+)` + 1 `L-citrulline` + 1 `L-lysine` = 1 `H(+)` + 1 `L-citrulline` + 1 `L-lysine`"	"1 `H(+)` + 1 `L-citrulline` + 1 `L-lysine` "	" 1 `H(+)` + 1 `L-citrulline` + 1 `L-lysine`"	"MNXR106278"	3
"Rh18"	"1 MNXM01@MNXD1 + 1 MNXM70@MNXD2 + 1 MNXM78@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM70@MNXD1 + 1 MNXM78@MNXD2"	"1 `H(+)` + 1 `L-arginine` + 1 `L-lysine` = 1 `H(+)` + 1 `L-arginine` + 1 `L-lysine`"	"1 `H(+)` + 1 `L-arginine` + 1 `L-lysine` "	" 1 `H(+)` + 1 `L-arginine` + 1 `L-lysine`"	"MNXR106279"	3
"Rh18"	"1 MNXM01@MNXD1 + 1 MNXM78@MNXD1 + 1 MNXM89689@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM78@MNXD2 + 1 MNXM89689@MNXD1"	"1 `H(+)` + 1 `L-lysine` + 1 `L-ornithine` = 1 `H(+)` + 1 `L-lysine` + 1 `L-ornithine`"	"1 `H(+)` + 1 `L-lysine` + 1 `L-ornithine` "	" 1 `H(+)` + 1 `L-lysine` + 1 `L-ornithine`"	"MNXR106282"	3
"Rh18"	"1 MNXM01@MNXD1 + 1 MNXM211@MNXD2 + 1 MNXM78@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM211@MNXD1 + 1 MNXM78@MNXD2"	"1 `H(+)` + 1 `L-citrulline` + 1 `L-lysine` = 1 `H(+)` + 1 `L-citrulline` + 1 `L-lysine`"	"1 `H(+)` + 1 `L-citrulline` + 1 `L-lysine` "	" 1 `H(+)` + 1 `L-citrulline` + 1 `L-lysine`"	"MNXR106289"	3
"Rh18"	"1 MNXM78@MNXD1 + 1 MNXM943@MNXD2 = 1 MNXM78@MNXD2 + 1 MNXM943@MNXD1"	"1 `L-lysine` + 1 `cadaverine` = 1 `L-lysine` + 1 `cadaverine`"	"1 `L-lysine` + 1 `cadaverine` "	" 1 `L-lysine` + 1 `cadaverine`"	"MNXR123992"	2
"Rh18"	"1 MNXM1@MNXD2 + 1 MNXM7@MNXD2 + 1 MNXM78@MNXD1 + 1 MNXM9@MNXD2 = 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2 + 1 MNXM78@MNXD2"	"1 `H(+)` + 1 `ADP` + 1 `L-lysine` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `L-lysine`"	"1 `H(+)` + 1 `ADP` + 1 `L-lysine` + 1 `phosphate` "	" 1 `H2O` + 1 `ATP` + 1 `L-lysine`"	"MNXR126432"	1
"Rh18"	"1 MNXM01@MNXD1 + 1 MNXM78@MNXD1 = 1 MNXM01@MNXD3 + 1 MNXM78@MNXD2"	"1 `H(+)` + 1 `L-lysine` = 1 `H(+)` + 1 `L-lysine`"	"1 `H(+)` + 1 `L-lysine` "	" 1 `H(+)` + 1 `L-lysine`"	"MNXR136951"	2
"Rh24"	"1 MNXM27@MNXD1 + 2 MNXM60@MNXD1 = 1 MNXM27@MNXD2 + 2 MNXM60@MNXD2"	"1 `Na(+)` + 2 `hydrogencarbonate` = 1 `Na(+)` + 2 `hydrogencarbonate`"	"1 `Na(+)` + 2 `hydrogencarbonate` "	" 1 `Na(+)` + 2 `hydrogencarbonate`"	"MNXR94798"	2
"Rh24"	"1 MNXM27@MNXD1 + 3 MNXM60@MNXD1 = 1 MNXM27@MNXD2 + 3 MNXM60@MNXD2"	"1 `Na(+)` + 3 `hydrogencarbonate` = 1 `Na(+)` + 3 `hydrogencarbonate`"	"1 `Na(+)` + 3 `hydrogencarbonate` "	" 1 `Na(+)` + 3 `hydrogencarbonate`"	"MNXR94894"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM7454@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM7454@MNXD2"	"1 `Na(+)` + 1 `isovalerate` = 1 `Na(+)` + 1 `isovalerate`"	"1 `Na(+)` + 1 `isovalerate` "	" 1 `Na(+)` + 1 `isovalerate`"	"MNXR94917"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM87584@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM87584@MNXD1"	"1 `Na(+)` + 1 `L-alanine` + 1 `trans-4-hydroxy-L-proline` = 1 `Na(+)` + 1 `L-alanine` + 1 `trans-4-hydroxy-L-proline`"	"1 `Na(+)` + 1 `L-alanine` + 1 `trans-4-hydroxy-L-proline` "	" 1 `Na(+)` + 1 `L-alanine` + 1 `trans-4-hydroxy-L-proline`"	"MNXR95021"	3
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM87584@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM87584@MNXD2"	"2 `Na(+)` + 1 `chloride` + 1 `trans-4-hydroxy-L-proline` = 2 `Na(+)` + 1 `chloride` + 1 `trans-4-hydroxy-L-proline`"	"2 `Na(+)` + 1 `chloride` + 1 `trans-4-hydroxy-L-proline` "	" 2 `Na(+)` + 1 `chloride` + 1 `trans-4-hydroxy-L-proline`"	"MNXR95046"	3
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM964@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM964@MNXD2"	"2 `Na(+)` + 1 `5-oxo-L-proline` = 2 `Na(+)` + 1 `5-oxo-L-proline`"	"2 `Na(+)` + 1 `5-oxo-L-proline` "	" 2 `Na(+)` + 1 `5-oxo-L-proline`"	"MNXR95092"	2
"Rh24"	"1 MNXM192@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM192@MNXD2 + 2 MNXM27@MNXD2"	"1 `4-aminobutanoate` + 2 `Na(+)` = 1 `4-aminobutanoate` + 2 `Na(+)`"	"1 `4-aminobutanoate` + 2 `Na(+)` "	" 1 `4-aminobutanoate` + 2 `Na(+)`"	"MNXR95192"	2
"Rh24"	"1 MNXM26@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM26@MNXD2 + 1 MNXM27@MNXD2"	"1 `acetate` + 1 `Na(+)` = 1 `acetate` + 1 `Na(+)`"	"1 `acetate` + 1 `Na(+)` "	" 1 `acetate` + 1 `Na(+)`"	"MNXR95430"	2
"Rh24"	"1 MNXM212@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM212@MNXD2 + 1 MNXM27@MNXD2"	"1 `adenosine` + 1 `Na(+)` = 1 `adenosine` + 1 `Na(+)`"	"1 `adenosine` + 1 `Na(+)` "	" 1 `adenosine` + 1 `Na(+)`"	"MNXR95462"	2
"Rh24"	"1 MNXM212@MNXD1 + 2 MNXM27@MNXD1 = 1 MNXM212@MNXD2 + 2 MNXM27@MNXD2"	"1 `adenosine` + 2 `Na(+)` = 1 `adenosine` + 2 `Na(+)`"	"1 `adenosine` + 2 `Na(+)` "	" 1 `adenosine` + 2 `Na(+)`"	"MNXR95463"	2
"Rh24"	"1 MNXM20@MNXD1 + 1 MNXM27@MNXD1 = 1 MNXM20@MNXD2 + 1 MNXM27@MNXD2"	"1 `2-oxoglutarate` + 1 `Na(+)` = 1 `2-oxoglutarate` + 1 `Na(+)`"	"1 `2-oxoglutarate` + 1 `Na(+)` "	" 1 `2-oxoglutarate` + 1 `Na(+)`"	"MNXR95660"	2
"Rh24"	"1 MNXM20@MNXD1 + 3 MNXM27@MNXD1 = 1 MNXM20@MNXD2 + 3 MNXM27@MNXD2"	"1 `2-oxoglutarate` + 3 `Na(+)` = 1 `2-oxoglutarate` + 3 `Na(+)`"	"1 `2-oxoglutarate` + 3 `Na(+)` "	" 1 `2-oxoglutarate` + 3 `Na(+)`"	"MNXR95662"	2
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-alanine`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-alanine` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `L-alanine`"	"MNXR95680"	3
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM43@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM43@MNXD2"	"2 `Na(+)` + 1 `L-alanine` + 1 `chloride` = 2 `Na(+)` + 1 `L-alanine` + 1 `chloride`"	"2 `Na(+)` + 1 `L-alanine` + 1 `chloride` "	" 2 `Na(+)` + 1 `L-alanine` + 1 `chloride`"	"MNXR95681"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM55@MNXD1"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-cysteine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-cysteine`"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-cysteine` "	" 1 `Na(+)` + 1 `L-alanine` + 1 `L-cysteine`"	"MNXR95683"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM37@MNXD1"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-glutamine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-glutamine`"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-glutamine` "	" 1 `Na(+)` + 1 `L-alanine` + 1 `L-glutamine`"	"MNXR95688"	3
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2"	"1 `Na(+)` + 1 `L-alanine` = 1 `Na(+)` + 1 `L-alanine`"	"1 `Na(+)` + 1 `L-alanine` "	" 1 `Na(+)` + 1 `L-alanine`"	"MNXR95692"	2
"Rh24"	"1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM53@MNXD1"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-serine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-serine`"	"1 `Na(+)` + 1 `L-alanine` + 1 `L-serine` "	" 1 `Na(+)` + 1 `L-alanine` + 1 `L-serine`"	"MNXR95694"	3
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD1"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine`"	"1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine` "	" 1 `L-threonine` + 1 `Na(+)` + 1 `L-alanine`"	"MNXR95700"	3
"Rh24"	"1 MNXM01@MNXD1 + 2 MNXM27@MNXD2 + 1 MNXM32@MNXD2 = 1 MNXM01@MNXD2 + 2 MNXM27@MNXD1 + 1 MNXM32@MNXD1"	"1 `H(+)` + 2 `Na(+)` + 1 `L-alanine` = 1 `H(+)` + 2 `Na(+)` + 1 `L-alanine`"	"1 `H(+)` + 2 `Na(+)` + 1 `L-alanine` "	" 1 `H(+)` + 2 `Na(+)` + 1 `L-alanine`"	"MNXR95705"	3
"Rh24"	"2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM70@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM70@MNXD2"	"2 `Na(+)` + 1 `chloride` + 1 `L-arginine` = 2 `Na(+)` + 1 `chloride` + 1 `L-arginine`"	"2 `Na(+)` + 1 `chloride` + 1 `L-arginine` "	" 2 `Na(+)` + 1 `chloride` + 1 `L-arginine`"	"MNXR95939"	3
