"rxnID"	"name"	"specie"	"id"	"type"	"MetaID"	"note"
"r_2129"	"H+[m]"	"s86"	"sa1156"	"product"	"CDMT00001156"	""
"r_2136"	"14-demethyllanosterol[e]"	"s695"	"sa1157"	"reactant"	"CDMT00001157"	""
"r_2136"	"14-demethyllanosterol[c]"	"s696"	"sa1158"	"product"	"CDMT00001158"	""
"r_2139"	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[e]"	"s697"	"sa1159"	"reactant"	"CDMT00001159"	""
"r_2139"	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[c]"	"s460"	"sa1160"	"product"	"CDMT00001160"	""
"r_2184"	"octanoate[e]"	"s698"	"sa1161"	"reactant"	"CDMT00001161"	""
"r_2184"	"octanoate[c]"	"s479"	"sa1162"	"product"	"CDMT00001162"	""
"r_2185"	"decanoate[e]"	"s699"	"sa1163"	"reactant"	"CDMT00001163"	""
"r_2185"	"decanoate[c]"	"s469"	"sa1164"	"product"	"CDMT00001164"	""
"r_2186"	"laurate[e]"	"s700"	"sa1165"	"reactant"	"CDMT00001165"	""
"r_2186"	"laurate[c]"	"s471"	"sa1166"	"product"	"CDMT00001166"	""
"r_2190"	"butyrate[e]"	"s701"	"sa1167"	"reactant"	"CDMT00001167"	""
"r_2190"	"butyrate[c]"	"s702"	"sa1168"	"product"	"CDMT00001168"	""
"r_2191"	"hexanoate[e]"	"s703"	"sa1169"	"reactant"	"CDMT00001169"	""
"r_2191"	"hexanoate[c]"	"s704"	"sa1170"	"product"	"CDMT00001170"	""
"r_2192"	"oleate[e]"	"s705"	"sa1171"	"reactant"	"CDMT00001171"	""
"r_2192"	"oleate[c]"	"s706"	"sa1172"	"product"	"CDMT00001172"	""
"r_2229"	"butyrate[c]"	"s702"	"sa1173"	"reactant"	"CDMT00001173"	""
"r_2229"	"butyrate[p]"	"s707"	"sa1174"	"product"	"CDMT00001174"	""
"r_2230"	"hexanoate[c]"	"s704"	"sa1175"	"reactant"	"CDMT00001175"	""
"r_2230"	"hexanoate[p]"	"s708"	"sa1176"	"product"	"CDMT00001176"	""
"r_2231"	"oleate[c]"	"s706"	"sa1177"	"reactant"	"CDMT00001177"	""
"r_2231"	"oleate[p]"	"s709"	"sa1178"	"product"	"CDMT00001178"	""
"r_3508"	"laurate[c]"	"s471"	"sa1179"	"reactant"	"CDMT00001179"	""
"r_3508"	"laurate[erm]"	"s710"	"sa1180"	"product"	"CDMT00001180"	""
"r_3509"	"myristate[c]"	"s473"	"sa1181"	"reactant"	"CDMT00001181"	""
"r_3509"	"myristate[erm]"	"s711"	"sa1182"	"product"	"CDMT00001182"	""
"r_3510"	"palmitate[c]"	"s475"	"sa1183"	"reactant"	"CDMT00001183"	""
"r_3510"	"palmitate[erm]"	"s712"	"sa1184"	"product"	"CDMT00001184"	""
"r_3511"	"palmitoleate[c]"	"s477"	"sa1185"	"reactant"	"CDMT00001185"	""
"r_3511"	"palmitoleate[erm]"	"s713"	"sa1186"	"product"	"CDMT00001186"	""
"r_3512"	"stearate[c]"	"s219"	"sa1187"	"reactant"	"CDMT00001187"	""
"r_3512"	"stearate[erm]"	"s714"	"sa1188"	"product"	"CDMT00001188"	""
"r_3513"	"oleate[c]"	"s706"	"sa1189"	"reactant"	"CDMT00001189"	""
"r_3513"	"oleate[erm]"	"s715"	"sa1190"	"product"	"CDMT00001190"	""
"r_3514"	"malonyl-CoA[c]"	"s716"	"sa1191"	"reactant"	"CDMT00001191"	""
"r_3514"	"malonyl-CoA[erm]"	"s717"	"sa1192"	"product"	"CDMT00001192"	""
"r_3515"	"lauroyl-CoA[c]"	"s288"	"sa1193"	"reactant"	"CDMT00001193"	""
"r_3515"	"lauroyl-CoA[erm]"	"s718"	"sa1194"	"product"	"CDMT00001194"	""
"r_3516"	"myristoyl-CoA[c]"	"s290"	"sa1195"	"reactant"	"CDMT00001195"	""
"r_3516"	"myristoyl-CoA[erm]"	"s719"	"sa1196"	"product"	"CDMT00001196"	""
"r_3517"	"palmitoyl-CoA[c]"	"s292"	"sa1197"	"reactant"	"CDMT00001197"	""
"r_3517"	"palmitoyl-CoA[erm]"	"s720"	"sa1198"	"product"	"CDMT00001198"	""
"r_3518"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[c]"	"s294"	"sa1199"	"reactant"	"CDMT00001199"	""
"r_3518"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[erm]"	"s721"	"sa1200"	"product"	"CDMT00001200"	""
"r_3519"	"stearoyl-CoA[c]"	"s296"	"sa1201"	"reactant"	"CDMT00001201"	""
"r_3519"	"stearoyl-CoA[erm]"	"s722"	"sa1202"	"product"	"CDMT00001202"	""
"r_3520"	"oleoyl-CoA[c]"	"s298"	"sa1203"	"reactant"	"CDMT00001203"	""
"r_3520"	"oleoyl-CoA[erm]"	"s723"	"sa1204"	"product"	"CDMT00001204"	""
"r_3521"	"icosanoyl-CoA[c]"	"s300"	"sa1205"	"reactant"	"CDMT00001205"	""
"r_3521"	"icosanoyl-CoA[erm]"	"s724"	"sa1206"	"product"	"CDMT00001206"	""
"r_3522"	"docosanoyl-CoA[c]"	"s302"	"sa1207"	"reactant"	"CDMT00001207"	""
"r_3522"	"docosanoyl-CoA[erm]"	"s725"	"sa1208"	"product"	"CDMT00001208"	""
"r_3523"	"tetracosanoyl-CoA[c]"	"s304"	"sa1209"	"reactant"	"CDMT00001209"	""
"r_3523"	"tetracosanoyl-CoA[erm]"	"s726"	"sa1210"	"product"	"CDMT00001210"	""
"r_3524"	"hexacosanoyl-CoA[c]"	"s306"	"sa1211"	"reactant"	"CDMT00001211"	""
"r_3524"	"hexacosanoyl-CoA[erm]"	"s727"	"sa1212"	"product"	"CDMT00001212"	""
"r_3525"	"H+[c]"	"s6"	"sa1213"	"reactant"	"CDMT00001213"	""
"r_3525"	"H+[erm]"	"s728"	"sa1214"	"product"	"CDMT00001214"	""
"r_3526"	"H2O[c]"	"s3"	"sa1215"	"reactant"	"CDMT00001215"	""
"r_3526"	"H2O[erm]"	"s729"	"sa1216"	"product"	"CDMT00001216"	""
"r_3527"	"carbon dioxide[c]"	"s403"	"sa1217"	"reactant"	"CDMT00001217"	""
"r_3527"	"carbon dioxide[erm]"	"s730"	"sa1218"	"product"	"CDMT00001218"	""
"r_3528"	"coenzyme A[c]"	"s80"	"sa1219"	"reactant"	"CDMT00001219"	""
"r_3528"	"coenzyme A[erm]"	"s731"	"sa1220"	"product"	"CDMT00001220"	""
"r_3529"	"NADPH[c]"	"s617"	"sa1221"	"reactant"	"CDMT00001221"	""
"r_3529"	"NADPH[erm]"	"s732"	"sa1222"	"product"	"CDMT00001222"	""
"r_3530"	"NADP(+)[c]"	"s615"	"sa1223"	"reactant"	"CDMT00001223"	""
"r_3530"	"NADP(+)[erm]"	"s733"	"sa1224"	"product"	"CDMT00001224"	""
"r_3531"	"oxygen[c]"	"s626"	"sa1225"	"reactant"	"CDMT00001225"	""
"r_3531"	"oxygen[erm]"	"s734"	"sa1226"	"product"	"CDMT00001226"	""
"r_3532"	"NADH[c]"	"s735"	"sa1227"	"reactant"	"CDMT00001227"	""
"r_3532"	"NADH[erm]"	"s736"	"sa1228"	"product"	"CDMT00001228"	""
"r_3533"	"NAD[c]"	"s210"	"sa1229"	"reactant"	"CDMT00001229"	""
"r_3533"	"NAD[erm]"	"s737"	"sa1230"	"product"	"CDMT00001230"	""
"r_3534"	"glycerol 3-phosphate[c]"	"s489"	"sa1231"	"reactant"	"CDMT00001231"	""
"r_3534"	"glycerol 3-phosphate[erm]"	"s738"	"sa1232"	"product"	"CDMT00001232"	""
"r_3535"	"dihydroxyacetone phosphate[c]"	"s449"	"sa1233"	"reactant"	"CDMT00001233"	""
"r_3535"	"dihydroxyacetone phosphate[erm]"	"s739"	"sa1234"	"product"	"CDMT00001234"	""
"r_3536"	"diphosphate[c]"	"s450"	"sa1235"	"reactant"	"CDMT00001235"	""
"r_3536"	"diphosphate[erm]"	"s740"	"sa1236"	"product"	"CDMT00001236"	""
"r_3537"	"phosphate[c]"	"s7"	"sa1237"	"reactant"	"CDMT00001237"	""
"r_3537"	"phosphate[erm]"	"s741"	"sa1238"	"product"	"CDMT00001238"	""
"r_3538"	"CTP[c]"	"s83"	"sa1239"	"reactant"	"CDMT00001239"	""
"r_3538"	"CTP[erm]"	"s742"	"sa1240"	"product"	"CDMT00001240"	""
"r_3539"	"CDP[c]"	"s384"	"sa1241"	"reactant"	"CDMT00001241"	""
"r_3539"	"CDP[erm]"	"s743"	"sa1242"	"product"	"CDMT00001242"	""
"r_3540"	"CMP[c]"	"s84"	"sa1243"	"reactant"	"CDMT00001243"	""
"r_3540"	"CMP[erm]"	"s744"	"sa1244"	"product"	"CDMT00001244"	""
"r_3541"	"CDP-ethanolamine[c]"	"s745"	"sa1245"	"reactant"	"CDMT00001245"	""
"r_3541"	"CDP-ethanolamine[erm]"	"s746"	"sa1246"	"product"	"CDMT00001246"	""
"r_3542"	"CDP-choline[c]"	"s747"	"sa1247"	"reactant"	"CDMT00001247"	""
"r_3542"	"CDP-choline[erm]"	"s748"	"sa1248"	"product"	"CDMT00001248"	""
"r_3543"	"ATP[c]"	"s1"	"sa1249"	"reactant"	"CDMT00001249"	""
"r_3543"	"ATP[erm]"	"s749"	"sa1250"	"product"	"CDMT00001250"	""
"r_3544"	"AMP[c]"	"s53"	"sa1251"	"reactant"	"CDMT00001251"	""
"r_3544"	"AMP[erm]"	"s750"	"sa1252"	"product"	"CDMT00001252"	""
"r_3545"	"L-serine[c]"	"s193"	"sa1253"	"reactant"	"CDMT00001253"	""
"r_3545"	"L-serine[erm]"	"s751"	"sa1254"	"product"	"CDMT00001254"	""
"r_3546"	"myo-inositol[c]"	"s140"	"sa1255"	"reactant"	"CDMT00001255"	""
"r_3546"	"myo-inositol[erm]"	"s752"	"sa1256"	"product"	"CDMT00001256"	""
"r_3547"	"S-adenosyl-L-methionine[c]"	"s242"	"sa1257"	"reactant"	"CDMT00001257"	""
"r_3547"	"S-adenosyl-L-methionine[erm]"	"s753"	"sa1258"	"product"	"CDMT00001258"	""
"r_3548"	"S-adenosyl-L-homocysteine[c]"	"s660"	"sa1259"	"reactant"	"CDMT00001259"	""
"r_3548"	"S-adenosyl-L-homocysteine[erm]"	"s754"	"sa1260"	"product"	"CDMT00001260"	""
"r_3549"	"episterol[c]"	"s103"	"sa1261"	"reactant"	"CDMT00001261"	""
"r_3549"	"episterol[erm]"	"s755"	"sa1262"	"product"	"CDMT00001262"	""
"r_3550"	"fecosterol[c]"	"s112"	"sa1263"	"reactant"	"CDMT00001263"	""
"r_3550"	"fecosterol[erm]"	"s756"	"sa1264"	"product"	"CDMT00001264"	""
"r_3551"	"lanosterol[c]"	"s204"	"sa1265"	"reactant"	"CDMT00001265"	""
"r_3551"	"lanosterol[erm]"	"s757"	"sa1266"	"product"	"CDMT00001266"	""
"r_3552"	"ergosterol[c]"	"s105"	"sa1267"	"reactant"	"CDMT00001267"	""
"r_3552"	"ergosterol[erm]"	"s758"	"sa1268"	"product"	"CDMT00001268"	""
"r_3553"	"zymosterol[c]"	"s693"	"sa1269"	"reactant"	"CDMT00001269"	""
"r_3553"	"zymosterol[erm]"	"s759"	"sa1270"	"product"	"CDMT00001270"	""
"r_3554"	"diglyceride (1-16:0, 2-16:1)[c]"	"s760"	"sa1271"	"reactant"	"CDMT00001271"	""
"r_3554"	"diglyceride (1-16:0, 2-16:1)[erm]"	"s761"	"sa1272"	"product"	"CDMT00001272"	""
"r_3555"	"diglyceride (1-16:1, 2-16:1)[c]"	"s762"	"sa1273"	"reactant"	"CDMT00001273"	""
"r_3555"	"diglyceride (1-16:1, 2-16:1)[erm]"	"s763"	"sa1274"	"product"	"CDMT00001274"	""
"r_3556"	"diglyceride (1-18:0, 2-16:1)[c]"	"s764"	"sa1275"	"reactant"	"CDMT00001275"	""
"r_3556"	"diglyceride (1-18:0, 2-16:1)[erm]"	"s765"	"sa1276"	"product"	"CDMT00001276"	""
"r_3557"	"diglyceride (1-18:1, 2-16:1)[c]"	"s766"	"sa1277"	"reactant"	"CDMT00001277"	""
"r_3557"	"diglyceride (1-18:1, 2-16:1)[erm]"	"s767"	"sa1278"	"product"	"CDMT00001278"	""
"r_3558"	"diglyceride (1-16:0, 2-18:1)[c]"	"s768"	"sa1279"	"reactant"	"CDMT00001279"	""
"r_3558"	"diglyceride (1-16:0, 2-18:1)[erm]"	"s769"	"sa1280"	"product"	"CDMT00001280"	""
"r_3559"	"diglyceride (1-16:1, 2-18:1)[c]"	"s770"	"sa1281"	"reactant"	"CDMT00001281"	""
"r_3559"	"diglyceride (1-16:1, 2-18:1)[erm]"	"s771"	"sa1282"	"product"	"CDMT00001282"	""
"r_3560"	"diglyceride (1-18:0, 2-18:1)[c]"	"s772"	"sa1283"	"reactant"	"CDMT00001283"	""
"r_3560"	"diglyceride (1-18:0, 2-18:1)[erm]"	"s773"	"sa1284"	"product"	"CDMT00001284"	""
"r_3561"	"diglyceride (1-18:1, 2-18:1)[c]"	"s774"	"sa1285"	"reactant"	"CDMT00001285"	""
"r_3561"	"diglyceride (1-18:1, 2-18:1)[erm]"	"s775"	"sa1286"	"product"	"CDMT00001286"	""
"r_3562"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[c]"	"s776"	"sa1287"	"reactant"	"CDMT00001287"	""
"r_3562"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm]"	"s777"	"sa1288"	"product"	"CDMT00001288"	""
"r_3563"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[c]"	"s778"	"sa1289"	"reactant"	"CDMT00001289"	""
"r_3563"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm]"	"s779"	"sa1290"	"product"	"CDMT00001290"	""
"r_3564"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[c]"	"s780"	"sa1291"	"reactant"	"CDMT00001291"	""
"r_3564"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm]"	"s781"	"sa1292"	"product"	"CDMT00001292"	""
"r_3565"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[c]"	"s782"	"sa1293"	"reactant"	"CDMT00001293"	""
"r_3565"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm]"	"s783"	"sa1294"	"product"	"CDMT00001294"	""
"r_3566"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[c]"	"s784"	"sa1295"	"reactant"	"CDMT00001295"	""
"r_3566"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]"	"s785"	"sa1296"	"product"	"CDMT00001296"	""
"r_3567"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[c]"	"s786"	"sa1297"	"reactant"	"CDMT00001297"	""
"r_3567"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm]"	"s787"	"sa1298"	"product"	"CDMT00001298"	""
"r_3568"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[c]"	"s788"	"sa1299"	"reactant"	"CDMT00001299"	""
"r_3568"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]"	"s789"	"sa1300"	"product"	"CDMT00001300"	""
"r_3569"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[c]"	"s790"	"sa1301"	"reactant"	"CDMT00001301"	""
"r_3569"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm]"	"s791"	"sa1302"	"product"	"CDMT00001302"	""
"r_3570"	"sn-glycero-3-phosphocholine[erm]"	"s792"	"sa1303"	"reactant"	"CDMT00001303"	""
"r_3570"	"sn-glycero-3-phosphocholine[c]"	"s126"	"sa1304"	"product"	"CDMT00001304"	""
"r_3571"	"palmitate[c]"	"s475"	"sa1305"	"reactant"	"CDMT00001305"	""
"r_3571"	"palmitate[lp]"	"s793"	"sa1306"	"product"	"CDMT00001306"	""
"r_3572"	"palmitoleate[c]"	"s477"	"sa1307"	"reactant"	"CDMT00001307"	""
"r_3572"	"palmitoleate[lp]"	"s794"	"sa1308"	"product"	"CDMT00001308"	""
"r_3573"	"stearate[c]"	"s219"	"sa1309"	"reactant"	"CDMT00001309"	""
"r_3573"	"stearate[lp]"	"s795"	"sa1310"	"product"	"CDMT00001310"	""
"r_3574"	"oleate[c]"	"s706"	"sa1311"	"reactant"	"CDMT00001311"	""
"r_3574"	"oleate[lp]"	"s796"	"sa1312"	"product"	"CDMT00001312"	""
"r_3575"	"lauroyl-CoA[c]"	"s288"	"sa1313"	"reactant"	"CDMT00001313"	""
"r_3575"	"lauroyl-CoA[lp]"	"s797"	"sa1314"	"product"	"CDMT00001314"	""
"r_3576"	"myristoyl-CoA[c]"	"s290"	"sa1315"	"reactant"	"CDMT00001315"	""
"r_3576"	"myristoyl-CoA[lp]"	"s798"	"sa1316"	"product"	"CDMT00001316"	""
"r_3577"	"palmitoyl-CoA[c]"	"s292"	"sa1317"	"reactant"	"CDMT00001317"	""
"r_3577"	"palmitoyl-CoA[lp]"	"s799"	"sa1318"	"product"	"CDMT00001318"	""
"r_3578"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[c]"	"s294"	"sa1319"	"reactant"	"CDMT00001319"	""
"r_3578"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[lp]"	"s800"	"sa1320"	"product"	"CDMT00001320"	""
"r_3579"	"stearoyl-CoA[c]"	"s296"	"sa1321"	"reactant"	"CDMT00001321"	""
"r_3579"	"stearoyl-CoA[lp]"	"s801"	"sa1322"	"product"	"CDMT00001322"	""
"r_3580"	"oleoyl-CoA[c]"	"s298"	"sa1323"	"reactant"	"CDMT00001323"	""
"r_3580"	"oleoyl-CoA[lp]"	"s802"	"sa1324"	"product"	"CDMT00001324"	""
"r_3581"	"glycerol 3-phosphate[c]"	"s489"	"sa1325"	"reactant"	"CDMT00001325"	""
"r_3581"	"glycerol 3-phosphate[lp]"	"s803"	"sa1326"	"product"	"CDMT00001326"	""
"r_3582"	"dihydroxyacetone phosphate[c]"	"s449"	"sa1327"	"reactant"	"CDMT00001327"	""
"r_3582"	"dihydroxyacetone phosphate[lp]"	"s804"	"sa1328"	"product"	"CDMT00001328"	""
"r_3583"	"NADPH[c]"	"s617"	"sa1329"	"reactant"	"CDMT00001329"	""
"r_3583"	"NADPH[lp]"	"s805"	"sa1330"	"product"	"CDMT00001330"	""
"r_3584"	"NADP(+)[c]"	"s615"	"sa1331"	"reactant"	"CDMT00001331"	""
"r_3584"	"NADP(+)[lp]"	"s806"	"sa1332"	"product"	"CDMT00001332"	""
"r_3585"	"ATP[c]"	"s1"	"sa1333"	"reactant"	"CDMT00001333"	""
"r_3585"	"ATP[lp]"	"s807"	"sa1334"	"product"	"CDMT00001334"	""
"r_3586"	"AMP[c]"	"s53"	"sa1335"	"reactant"	"CDMT00001335"	""
"r_3586"	"AMP[lp]"	"s808"	"sa1336"	"product"	"CDMT00001336"	""
"r_3587"	"diphosphate[c]"	"s450"	"sa1337"	"reactant"	"CDMT00001337"	""
"r_3587"	"diphosphate[lp]"	"s809"	"sa1338"	"product"	"CDMT00001338"	""
"r_3588"	"diglyceride (1-16:0, 2-16:1)[c]"	"s760"	"sa1339"	"reactant"	"CDMT00001339"	""
"r_3588"	"diglyceride (1-16:0, 2-16:1)[lp]"	"s810"	"sa1340"	"product"	"CDMT00001340"	""
"r_3589"	"diglyceride (1-16:1, 2-16:1)[c]"	"s762"	"sa1341"	"reactant"	"CDMT00001341"	""
"r_3589"	"diglyceride (1-16:1, 2-16:1)[lp]"	"s811"	"sa1342"	"product"	"CDMT00001342"	""
"r_3590"	"diglyceride (1-18:0, 2-16:1)[c]"	"s764"	"sa1343"	"reactant"	"CDMT00001343"	""
"r_3590"	"diglyceride (1-18:0, 2-16:1)[lp]"	"s812"	"sa1344"	"product"	"CDMT00001344"	""
"r_3591"	"diglyceride (1-18:1, 2-16:1)[c]"	"s766"	"sa1345"	"reactant"	"CDMT00001345"	""
"r_3591"	"diglyceride (1-18:1, 2-16:1)[lp]"	"s813"	"sa1346"	"product"	"CDMT00001346"	""
"r_3592"	"diglyceride (1-16:0, 2-18:1)[c]"	"s768"	"sa1347"	"reactant"	"CDMT00001347"	""
"r_3592"	"diglyceride (1-16:0, 2-18:1)[lp]"	"s814"	"sa1348"	"product"	"CDMT00001348"	""
"r_3593"	"diglyceride (1-16:1, 2-18:1)[c]"	"s770"	"sa1349"	"reactant"	"CDMT00001349"	""
"r_3593"	"diglyceride (1-16:1, 2-18:1)[lp]"	"s815"	"sa1350"	"product"	"CDMT00001350"	""
"r_3594"	"diglyceride (1-18:0, 2-18:1)[c]"	"s772"	"sa1351"	"reactant"	"CDMT00001351"	""
"r_3594"	"diglyceride (1-18:0, 2-18:1)[lp]"	"s816"	"sa1352"	"product"	"CDMT00001352"	""
"r_3595"	"diglyceride (1-18:1, 2-18:1)[c]"	"s774"	"sa1353"	"reactant"	"CDMT00001353"	""
"r_3595"	"diglyceride (1-18:1, 2-18:1)[lp]"	"s817"	"sa1354"	"product"	"CDMT00001354"	""
"r_3596"	"H2O[c]"	"s3"	"sa1355"	"reactant"	"CDMT00001355"	""
"r_3596"	"H2O[lp]"	"s818"	"sa1356"	"product"	"CDMT00001356"	""
"r_3597"	"glycerol[lp]"	"s819"	"sa1357"	"reactant"	"CDMT00001357"	""
"r_3597"	"glycerol[c]"	"s128"	"sa1358"	"product"	"CDMT00001358"	""
"r_3598"	"docosanoyl-CoA[lp]"	"s820"	"sa1359"	"reactant"	"CDMT00001359"	""
"r_3598"	"docosanoyl-CoA[c]"	"s302"	"sa1360"	"product"	"CDMT00001360"	""
"r_3599"	"tetracosanoyl-CoA[lp]"	"s821"	"sa1361"	"reactant"	"CDMT00001361"	""
"r_3599"	"tetracosanoyl-CoA[c]"	"s304"	"sa1362"	"product"	"CDMT00001362"	""
"r_3600"	"hexacosanoyl-CoA[lp]"	"s822"	"sa1363"	"reactant"	"CDMT00001363"	""
"r_3600"	"hexacosanoyl-CoA[c]"	"s306"	"sa1364"	"product"	"CDMT00001364"	""
"r_3601"	"ATP[c]"	"s1"	"sa1365"	"reactant"	"CDMT00001365"	""
"r_3601"	"ATP[ce]"	"s823"	"sa1366"	"product"	"CDMT00001366"	""
"r_3602"	"ADP[c]"	"s4"	"sa1367"	"reactant"	"CDMT00001367"	""
"r_3602"	"ADP[ce]"	"s824"	"sa1368"	"product"	"CDMT00001368"	""
"r_3603"	"H+[c]"	"s6"	"sa1369"	"reactant"	"CDMT00001369"	""
"r_3603"	"H+[ce]"	"s825"	"sa1370"	"product"	"CDMT00001370"	""
"r_3604"	"H2O[c]"	"s3"	"sa1371"	"reactant"	"CDMT00001371"	""
"r_3604"	"H2O[ce]"	"s826"	"sa1372"	"product"	"CDMT00001372"	""
"r_3605"	"phosphate[c]"	"s7"	"sa1373"	"reactant"	"CDMT00001373"	""
"r_3605"	"phosphate[ce]"	"s827"	"sa1374"	"product"	"CDMT00001374"	""
"r_3606"	"sn-glycero-3-phosphocholine[ce]"	"s828"	"sa1375"	"reactant"	"CDMT00001375"	""
"r_3606"	"sn-glycero-3-phosphocholine[c]"	"s126"	"sa1376"	"product"	"CDMT00001376"	""
"r_3607"	"1-(sn-glycero-3-phospho)-1D-myo-inositol[ce]"	"s829"	"sa1377"	"reactant"	"CDMT00001377"	""
"r_3607"	"1-(sn-glycero-3-phospho)-1D-myo-inositol[c]"	"s124"	"sa1378"	"product"	"CDMT00001378"	""
"r_3608"	"palmitate[ce]"	"s830"	"sa1379"	"reactant"	"CDMT00001379"	""
"r_3608"	"palmitate[c]"	"s475"	"sa1380"	"product"	"CDMT00001380"	""
"r_3609"	"palmitoleate[ce]"	"s831"	"sa1381"	"reactant"	"CDMT00001381"	""
"r_3609"	"palmitoleate[c]"	"s477"	"sa1382"	"product"	"CDMT00001382"	""
"r_3610"	"stearate[ce]"	"s832"	"sa1383"	"reactant"	"CDMT00001383"	""
"r_3610"	"stearate[c]"	"s219"	"sa1384"	"product"	"CDMT00001384"	""
"r_3611"	"oleate[ce]"	"s833"	"sa1385"	"reactant"	"CDMT00001385"	""
"r_3611"	"oleate[c]"	"s706"	"sa1386"	"product"	"CDMT00001386"	""
"r_3612"	"icosanoyl-CoA[ce]"	"s834"	"sa1387"	"reactant"	"CDMT00001387"	""
"r_3612"	"icosanoyl-CoA[c]"	"s300"	"sa1388"	"product"	"CDMT00001388"	""
"r_3613"	"docosanoyl-CoA[ce]"	"s835"	"sa1389"	"reactant"	"CDMT00001389"	""
"r_3613"	"docosanoyl-CoA[c]"	"s302"	"sa1390"	"product"	"CDMT00001390"	""
"r_3614"	"tetracosanoyl-CoA[ce]"	"s836"	"sa1391"	"reactant"	"CDMT00001391"	""
"r_3614"	"tetracosanoyl-CoA[c]"	"s304"	"sa1392"	"product"	"CDMT00001392"	""
"r_3615"	"hexacosanoyl-CoA[ce]"	"s837"	"sa1393"	"reactant"	"CDMT00001393"	""
"r_3615"	"hexacosanoyl-CoA[c]"	"s306"	"sa1394"	"product"	"CDMT00001394"	""
"r_3616"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[ce]"	"s838"	"sa1395"	"reactant"	"CDMT00001395"	""
"r_3616"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[c]"	"s839"	"sa1396"	"product"	"CDMT00001396"	""
"r_3617"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[ce]"	"s840"	"sa1397"	"reactant"	"CDMT00001397"	""
"r_3617"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[c]"	"s841"	"sa1398"	"product"	"CDMT00001398"	""
"r_3618"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[ce]"	"s842"	"sa1399"	"reactant"	"CDMT00001399"	""
"r_3618"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[c]"	"s843"	"sa1400"	"product"	"CDMT00001400"	""
"r_3619"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[ce]"	"s844"	"sa1401"	"reactant"	"CDMT00001401"	""
"r_3619"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[c]"	"s845"	"sa1402"	"product"	"CDMT00001402"	""
"r_3620"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce]"	"s846"	"sa1403"	"reactant"	"CDMT00001403"	""
"r_3620"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[c]"	"s847"	"sa1404"	"product"	"CDMT00001404"	""
"r_3621"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[ce]"	"s848"	"sa1405"	"reactant"	"CDMT00001405"	""
"r_3621"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[c]"	"s849"	"sa1406"	"product"	"CDMT00001406"	""
"r_3622"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce]"	"s850"	"sa1407"	"reactant"	"CDMT00001407"	""
"r_3622"	"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[c]"	"s851"	"sa1408"	"product"	"CDMT00001408"	""
