"query"	"ko"	"orginal_s288c"
"502-maker-44-ARV_6"	""	NA
"503-maker-4866-BCP_8"	""	NA
"504-maker-4896-BLT_2"	""	NA
"505-maker-5061-CCS_1"	""	NA
"506-maker-5092-CGI_4"	""	NA
"507-maker-520-ADN_4"	""	NA
"508-maker-5276-BPV_4"	""	NA
"509-maker-5314-AAQ_3"	""	NA
"510-maker-5430-CDT_2"	"K12771"	"YDR523C"
"511-maker-5486-AQA_4"	"K11768"	"YMR033W"
"512-maker-5547-BBE_6"	""	NA
"513-maker-5943-ACI_7"	""	NA
"514-maker-5995-BBR_3"	""	NA
"515-maker-6239-GAT"	""	NA
"516-maker-6413-CDN_4"	""	NA
"517-maker-6533-ADE_2"	""	NA
"518-maker-6650-CPA_4"	""	NA
"519-maker-6662-CPA_4"	""	NA
"520-maker-6686-CAD_4"	""	NA
"521-maker-677-YCN"	""	NA
"522-maker-7605-CPQ_4"	"K19476"	"YNL265C"
"523-maker-7978-AMM_4"	""	NA
"524-maker-813-CAS_1_AC1LP.IND6"	""	NA
"525-maker-8310-CCT_2"	""	NA
"526-maker-837-YDL"	""	NA
"527-maker-8487-AQD_4"	""	NA
"528-maker-861-BGT_2"	""	NA
"529-maker-8850-CQS_4"	""	NA
"530-maker-8850-CQS_4"	""	NA
"531-maker-904-BDN_5"	""	NA
"532-maker-934-BDN_5"	""	NA
"533-maker-947-AFD_4"	""	NA
"534-maker-963-AFD_4"	""	NA
"535-maker-969-AFD_4"	""	NA
"536-maker-970-AFD_4"	""	NA
"537-maker-9712-ASM_8"	""	NA
"538-maker-988-AFD_4"	""	NA
"539-maker-9892-CPR_4"	""	NA
"540-maker-9894-CPR_4"	""	NA
"541-maker-9901-CPR_4"	""	NA
"542-maker-9908-CPR_4"	"K17783"	"YGR029W"
"543-maker-9909-CPR_4"	""	NA
"544-maker-9974-YCF"	""	NA
"558-snap_masked-10193-AMH_5"	""	NA
"559-snap_masked-10743-CDF_1"	""	NA
"560-snap_masked-10934-AEN_3"	""	NA
"561-snap_masked-11086-BAF_6"	"K22399"	NA
"562-snap_masked-1121-BNL_4"	""	NA
"563-snap_masked-11216-CPN_4"	"K06664"	"YJL210W"
"564-snap_masked-11538-CPG_1"	"K11099"	"YFL017W-A"
"565-snap_masked-11590-BAL_7"	""	NA
"566-snap_masked-11626-ASB_2"	""	NA
"567-snap_masked-1163-YCM"	""	NA
"568-snap_masked-11855-BEF_7"	""	NA
"569-snap_masked-11951-BDM_5"	""	NA
"570-snap_masked-1208-YCM"	""	NA
"571-snap_masked-12121-AFL_5"	""	NA
"572-snap_masked-12142-CPK_4"	""	NA
"573-snap_masked-1220-ANM_2"	""	NA
"574-snap_masked-12218-ALI_5"	""	NA
"575-snap_masked-125-YCE"	""	NA
"576-snap_masked-136-YCE"	""	NA
"577-snap_masked-1450-AAT_3"	""	NA
"578-snap_masked-1455-AAT_3"	""	NA
"579-snap_masked-1627-CLR_4"	""	NA
"580-snap_masked-1649-AIE_1"	""	NA
"581-snap_masked-1653-AIE_1"	""	NA
"582-snap_masked-1665-AIE_1"	""	NA
"583-snap_masked-1698-AIE_1"	""	NA
"584-snap_masked-1700-AIE_1"	""	NA
"585-snap_masked-1700-AIE_1"	""	NA
"586-snap_masked-1768-ATP_4"	""	NA
"587-snap_masked-1768-ATP_4"	""	NA
"588-snap_masked-1963-YCU"	""	NA
"589-snap_masked-1989-AID_2"	""	NA
"590-snap_masked-207-BFM_3"	""	NA
"591-snap_masked-217-BFM_3"	""	NA
"592-snap_masked-2208-ABD_5"	""	NA
"593-snap_masked-2218-BDE_8"	""	NA
"594-snap_masked-2218-BDE_8"	""	NA
"595-snap_masked-2218-BDE_8"	""	NA
"596-snap_masked-2357-ARB_2"	""	NA
"597-snap_masked-2392-BTV_5"	""	NA
"598-snap_masked-277-BFM_3"	""	NA
"599-snap_masked-2798-CPI_4"	""	NA
"600-snap_masked-280-BFM_3"	""	NA
"601-snap_masked-2806-CPI_4"	""	NA
"602-snap_masked-2816-CPI_4"	""	NA
"603-snap_masked-2823-CPI_4"	""	NA
"604-snap_masked-2838-CPI_4"	""	NA
"605-snap_masked-2844-CPI_4"	""	NA
"606-snap_masked-2851-CPI_4"	""	NA
"607-snap_masked-2959-AEE_3"	""	NA
"608-snap_masked-2960-AEE_3"	""	NA
"609-snap_masked-297-ALB_3"	""	NA
"610-snap_masked-2999-BGP_1"	""	NA
"611-snap_masked-3001-BGP_1"	""	NA
"612-snap_masked-3053-YCS"	""	NA
"613-snap_masked-3084-AHL_3"	""	NA
"614-snap_masked-3088-AHL_3"	""	NA
"615-snap_masked-3161-AGR_2"	""	NA
"616-snap_masked-3224-CEH_4"	""	NA
"617-snap_masked-3299-BHG_2"	""	NA
"618-snap_masked-3423-YAX"	""	NA
"619-snap_masked-348-ALB_3"	""	NA
"620-snap_masked-349-ALB_3"	""	NA
"621-snap_masked-3624-CNG_4"	""	NA
"622-snap_masked-3685-BTA_5"	""	NA
"623-snap_masked-3817-CBB_4"	""	NA
"624-snap_masked-3893-ATH_3"	""	NA
"625-snap_masked-3893-ATH_3"	"K07250"	NA
"626-snap_masked-3911-CCQ_1"	""	NA
"627-snap_masked-4168-BEK_7"	""	NA
"628-snap_masked-4220-BCN_8"	""	NA
"629-snap_masked-4255-BCN_8"	""	NA
"630-snap_masked-4255-BCN_8"	""	NA
"631-snap_masked-4255-BCN_8"	""	NA
"632-snap_masked-4255-BCN_8"	""	NA
"633-snap_masked-4265-BCN_8"	""	NA
"634-snap_masked-429-CHR_4"	""	NA
"635-snap_masked-4313-BND_3"	""	NA
"636-snap_masked-4463-APH_4"	""	NA
"637-snap_masked-4547-CCV_1"	""	NA
"638-snap_masked-477-AFG_4"	""	NA
"639-snap_masked-4776-BCQ_8"	""	NA
"640-snap_masked-4777-BCQ_8"	""	NA
"641-snap_masked-4866-BCP_8"	""	NA
"642-snap_masked-4866-BCP_8"	""	NA
"643-snap_masked-4876-BCP_8"	""	NA
"644-snap_masked-4896-BLT_2"	""	NA
"645-snap_masked-4896-BLT_2"	""	NA
"646-snap_masked-4896-BLT_2"	""	NA
"647-snap_masked-5060-CCS_1"	""	NA
"648-snap_masked-5063-CCS_1"	""	NA
"649-snap_masked-5079-CKG_4"	""	NA
"650-snap_masked-516-ADN_4"	""	NA
"651-snap_masked-5418-YCY"	""	NA
"652-snap_masked-5425-CDT_2"	""	NA
"653-snap_masked-548-ADN_4"	""	NA
"654-snap_masked-5487-AQA_4"	""	NA
"655-snap_masked-5495-AQA_4"	"K09648"	"YMR035W"
"656-snap_masked-5627-CKN_4"	""	NA
"657-snap_masked-5766-AVQ_5"	""	NA
"658-snap_masked-6122-CDL_3"	""	NA
"659-snap_masked-630-CHM_4"	""	NA
"660-snap_masked-6350-BAN_7"	""	NA
"661-snap_masked-6415-CDN_4"	""	NA
"662-snap_masked-643-BBP_3"	""	NA
"663-snap_masked-6649-CPA_4"	""	NA
"664-snap_masked-6650-CPA_4"	""	NA
"665-snap_masked-6650-CPA_4"	""	NA
"666-snap_masked-6650-CPA_4"	""	NA
"667-snap_masked-6650-CPA_4"	""	NA
"668-snap_masked-6875-YCR"	""	NA
"669-snap_masked-6882-YCR"	""	NA
"670-snap_masked-6915-AFK_5"	""	NA
"671-snap_masked-7012-CFC_2"	"K21849"	"YFR042W"
"672-snap_masked-7012-CFC_2"	"K15271"	"YGL251C"
"674-snap_masked-7473-CCL_1"	""	NA
"675-snap_masked-749-BKQ_2"	""	NA
"676-snap_masked-7558-ACQ_8"	""	NA
"677-snap_masked-7593-CPQ_4"	""	NA
"678-snap_masked-7599-CPQ_4"	""	NA
"679-snap_masked-7614-CPQ_4"	"K11774"	"YDR073W"
"680-snap_masked-7627-AVS_5"	""	NA
"681-snap_masked-779-BSG_4"	""	NA
"682-snap_masked-779-BSG_4"	""	NA
"683-snap_masked-829-YDL"	""	NA
"684-snap_masked-859-BGT_2"	""	NA
"685-snap_masked-8851-CQS_4"	""	NA
"686-snap_masked-8883-BQB_4"	""	NA
"687-snap_masked-9062-CEI_2"	""	NA
"688-snap_masked-9264-AVR_6"	""	NA
"689-snap_masked-9462-CCR_1"	""	NA
"690-snap_masked-963-AFD_4"	""	NA
"691-snap_masked-9702-ASM_8"	""	NA
"692-snap_masked-971-AFD_4"	""	NA
"693-snap_masked-9884-CPR_4"	""	NA
"694-snap_masked-9885-CPR_4"	""	NA
"695-snap_masked-9891-CPR_4"	""	NA
"696-snap_masked-9892-CPR_4"	"K03364"	"YGL003C"
"697-snap_masked-9894-CPR_4"	""	NA
"698-snap_masked-9901-CPR_4"	""	NA
"699-snap_masked-9902-CPR_4"	"K13237"	"YNL202W"
"700-snap_masked-9906-CPR_4"	""	NA
"701-snap_masked-9909-CPR_4"	""	NA
"702-snap_masked-991-AFD_4"	""	NA
"703-augustus_masked-CFC_2-43056"	"K18551"	"YGL224C"
"704-augustus_masked-CFC_2-43056"	""	NA
"705-augustus_masked-CFC_2-43056"	"K11369"	"YGL252C"
"706-augustus_masked-CFC_2-43056"	"K03031"	"YFR052W"
"707-augustus_masked-CFC_2-43056"	"K09184"	"YFL021W;YER040W;YKR034W;YJL110C"
"708-augustus_masked-CFC_2-43056"	"K15356"	"YER039C;YGL225W"
"709-augustus_masked-CFC_2-43056"	""	NA
"710-augustus_masked-CFC_2-43056"	"K06963"	"YGL232W"
"711-augustus_masked-CFC_2-43056"	"K15339"	"YER041W"
"712-augustus_masked-CFC_2-43056"	"K18423"	"YGL238W"
"713-augustus_masked-CFC_2-43056"	"K15440"	"YGL243W"
"714-augustus_masked-CFC_2-43056"	"K01885"	"YOL033W;YGL245W"
"715-augustus_masked-CFC_2-43056"	""	NA
"716-augustus_masked-CFC_2-43056"	"K01120"	"YOR360C;YGL248W"
"717-augustus_masked-CFC_2-43056"	"K02736"	"YFR050C"
"718-augustus_masked-CFC_2-43056"	"K20471"	"YFR051C"
"719-augustus_masked-CFC_2-43056"	"K00844"	"YGL253W;YFR053C;YCL040W;YDR516C;YLR446W"
"720-augustus_masked-CFC_2-43056"	""	NA
"721-augustus_masked-CFC_2-43056"	""	NA
"722-augustus_masked-CFC_2-43056"	""	NA
"723-augustus_masked-CFC_2-43056"	""	NA
"724-augustus_masked-CFC_2-43056"	"K03495"	"YGL236C"
"725-augustus_masked-CPQ_4-15294"	"K06630"	"YER177W;YDR099W"
"726-augustus_masked-CPQ_4-15294"	"K08737"	"YDR097C"
"727-augustus_masked-CPQ_4-15294"	""	NA
"728-augustus_masked-CPK_4-16846"	""	NA
"729-augustus_masked-ACD_7-5647"	"K21989"	"YOL084W;YLL005C;YLR241W;YMR266W"
"730-augustus_masked-CPN_4-15569"	""	NA
"731-augustus_masked-CPI_4-15898"	"K15728"	"YMR165C"
"732-augustus_masked-CPI_4-15898"	""	NA
"733-augustus_masked-CPK_4-16846"	"K09493"	"YDR212W"
"734-augustus_masked-AIE_1-5050"	""	NA
"735-augustus_masked-AIE_1-5050"	"K01887"	"YHR091C;YDR341C"
"736-augustus_masked-AIE_1-5050"	"K14566"	"YDR339C"
"737-augustus_masked-AIE_1-5050"	"K03327"	"YHR032W;YDR338C"
"738-augustus_masked-AIE_1-5050"	"K02956"	"YDR337W"
"739-augustus_masked-AIE_1-5050"	""	NA
"740-augustus_masked-AIE_1-5050"	"K14289"	"YDR335W"
"741-augustus_masked-CCH_4-6757"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"742-augustus_masked-YBR-7232"	""	NA
"743-augustus_masked-AQA_4-7171"	"K11547"	"YIL144W"
"744-augustus_masked-CPR_4-17586"	""	NA
"745-augustus_masked-YBR-7232"	"K00262"	"YOR375C;YAL062W"
"746-augustus_masked-YBR-7232"	""	NA
"747-augustus_masked-CQS_4-6447"	"K00693"	"YLR258W;YFR015C"
"748-augustus_masked-CDN_4-6227"	""	NA
"749-augustus_masked-YDM-5142"	"K12388"	NA
"750-augustus_masked-YDM-5142"	""	NA
"751-augustus_masked-BMB_1-4633"	""	NA
"752-augustus_masked-BKC_1-8603"	""	NA
"753-augustus_masked-ABL_5-4898"	""	NA
"754-augustus_masked-AHM_1-7103"	""	NA
"755-augustus_masked-AHM_1-7103"	"K08139"	"YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W;YDL138W;YDL194W"
"756-augustus_masked-AHM_1-7103"	"K08139"	"YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W;YDL138W;YDL194W"
"757-augustus_masked-AHM_1-7103"	"K14007"	"YIL109C;YHR098C;YNL049C"
"758-augustus_masked-CPN_4-15699"	""	NA
"759-augustus_masked-CPN_4-15699"	"K01694"	"YGL026C"
"760-augustus_masked-CPN_4-15699"	""	NA
"761-augustus_masked-CPN_4-15699"	"K16315"	"YBL009W"
"762-augustus_masked-CPN_4-15699"	"K07151"	"YGL022W"
"763-augustus_masked-CDT_2-5331"	"K11662"	"YLR085C"
"764-augustus_masked-CDT_2-5331"	""	NA
"765-augustus_masked-CDT_2-5331"	"K17086"	"YDR107C;YLR083C;YER113C"
"766-augustus_masked-CDT_2-5331"	""	NA
"767-augustus_masked-CDT_2-5331"	"K10080"	"YLR080W;YFL048C"
"768-augustus_masked-CAR_3-5886"	""	NA
"769-augustus_masked-BVF_5-14262"	""	NA
"770-augustus_masked-AKG_3-6639"	""	NA
"771-augustus_masked-AKG_3-6639"	""	NA
"772-augustus_masked-AHA_2-9651"	""	NA
"773-augustus_masked-CPB_4_C4VAEACXX.IND41b-15669"	""	NA
"774-augustus_masked-ANS_2-7107"	""	NA
"775-augustus_masked-CEM_2-7330"	""	NA
"776-augustus_masked-CIH_2-20570"	""	NA
"778-augustus_masked-CPQ_4-15250"	"K01046"	"YDR058C"
"779-augustus_masked-CPQ_4-15250"	""	NA
"780-augustus_masked-CPQ_4-15250"	"K00654"	"YDR062W;YMR296C"
"781-augustus_masked-BBM_6-7237"	""	NA
"782-augustus_masked-BBM_6-7237"	""	NA
"783-augustus_masked-BBM_6-7237"	""	NA
"784-augustus_masked-CPM_4-14712"	"K03327"	"YHR032W;YDR338C"
"785-augustus_masked-CDT_2-5309"	"K00045"	"YEL070W;YNR073C"
"786-augustus_masked-AQA_4-7230"	"K00693"	"YLR258W;YFR015C"
"787-augustus_masked-YCM-7981"	""	NA
"788-augustus_masked-YCM-7981"	""	NA
"789-augustus_masked-CPM_4-14662"	"K10878"	"YHL022C"
"790-augustus_masked-AMH_5-6637"	""	NA
"791-augustus_masked-AMH_5-6637"	""	NA
"792-augustus_masked-AVB_8-8054"	"K08956"	"YMR089C;YER017C"
"793-augustus_masked-CPI_4-15676"	"K04409"	"YHL007C"
"794-augustus_masked-CPA_4-16604"	""	NA
"795-augustus_masked-YAE-4456"	""	NA
"796-augustus_masked-YAE-4456"	"K02309"	"YDR052C"
"797-augustus_masked-YAE-4456"	"K02207"	"YDR054C"
"798-augustus_masked-ALI_5-14966"	""	NA
"799-augustus_masked-AQD_4-6774"	"K00128"	"YOR374W;YPL061W;YER073W;YMR110C"
"800-augustus_masked-BAL_7-7460"	"K01934"	"YER183C"
"801-augustus_masked-BAL_7-7460"	""	NA
"802-augustus_masked-CPA_4-16362"	"K22696"	NA
"803-augustus_masked-ATQ_7-5187"	""	NA
"804-augustus_masked-ATQ_7-5187"	"K12614"	"YDL160C"
"805-augustus_masked-ATQ_7-5187"	"K10747"	"YDL164C"
"806-augustus_masked-ATQ_7-5187"	"K18532"	"YDL166C"
"807-augustus_masked-ATQ_7-5187"	""	NA
"808-augustus_masked-ATQ_7-5187"	"K12471"	"YLR206W;YDL161W;YJR125C"
"809-augustus_masked-ATQ_7-5187"	"K12605"	"YDL165W"
"810-augustus_masked-CQS_4-6444"	""	NA
"811-augustus_masked-BTV_5-19680"	""	NA
"812-augustus_masked-ABM_5-4619"	"K09074"	"YOR344C"
"813-augustus_masked-ABM_5-4619"	""	NA
"814-augustus_masked-ABM_5-4619"	"K02999"	"YOR341W"
"815-augustus_masked-CPR_4-17880"	"K07179"	"YNL207W"
"816-augustus_masked-CPR_4-17880"	"K17491"	"YNL201C"
"817-augustus_masked-CPR_4-17880"	"K21671"	"YNL199C"
"818-augustus_masked-CPR_4-17880"	""	NA
"819-augustus_masked-CPR_4-17880"	"K14829"	"YNL182C"
"820-augustus_masked-CPR_4-17880"	"K07975"	"YIL118W;YKR055W;YNL090W;YNL180C"
"821-augustus_masked-CPR_4-17880"	""	NA
"822-augustus_masked-CPR_4-17880"	"K18802"	"YNL191W"
"823-augustus_masked-CPR_4-17880"	""	NA
"824-augustus_masked-CPR_4-17880"	"K11873"	"YNL186W"
"825-augustus_masked-YCL-7822"	""	NA
"826-augustus_masked-YCL-7822"	"K11361"	"YOL148C"
"827-augustus_masked-YCL-7822"	"K10734"	"YOL146W"
"828-augustus_masked-YCL-7822"	"K12612"	"YOL149W"
"829-augustus_masked-YCL-7822"	"K17741"	"YOL151W"
"830-augustus_masked-BBM_6-7257"	""	NA
"831-augustus_masked-BBM_6-7257"	""	NA
"832-augustus_masked-BBM_6-7257"	""	NA
"833-augustus_masked-CCH_4-6793"	""	NA
"834-augustus_masked-CPL_4-15597"	"K03254"	"YBR079C"
"835-augustus_masked-CPL_4-15597"	""	NA
"836-augustus_masked-YCH-6499"	""	NA
"837-augustus_masked-AMA_5-10173"	""	NA
"839-augustus_masked-BDM_5-23191"	""	NA
"840-augustus_masked-CPM_4-14459"	""	NA
"841-augustus_masked-BBM_6-7255"	""	NA
"842-augustus_masked-BBM_6-7255"	"K14679"	"YJL087C"
"843-augustus_masked-BBM_6-7255"	"K03507"	"YJL090C"
"844-augustus_masked-BBM_6-7255"	"K07195"	"YJL085W"
"845-augustus_masked-BBM_6-7255"	"K00611"	"YJL088W"
"846-augustus_masked-BBM_6-7255"	""	NA
"847-augustus_masked-YCI-6005"	""	NA
"848-augustus_masked-CCQ_1-5470"	""	NA
"849-augustus_masked-CCQ_1-5470"	""	NA
"850-augustus_masked-YDE-5670"	""	NA
"851-augustus_masked-CGD_5-5430"	"K03145"	"YGL043W"
"852-augustus_masked-CGD_5-5430"	""	NA
"853-augustus_masked-CGD_5-5430"	""	NA
"854-augustus_masked-CGD_5-5430"	"K05528"	"YGL038C"
"855-augustus_masked-CGD_5-5430"	"K01440"	"YGL037C"
"856-augustus_masked-CPA_4-16966"	""	NA
"857-augustus_masked-BBG_6-26461"	""	NA
"858-augustus_masked-CPN_4-15612"	""	NA
"859-augustus_masked-CPN_4-15612"	""	NA
"860-augustus_masked-CPN_4-15612"	"K00275"	"YBR035C"
"861-augustus_masked-CPN_4-15612"	""	NA
"862-augustus_masked-CPN_4-15612"	""	NA
"863-augustus_masked-CPN_4-15612"	"K11887"	"YGL004C"
"864-augustus_masked-CPN_4-15612"	"K07748"	"YGL001C"
"865-augustus_masked-CPN_4-15612"	"K03139"	"YGR005C"
"866-augustus_masked-CPN_4-15612"	""	NA
"867-augustus_masked-CPN_4-15612"	"K19950"	"YGR009C"
"868-augustus_masked-CPN_4-15612"	""	NA
"869-augustus_masked-CPN_4-15612"	""	NA
"870-augustus_masked-CPN_4-15612"	"K01738"	"YGR012W"
"871-augustus_masked-CPN_4-15612"	"K19849"	"YGR014W"
"872-augustus_masked-CGE_5-5752"	""	NA
"873-augustus_masked-YCC-11519"	""	NA
"874-augustus_masked-YCC-11519"	"K01078"	"YHR215W;YBR092C;YDL024C;YBR093C;YAR071W"
"875-augustus_masked-YCC-11519"	""	NA
"876-augustus_masked-YCC-11519"	"K00833"	"YNR058W"
"877-augustus_masked-YCC-11519"	"K03325"	"YPR201W"
"878-augustus_masked-AVB_8-7811"	"K19799"	"YER169W"
"879-augustus_masked-AVB_8-7811"	"K10844"	"YER171W"
"880-augustus_masked-AVB_8-7811"	"K00974"	"YER168C"
"881-augustus_masked-AVB_8-7811"	""	NA
"882-augustus_masked-YDG-6444"	""	NA
"883-augustus_masked-AVB_8-7764"	"K03349"	"YLR127C"
"884-augustus_masked-AVB_8-7764"	""	NA
"885-augustus_masked-AVB_8-7764"	""	NA
"886-augustus_masked-AVB_8-7764"	""	NA
"887-augustus_masked-CGL_4-10494"	""	NA
"888-augustus_masked-AVB_8-8057"	""	NA
"889-augustus_masked-CPM_4-14876"	"K19801"	"YNL267W"
"890-augustus_masked-CPM_4-14876"	""	NA
"891-augustus_masked-CPM_4-14876"	"K20362"	"YNL263C"
"892-augustus_masked-AIE_1-5069"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"893-augustus_masked-AIE_1-5069"	""	NA
"894-augustus_masked-AIE_1-5069"	""	NA
"895-augustus_masked-AIE_1-5069"	"K01409"	"YDL104C;YKR038C"
"896-augustus_masked-AIE_1-5069"	"K22315"	NA
"897-augustus_masked-ABD_5-6706"	""	NA
"898-augustus_masked-CPN_4-15085"	""	NA
"899-augustus_masked-CPN_4-15085"	""	NA
"900-augustus_masked-CPN_4-15553"	""	NA
"901-augustus_masked-CPN_4-15553"	"K01785"	"YBR019C"
"902-augustus_masked-BIL_3-4712"	""	NA
"903-augustus_masked-BIL_3-4712"	""	NA
"904-augustus_masked-BIL_3-4712"	""	NA
"905-augustus_masked-BIL_3-4712"	""	NA
"906-augustus_masked-BIL_3-4712"	""	NA
"907-augustus_masked-BAI_7-6404"	""	NA
"908-augustus_masked-ABL_5-5136"	""	NA
"909-augustus_masked-AHL_3-7778"	""	NA
"910-augustus_masked-YDM-5301"	""	NA
"911-augustus_masked-CPN_4-15139"	""	NA
"912-augustus_masked-CET_4-8395"	""	NA
"913-augustus_masked-CET_4-8395"	"K01689"	"YMR323W;YGR254W;YHR174W;YOR393W;YPL281C"
"914-augustus_masked-BDM_5-23167"	""	NA
"915-augustus_masked-AQA_4-7308"	""	NA
"916-augustus_masked-AMM_4-6587"	""	NA
"917-augustus_masked-BPP_4-5588"	""	NA
"918-augustus_masked-AHL_3-7762"	""	NA
"919-augustus_masked-AHL_3-7762"	""	NA
"920-augustus_masked-AHL_3-7762"	""	NA
"921-augustus_masked-AHL_3-7762"	"K11888"	"YIR011C"
"922-augustus_masked-AHL_3-7762"	""	NA
"923-augustus_masked-AHL_3-7762"	""	NA
"924-augustus_masked-AQD_4-6879"	"K06636"	"YFL008W"
"925-augustus_masked-AHM_1-7114"	""	NA
"926-augustus_masked-AHM_1-7114"	""	NA
"927-augustus_masked-AHM_1-7114"	"K04564"	"YHR008C;YDR347W;YJR101W"
"928-augustus_masked-YDM-5008"	""	NA
"929-augustus_masked-YDM-5008"	""	NA
"930-augustus_masked-ADV_4-6333"	""	NA
"931-augustus_masked-CQS_4-6447"	""	NA
"932-augustus_masked-BAP_7-7168"	"K01253"	NA
"933-augustus_masked-CCL_1-7511"	"K09206"	NA
"934-augustus_masked-BAL_7-7123"	""	NA
"935-augustus_masked-BAL_7-7123"	""	NA
"936-augustus_masked-AVB_8-7811"	"K10838"	"YER162C"
"937-augustus_masked-AHM_1-7082"	"K03441"	"YFL054C;YLL043W"
"938-augustus_masked-AHM_1-7082"	""	NA
"939-augustus_masked-AQD_4-6616"	"K21989"	"YOL084W;YLL005C;YLR241W;YMR266W"
"940-augustus_masked-BDG_5-19334"	"K01526"	"YEL042W"
"941-augustus_masked-BDG_5-19334"	"K17741"	"YOL151W"
"942-augustus_masked-BDG_5-19334"	"K00799"	"YIR038C;YNL229C"
"943-augustus_masked-BDG_5-19334"	""	NA
"944-augustus_masked-BDG_5-19334"	""	NA
"945-augustus_masked-BDG_5-19334"	"K07119"	"YML131W"
"946-augustus_masked-BDG_5-19334"	"K03441"	"YFL054C;YLL043W"
"947-augustus_masked-BDM_5-23055"	""	NA
"948-augustus_masked-AID_2-6456"	""	NA
"949-augustus_masked-AID_2-6456"	""	NA
"950-augustus_masked-AID_2-6456"	""	NA
"951-augustus_masked-AQH_2-38595"	""	NA
"952-augustus_masked-APG_4-6739"	""	NA
"953-augustus_masked-YDG-6389"	""	NA
"954-augustus_masked-AID_2-6449"	"K06276"	"YDR466W;YDR490C;YOL100W"
"955-augustus_masked-AID_2-6449"	""	NA
"956-augustus_masked-AID_2-6449"	"K01867"	"YDR268W;YOL097C"
"957-augustus_masked-CGE_5-5798"	"K10969"	"YIL014W"
"958-augustus_masked-CGE_5-5798"	"K03564"	"YIL010W"
"959-augustus_masked-ABM_5-4457"	""	NA
"960-augustus_masked-ABM_5-4457"	"K00417"	"YDR529C"
"961-augustus_masked-ABM_5-4457"	"K00988"	"YDR530C;YCL050C"
"962-augustus_masked-ABM_5-4457"	"K22211"	NA
"963-augustus_masked-ABM_5-4457"	""	NA
"964-augustus_masked-ABM_5-4457"	"K20826"	"YDR527W"
"965-augustus_masked-ABM_5-4457"	""	NA
"966-augustus_masked-CPS_4-19273"	""	NA
"967-augustus_masked-BBM_6-7211"	"K17795"	"YJL143W"
"968-augustus_masked-BBM_6-7211"	""	NA
"969-augustus_masked-BBM_6-7237"	""	NA
"970-augustus_masked-BDP_5-11433"	""	NA
"971-augustus_masked-BBM_6-6977"	"K12471"	"YLR206W;YDL161W;YJR125C"
"972-augustus_masked-BBM_6-6977"	""	NA
"973-augustus_masked-YBR-7258"	""	NA
"974-augustus_masked-YBR-7258"	"K19983"	"YER008C"
"975-augustus_masked-YBR-7258"	""	NA
"976-augustus_masked-ABL_5-5194"	""	NA
"977-augustus_masked-BGM_1-17021"	""	NA
"978-augustus_masked-BCD_8-12448"	""	NA
"979-augustus_masked-BCD_8-12448"	""	NA
"980-augustus_masked-BCD_8-12448"	""	NA
"981-augustus_masked-BCD_8-12448"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"982-augustus_masked-BCD_8-12448"	""	NA
"983-augustus_masked-BCD_8-12448"	"K14709"	"YLR130C;YGL255W"
"984-augustus_masked-CPA_4-16622"	""	NA
"985-augustus_masked-BBT_3-41436"	""	NA
"986-augustus_masked-ASB_2-40154"	""	NA
"987-augustus_masked-YBT-11417"	""	NA
"988-augustus_masked-CPR_4-17842"	"K18738"	"YBL032W;YBR233W"
"989-augustus_masked-BQN_4-5641"	"K08139"	"YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W;YDL138W;YDL194W"
"990-augustus_masked-BQN_4-5641"	"K07513"	"YIL160C"
"991-augustus_masked-BQN_4-5641"	""	NA
"992-augustus_masked-ABM_5-4637"	"K20368"	"YBR210W;YGL054C"
"993-augustus_masked-AIE_1-5046"	""	NA
"994-augustus_masked-AIE_1-5046"	""	NA
"995-augustus_masked-AIE_1-5046"	""	NA
"996-augustus_masked-AIE_1-5046"	"K14864"	"YBR061C"
"997-augustus_masked-AIE_1-5046"	""	NA
"998-augustus_masked-BBM_6-7272"	"K04564"	"YHR008C;YDR347W;YJR101W"
"999-augustus_masked-CGE_5-5812"	""	NA
"1000-augustus_masked-CGE_5-5812"	"K14674"	"YKR089C"
"1001-augustus_masked-CGE_5-5812"	""	NA
"1002-augustus_masked-CGE_5-5812"	"K12413"	"YOR083W"
