"id"	"species"	"name"	"x"	"y"	"rxnID"	"type"	"MetaID"
"sa1124"	"s676"	"tryptophol[m]"	""	""	"r_2085"	"product"	"CDMT00001124"
"sa1125"	"s199"	"L-tyrosine[c]"	""	""	"r_2086"	"reactant"	"CDMT00001125"
"sa1126"	"s677"	"L-tyrosine[m]"	""	""	"r_2086"	"product"	"CDMT00001126"
"sa1127"	"s199"	"L-tyrosine[c]"	""	""	"r_2087"	"reactant"	"CDMT00001127"
"sa1128"	"s678"	"L-tyrosine[p]"	""	""	"r_2087"	"product"	"CDMT00001128"
"sa1129"	"s280"	"UMP[c]"	""	""	"r_2089"	"reactant"	"CDMT00001129"
"sa1130"	"s679"	"UMP[n]"	""	""	"r_2089"	"product"	"CDMT00001130"
"sa1131"	"s202"	"L-valine[c]"	""	""	"r_2093"	"reactant"	"CDMT00001131"
"sa1132"	"s680"	"L-valine[m]"	""	""	"r_2093"	"product"	"CDMT00001132"
"sa1133"	"s3"	"H2O[c]"	""	""	"r_2094"	"reactant"	"CDMT00001133"
"sa1134"	"s681"	"H2O[er]"	""	""	"r_2094"	"product"	"CDMT00001134"
"sa1135"	"s3"	"H2O[c]"	""	""	"r_2095"	"reactant"	"CDMT00001135"
"sa1136"	"s682"	"H2O[g]"	""	""	"r_2095"	"product"	"CDMT00001136"
"sa1137"	"s3"	"H2O[c]"	""	""	"r_2096"	"reactant"	"CDMT00001137"
"sa1138"	"s683"	"H2O[m]"	""	""	"r_2096"	"product"	"CDMT00001138"
"sa1139"	"s3"	"H2O[c]"	""	""	"r_2097"	"reactant"	"CDMT00001139"
"sa1140"	"s684"	"H2O[n]"	""	""	"r_2097"	"product"	"CDMT00001140"
"sa1141"	"s3"	"H2O[c]"	""	""	"r_2098"	"reactant"	"CDMT00001141"
"sa1142"	"s685"	"H2O[p]"	""	""	"r_2098"	"product"	"CDMT00001142"
"sa1143"	"s3"	"H2O[c]"	""	""	"r_2099"	"reactant"	"CDMT00001143"
"sa1144"	"s686"	"H2O[v]"	""	""	"r_2099"	"product"	"CDMT00001144"
"sa1145"	"s687"	"9H-xanthine[e]"	""	""	"r_2101"	"reactant"	"CDMT00001145"
"sa1146"	"s688"	"9H-xanthine[c]"	""	""	"r_2101"	"product"	"CDMT00001146"
"sa1147"	"s689"	"xanthosine[e]"	""	""	"r_2103"	"reactant"	"CDMT00001147"
"sa1148"	"s690"	"xanthosine[c]"	""	""	"r_2103"	"product"	"CDMT00001148"
"sa1149"	"s691"	"xylitol[e]"	""	""	"r_2105"	"reactant"	"CDMT00001149"
"sa1150"	"s692"	"xylitol[c]"	""	""	"r_2105"	"product"	"CDMT00001150"
"sa1151"	"s284"	"zymosterol[ce]"	""	""	"r_2107"	"reactant"	"CDMT00001151"
"sa1152"	"s693"	"zymosterol[c]"	""	""	"r_2107"	"product"	"CDMT00001152"
"sa1153"	"s80"	"coenzyme A[c]"	""	""	"r_2125"	"reactant"	"CDMT00001153"
"sa1154"	"s694"	"coenzyme A[lp]"	""	""	"r_2125"	"product"	"CDMT00001154"
"sa1155"	"s6"	"H+[c]"	""	""	"r_2129"	"reactant"	"CDMT00001155"
"sa1156"	"s86"	"H+[m]"	""	""	"r_2129"	"product"	"CDMT00001156"
"sa1157"	"s695"	"14-demethyllanosterol[e]"	""	""	"r_2136"	"reactant"	"CDMT00001157"
"sa1158"	"s696"	"14-demethyllanosterol[c]"	""	""	"r_2136"	"product"	"CDMT00001158"
"sa1159"	"s697"	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[e]"	""	""	"r_2139"	"reactant"	"CDMT00001159"
"sa1160"	"s460"	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[c]"	""	""	"r_2139"	"product"	"CDMT00001160"
"sa1161"	"s698"	"octanoate[e]"	""	""	"r_2184"	"reactant"	"CDMT00001161"
"sa1162"	"s479"	"octanoate[c]"	""	""	"r_2184"	"product"	"CDMT00001162"
"sa1163"	"s699"	"decanoate[e]"	""	""	"r_2185"	"reactant"	"CDMT00001163"
"sa1164"	"s469"	"decanoate[c]"	""	""	"r_2185"	"product"	"CDMT00001164"
"sa1165"	"s700"	"laurate[e]"	""	""	"r_2186"	"reactant"	"CDMT00001165"
"sa1166"	"s471"	"laurate[c]"	""	""	"r_2186"	"product"	"CDMT00001166"
"sa1167"	"s701"	"butyrate[e]"	""	""	"r_2190"	"reactant"	"CDMT00001167"
"sa1168"	"s702"	"butyrate[c]"	""	""	"r_2190"	"product"	"CDMT00001168"
"sa1169"	"s703"	"hexanoate[e]"	""	""	"r_2191"	"reactant"	"CDMT00001169"
"sa1170"	"s704"	"hexanoate[c]"	""	""	"r_2191"	"product"	"CDMT00001170"
"sa1171"	"s705"	"oleate[e]"	""	""	"r_2192"	"reactant"	"CDMT00001171"
"sa1172"	"s706"	"oleate[c]"	""	""	"r_2192"	"product"	"CDMT00001172"
"sa1173"	"s702"	"butyrate[c]"	""	""	"r_2229"	"reactant"	"CDMT00001173"
"sa1174"	"s707"	"butyrate[p]"	""	""	"r_2229"	"product"	"CDMT00001174"
"sa1175"	"s704"	"hexanoate[c]"	""	""	"r_2230"	"reactant"	"CDMT00001175"
"sa1176"	"s708"	"hexanoate[p]"	""	""	"r_2230"	"product"	"CDMT00001176"
"sa1177"	"s706"	"oleate[c]"	""	""	"r_2231"	"reactant"	"CDMT00001177"
"sa1178"	"s709"	"oleate[p]"	""	""	"r_2231"	"product"	"CDMT00001178"
"sa1179"	"s471"	"laurate[c]"	""	""	"r_3508"	"reactant"	"CDMT00001179"
"sa1180"	"s710"	"laurate[erm]"	""	""	"r_3508"	"product"	"CDMT00001180"
"sa1181"	"s473"	"myristate[c]"	""	""	"r_3509"	"reactant"	"CDMT00001181"
"sa1182"	"s711"	"myristate[erm]"	""	""	"r_3509"	"product"	"CDMT00001182"
"sa1183"	"s475"	"palmitate[c]"	""	""	"r_3510"	"reactant"	"CDMT00001183"
"sa1184"	"s712"	"palmitate[erm]"	""	""	"r_3510"	"product"	"CDMT00001184"
"sa1185"	"s477"	"palmitoleate[c]"	""	""	"r_3511"	"reactant"	"CDMT00001185"
"sa1186"	"s713"	"palmitoleate[erm]"	""	""	"r_3511"	"product"	"CDMT00001186"
"sa1187"	"s219"	"stearate[c]"	""	""	"r_3512"	"reactant"	"CDMT00001187"
"sa1188"	"s714"	"stearate[erm]"	""	""	"r_3512"	"product"	"CDMT00001188"
"sa1189"	"s706"	"oleate[c]"	""	""	"r_3513"	"reactant"	"CDMT00001189"
"sa1190"	"s715"	"oleate[erm]"	""	""	"r_3513"	"product"	"CDMT00001190"
"sa1191"	"s716"	"malonyl-CoA[c]"	""	""	"r_3514"	"reactant"	"CDMT00001191"
"sa1192"	"s717"	"malonyl-CoA[erm]"	""	""	"r_3514"	"product"	"CDMT00001192"
"sa1193"	"s288"	"lauroyl-CoA[c]"	""	""	"r_3515"	"reactant"	"CDMT00001193"
"sa1194"	"s718"	"lauroyl-CoA[erm]"	""	""	"r_3515"	"product"	"CDMT00001194"
"sa1195"	"s290"	"myristoyl-CoA[c]"	""	""	"r_3516"	"reactant"	"CDMT00001195"
"sa1196"	"s719"	"myristoyl-CoA[erm]"	""	""	"r_3516"	"product"	"CDMT00001196"
"sa1197"	"s292"	"palmitoyl-CoA[c]"	""	""	"r_3517"	"reactant"	"CDMT00001197"
"sa1198"	"s720"	"palmitoyl-CoA[erm]"	""	""	"r_3517"	"product"	"CDMT00001198"
"sa1199"	"s294"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[c]"	""	""	"r_3518"	"reactant"	"CDMT00001199"
"sa1200"	"s721"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[erm]"	""	""	"r_3518"	"product"	"CDMT00001200"
"sa1201"	"s296"	"stearoyl-CoA[c]"	""	""	"r_3519"	"reactant"	"CDMT00001201"
"sa1202"	"s722"	"stearoyl-CoA[erm]"	""	""	"r_3519"	"product"	"CDMT00001202"
"sa1203"	"s298"	"oleoyl-CoA[c]"	""	""	"r_3520"	"reactant"	"CDMT00001203"
"sa1204"	"s723"	"oleoyl-CoA[erm]"	""	""	"r_3520"	"product"	"CDMT00001204"
"sa1205"	"s300"	"icosanoyl-CoA[c]"	""	""	"r_3521"	"reactant"	"CDMT00001205"
"sa1206"	"s724"	"icosanoyl-CoA[erm]"	""	""	"r_3521"	"product"	"CDMT00001206"
"sa1207"	"s302"	"docosanoyl-CoA[c]"	""	""	"r_3522"	"reactant"	"CDMT00001207"
"sa1208"	"s725"	"docosanoyl-CoA[erm]"	""	""	"r_3522"	"product"	"CDMT00001208"
"sa1209"	"s304"	"tetracosanoyl-CoA[c]"	""	""	"r_3523"	"reactant"	"CDMT00001209"
"sa1210"	"s726"	"tetracosanoyl-CoA[erm]"	""	""	"r_3523"	"product"	"CDMT00001210"
"sa1211"	"s306"	"hexacosanoyl-CoA[c]"	""	""	"r_3524"	"reactant"	"CDMT00001211"
"sa1212"	"s727"	"hexacosanoyl-CoA[erm]"	""	""	"r_3524"	"product"	"CDMT00001212"
"sa1213"	"s6"	"H+[c]"	""	""	"r_3525"	"reactant"	"CDMT00001213"
"sa1214"	"s728"	"H+[erm]"	""	""	"r_3525"	"product"	"CDMT00001214"
"sa1215"	"s3"	"H2O[c]"	""	""	"r_3526"	"reactant"	"CDMT00001215"
"sa1216"	"s729"	"H2O[erm]"	""	""	"r_3526"	"product"	"CDMT00001216"
"sa1217"	"s403"	"carbon dioxide[c]"	""	""	"r_3527"	"reactant"	"CDMT00001217"
"sa1218"	"s730"	"carbon dioxide[erm]"	""	""	"r_3527"	"product"	"CDMT00001218"
"sa1219"	"s80"	"coenzyme A[c]"	""	""	"r_3528"	"reactant"	"CDMT00001219"
"sa1220"	"s731"	"coenzyme A[erm]"	""	""	"r_3528"	"product"	"CDMT00001220"
"sa1221"	"s617"	"NADPH[c]"	""	""	"r_3529"	"reactant"	"CDMT00001221"
"sa1222"	"s732"	"NADPH[erm]"	""	""	"r_3529"	"product"	"CDMT00001222"
"sa1223"	"s615"	"NADP(+)[c]"	""	""	"r_3530"	"reactant"	"CDMT00001223"
"sa1224"	"s733"	"NADP(+)[erm]"	""	""	"r_3530"	"product"	"CDMT00001224"
"sa1225"	"s626"	"oxygen[c]"	""	""	"r_3531"	"reactant"	"CDMT00001225"
"sa1226"	"s734"	"oxygen[erm]"	""	""	"r_3531"	"product"	"CDMT00001226"
"sa1227"	"s735"	"NADH[c]"	""	""	"r_3532"	"reactant"	"CDMT00001227"
"sa1228"	"s736"	"NADH[erm]"	""	""	"r_3532"	"product"	"CDMT00001228"
"sa1229"	"s210"	"NAD[c]"	""	""	"r_3533"	"reactant"	"CDMT00001229"
"sa1230"	"s737"	"NAD[erm]"	""	""	"r_3533"	"product"	"CDMT00001230"
"sa1231"	"s489"	"glycerol 3-phosphate[c]"	""	""	"r_3534"	"reactant"	"CDMT00001231"
"sa1232"	"s738"	"glycerol 3-phosphate[erm]"	""	""	"r_3534"	"product"	"CDMT00001232"
"sa1233"	"s449"	"dihydroxyacetone phosphate[c]"	""	""	"r_3535"	"reactant"	"CDMT00001233"
"sa1234"	"s739"	"dihydroxyacetone phosphate[erm]"	""	""	"r_3535"	"product"	"CDMT00001234"
"sa1235"	"s450"	"diphosphate[c]"	""	""	"r_3536"	"reactant"	"CDMT00001235"
"sa1236"	"s740"	"diphosphate[erm]"	""	""	"r_3536"	"product"	"CDMT00001236"
"sa1237"	"s7"	"phosphate[c]"	""	""	"r_3537"	"reactant"	"CDMT00001237"
"sa1238"	"s741"	"phosphate[erm]"	""	""	"r_3537"	"product"	"CDMT00001238"
"sa1239"	"s83"	"CTP[c]"	""	""	"r_3538"	"reactant"	"CDMT00001239"
"sa1240"	"s742"	"CTP[erm]"	""	""	"r_3538"	"product"	"CDMT00001240"
"sa1241"	"s384"	"CDP[c]"	""	""	"r_3539"	"reactant"	"CDMT00001241"
"sa1242"	"s743"	"CDP[erm]"	""	""	"r_3539"	"product"	"CDMT00001242"
"sa1243"	"s84"	"CMP[c]"	""	""	"r_3540"	"reactant"	"CDMT00001243"
"sa1244"	"s744"	"CMP[erm]"	""	""	"r_3540"	"product"	"CDMT00001244"
"sa1245"	"s745"	"CDP-ethanolamine[c]"	""	""	"r_3541"	"reactant"	"CDMT00001245"
"sa1246"	"s746"	"CDP-ethanolamine[erm]"	""	""	"r_3541"	"product"	"CDMT00001246"
"sa1247"	"s747"	"CDP-choline[c]"	""	""	"r_3542"	"reactant"	"CDMT00001247"
"sa1248"	"s748"	"CDP-choline[erm]"	""	""	"r_3542"	"product"	"CDMT00001248"
"sa1249"	"s1"	"ATP[c]"	""	""	"r_3543"	"reactant"	"CDMT00001249"
"sa1250"	"s749"	"ATP[erm]"	""	""	"r_3543"	"product"	"CDMT00001250"
"sa1251"	"s53"	"AMP[c]"	""	""	"r_3544"	"reactant"	"CDMT00001251"
"sa1252"	"s750"	"AMP[erm]"	""	""	"r_3544"	"product"	"CDMT00001252"
"sa1253"	"s193"	"L-serine[c]"	""	""	"r_3545"	"reactant"	"CDMT00001253"
"sa1254"	"s751"	"L-serine[erm]"	""	""	"r_3545"	"product"	"CDMT00001254"
"sa1255"	"s140"	"myo-inositol[c]"	""	""	"r_3546"	"reactant"	"CDMT00001255"
"sa1256"	"s752"	"myo-inositol[erm]"	""	""	"r_3546"	"product"	"CDMT00001256"
"sa1257"	"s242"	"S-adenosyl-L-methionine[c]"	""	""	"r_3547"	"reactant"	"CDMT00001257"
"sa1258"	"s753"	"S-adenosyl-L-methionine[erm]"	""	""	"r_3547"	"product"	"CDMT00001258"
"sa1259"	"s660"	"S-adenosyl-L-homocysteine[c]"	""	""	"r_3548"	"reactant"	"CDMT00001259"
"sa1260"	"s754"	"S-adenosyl-L-homocysteine[erm]"	""	""	"r_3548"	"product"	"CDMT00001260"
"sa1261"	"s103"	"episterol[c]"	""	""	"r_3549"	"reactant"	"CDMT00001261"
"sa1262"	"s755"	"episterol[erm]"	""	""	"r_3549"	"product"	"CDMT00001262"
"sa1263"	"s112"	"fecosterol[c]"	""	""	"r_3550"	"reactant"	"CDMT00001263"
"sa1264"	"s756"	"fecosterol[erm]"	""	""	"r_3550"	"product"	"CDMT00001264"
"sa1265"	"s204"	"lanosterol[c]"	""	""	"r_3551"	"reactant"	"CDMT00001265"
"sa1266"	"s757"	"lanosterol[erm]"	""	""	"r_3551"	"product"	"CDMT00001266"
"sa1267"	"s105"	"ergosterol[c]"	""	""	"r_3552"	"reactant"	"CDMT00001267"
"sa1268"	"s758"	"ergosterol[erm]"	""	""	"r_3552"	"product"	"CDMT00001268"
"sa1269"	"s693"	"zymosterol[c]"	""	""	"r_3553"	"reactant"	"CDMT00001269"
"sa1270"	"s759"	"zymosterol[erm]"	""	""	"r_3553"	"product"	"CDMT00001270"
"sa1271"	"s760"	"diglyceride (1-16:0, 2-16:1)[c]"	""	""	"r_3554"	"reactant"	"CDMT00001271"
"sa1272"	"s761"	"diglyceride (1-16:0, 2-16:1)[erm]"	""	""	"r_3554"	"product"	"CDMT00001272"
"sa1273"	"s762"	"diglyceride (1-16:1, 2-16:1)[c]"	""	""	"r_3555"	"reactant"	"CDMT00001273"
"sa1274"	"s763"	"diglyceride (1-16:1, 2-16:1)[erm]"	""	""	"r_3555"	"product"	"CDMT00001274"
"sa1275"	"s764"	"diglyceride (1-18:0, 2-16:1)[c]"	""	""	"r_3556"	"reactant"	"CDMT00001275"
"sa1276"	"s765"	"diglyceride (1-18:0, 2-16:1)[erm]"	""	""	"r_3556"	"product"	"CDMT00001276"
"sa1277"	"s766"	"diglyceride (1-18:1, 2-16:1)[c]"	""	""	"r_3557"	"reactant"	"CDMT00001277"
"sa1278"	"s767"	"diglyceride (1-18:1, 2-16:1)[erm]"	""	""	"r_3557"	"product"	"CDMT00001278"
"sa1279"	"s768"	"diglyceride (1-16:0, 2-18:1)[c]"	""	""	"r_3558"	"reactant"	"CDMT00001279"
"sa1280"	"s769"	"diglyceride (1-16:0, 2-18:1)[erm]"	""	""	"r_3558"	"product"	"CDMT00001280"
"sa1281"	"s770"	"diglyceride (1-16:1, 2-18:1)[c]"	""	""	"r_3559"	"reactant"	"CDMT00001281"
"sa1282"	"s771"	"diglyceride (1-16:1, 2-18:1)[erm]"	""	""	"r_3559"	"product"	"CDMT00001282"
"sa1283"	"s772"	"diglyceride (1-18:0, 2-18:1)[c]"	""	""	"r_3560"	"reactant"	"CDMT00001283"
"sa1284"	"s773"	"diglyceride (1-18:0, 2-18:1)[erm]"	""	""	"r_3560"	"product"	"CDMT00001284"
"sa1285"	"s774"	"diglyceride (1-18:1, 2-18:1)[c]"	""	""	"r_3561"	"reactant"	"CDMT00001285"
"sa1286"	"s775"	"diglyceride (1-18:1, 2-18:1)[erm]"	""	""	"r_3561"	"product"	"CDMT00001286"
"sa1287"	"s776"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[c]"	""	""	"r_3562"	"reactant"	"CDMT00001287"
"sa1288"	"s777"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[erm]"	""	""	"r_3562"	"product"	"CDMT00001288"
"sa1289"	"s778"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[c]"	""	""	"r_3563"	"reactant"	"CDMT00001289"
"sa1290"	"s779"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[erm]"	""	""	"r_3563"	"product"	"CDMT00001290"
"sa1291"	"s780"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[c]"	""	""	"r_3564"	"reactant"	"CDMT00001291"
"sa1292"	"s781"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[erm]"	""	""	"r_3564"	"product"	"CDMT00001292"
"sa1293"	"s782"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[c]"	""	""	"r_3565"	"reactant"	"CDMT00001293"
"sa1294"	"s783"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[erm]"	""	""	"r_3565"	"product"	"CDMT00001294"
"sa1295"	"s784"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[c]"	""	""	"r_3566"	"reactant"	"CDMT00001295"
"sa1296"	"s785"	"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[erm]"	""	""	"r_3566"	"product"	"CDMT00001296"
"sa1297"	"s786"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[c]"	""	""	"r_3567"	"reactant"	"CDMT00001297"
"sa1298"	"s787"	"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[erm]"	""	""	"r_3567"	"product"	"CDMT00001298"
"sa1299"	"s788"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[c]"	""	""	"r_3568"	"reactant"	"CDMT00001299"
"sa1300"	"s789"	"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[erm]"	""	""	"r_3568"	"product"	"CDMT00001300"
"sa1301"	"s790"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[c]"	""	""	"r_3569"	"reactant"	"CDMT00001301"
"sa1302"	"s791"	"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[erm]"	""	""	"r_3569"	"product"	"CDMT00001302"
"sa1303"	"s792"	"sn-glycero-3-phosphocholine[erm]"	""	""	"r_3570"	"reactant"	"CDMT00001303"
"sa1304"	"s126"	"sn-glycero-3-phosphocholine[c]"	""	""	"r_3570"	"product"	"CDMT00001304"
"sa1305"	"s475"	"palmitate[c]"	""	""	"r_3571"	"reactant"	"CDMT00001305"
"sa1306"	"s793"	"palmitate[lp]"	""	""	"r_3571"	"product"	"CDMT00001306"
"sa1307"	"s477"	"palmitoleate[c]"	""	""	"r_3572"	"reactant"	"CDMT00001307"
"sa1308"	"s794"	"palmitoleate[lp]"	""	""	"r_3572"	"product"	"CDMT00001308"
"sa1309"	"s219"	"stearate[c]"	""	""	"r_3573"	"reactant"	"CDMT00001309"
"sa1310"	"s795"	"stearate[lp]"	""	""	"r_3573"	"product"	"CDMT00001310"
"sa1311"	"s706"	"oleate[c]"	""	""	"r_3574"	"reactant"	"CDMT00001311"
"sa1312"	"s796"	"oleate[lp]"	""	""	"r_3574"	"product"	"CDMT00001312"
"sa1313"	"s288"	"lauroyl-CoA[c]"	""	""	"r_3575"	"reactant"	"CDMT00001313"
"sa1314"	"s797"	"lauroyl-CoA[lp]"	""	""	"r_3575"	"product"	"CDMT00001314"
"sa1315"	"s290"	"myristoyl-CoA[c]"	""	""	"r_3576"	"reactant"	"CDMT00001315"
"sa1316"	"s798"	"myristoyl-CoA[lp]"	""	""	"r_3576"	"product"	"CDMT00001316"
"sa1317"	"s292"	"palmitoyl-CoA[c]"	""	""	"r_3577"	"reactant"	"CDMT00001317"
"sa1318"	"s799"	"palmitoyl-CoA[lp]"	""	""	"r_3577"	"product"	"CDMT00001318"
"sa1319"	"s294"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[c]"	""	""	"r_3578"	"reactant"	"CDMT00001319"
"sa1320"	"s800"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[lp]"	""	""	"r_3578"	"product"	"CDMT00001320"
"sa1321"	"s296"	"stearoyl-CoA[c]"	""	""	"r_3579"	"reactant"	"CDMT00001321"
"sa1322"	"s801"	"stearoyl-CoA[lp]"	""	""	"r_3579"	"product"	"CDMT00001322"
"sa1323"	"s298"	"oleoyl-CoA[c]"	""	""	"r_3580"	"reactant"	"CDMT00001323"
"sa1324"	"s802"	"oleoyl-CoA[lp]"	""	""	"r_3580"	"product"	"CDMT00001324"
"sa1325"	"s489"	"glycerol 3-phosphate[c]"	""	""	"r_3581"	"reactant"	"CDMT00001325"
"sa1326"	"s803"	"glycerol 3-phosphate[lp]"	""	""	"r_3581"	"product"	"CDMT00001326"
"sa1327"	"s449"	"dihydroxyacetone phosphate[c]"	""	""	"r_3582"	"reactant"	"CDMT00001327"
"sa1328"	"s804"	"dihydroxyacetone phosphate[lp]"	""	""	"r_3582"	"product"	"CDMT00001328"
"sa1329"	"s617"	"NADPH[c]"	""	""	"r_3583"	"reactant"	"CDMT00001329"
"sa1330"	"s805"	"NADPH[lp]"	""	""	"r_3583"	"product"	"CDMT00001330"
"sa1331"	"s615"	"NADP(+)[c]"	""	""	"r_3584"	"reactant"	"CDMT00001331"
"sa1332"	"s806"	"NADP(+)[lp]"	""	""	"r_3584"	"product"	"CDMT00001332"
"sa1333"	"s1"	"ATP[c]"	""	""	"r_3585"	"reactant"	"CDMT00001333"
"sa1334"	"s807"	"ATP[lp]"	""	""	"r_3585"	"product"	"CDMT00001334"
"sa1335"	"s53"	"AMP[c]"	""	""	"r_3586"	"reactant"	"CDMT00001335"
"sa1336"	"s808"	"AMP[lp]"	""	""	"r_3586"	"product"	"CDMT00001336"
"sa1337"	"s450"	"diphosphate[c]"	""	""	"r_3587"	"reactant"	"CDMT00001337"
"sa1338"	"s809"	"diphosphate[lp]"	""	""	"r_3587"	"product"	"CDMT00001338"
"sa1339"	"s760"	"diglyceride (1-16:0, 2-16:1)[c]"	""	""	"r_3588"	"reactant"	"CDMT00001339"
"sa1340"	"s810"	"diglyceride (1-16:0, 2-16:1)[lp]"	""	""	"r_3588"	"product"	"CDMT00001340"
"sa1341"	"s762"	"diglyceride (1-16:1, 2-16:1)[c]"	""	""	"r_3589"	"reactant"	"CDMT00001341"
"sa1342"	"s811"	"diglyceride (1-16:1, 2-16:1)[lp]"	""	""	"r_3589"	"product"	"CDMT00001342"
"sa1343"	"s764"	"diglyceride (1-18:0, 2-16:1)[c]"	""	""	"r_3590"	"reactant"	"CDMT00001343"
"sa1344"	"s812"	"diglyceride (1-18:0, 2-16:1)[lp]"	""	""	"r_3590"	"product"	"CDMT00001344"
"sa1345"	"s766"	"diglyceride (1-18:1, 2-16:1)[c]"	""	""	"r_3591"	"reactant"	"CDMT00001345"
"sa1346"	"s813"	"diglyceride (1-18:1, 2-16:1)[lp]"	""	""	"r_3591"	"product"	"CDMT00001346"
"sa1347"	"s768"	"diglyceride (1-16:0, 2-18:1)[c]"	""	""	"r_3592"	"reactant"	"CDMT00001347"
"sa1348"	"s814"	"diglyceride (1-16:0, 2-18:1)[lp]"	""	""	"r_3592"	"product"	"CDMT00001348"
"sa1349"	"s770"	"diglyceride (1-16:1, 2-18:1)[c]"	""	""	"r_3593"	"reactant"	"CDMT00001349"
"sa1350"	"s815"	"diglyceride (1-16:1, 2-18:1)[lp]"	""	""	"r_3593"	"product"	"CDMT00001350"
"sa1351"	"s772"	"diglyceride (1-18:0, 2-18:1)[c]"	""	""	"r_3594"	"reactant"	"CDMT00001351"
"sa1352"	"s816"	"diglyceride (1-18:0, 2-18:1)[lp]"	""	""	"r_3594"	"product"	"CDMT00001352"
"sa1353"	"s774"	"diglyceride (1-18:1, 2-18:1)[c]"	""	""	"r_3595"	"reactant"	"CDMT00001353"
"sa1354"	"s817"	"diglyceride (1-18:1, 2-18:1)[lp]"	""	""	"r_3595"	"product"	"CDMT00001354"
"sa1355"	"s3"	"H2O[c]"	""	""	"r_3596"	"reactant"	"CDMT00001355"
"sa1356"	"s818"	"H2O[lp]"	""	""	"r_3596"	"product"	"CDMT00001356"
"sa1357"	"s819"	"glycerol[lp]"	""	""	"r_3597"	"reactant"	"CDMT00001357"
"sa1358"	"s128"	"glycerol[c]"	""	""	"r_3597"	"product"	"CDMT00001358"
"sa1359"	"s820"	"docosanoyl-CoA[lp]"	""	""	"r_3598"	"reactant"	"CDMT00001359"
"sa1360"	"s302"	"docosanoyl-CoA[c]"	""	""	"r_3598"	"product"	"CDMT00001360"
"sa1361"	"s821"	"tetracosanoyl-CoA[lp]"	""	""	"r_3599"	"reactant"	"CDMT00001361"
"sa1362"	"s304"	"tetracosanoyl-CoA[c]"	""	""	"r_3599"	"product"	"CDMT00001362"
"sa1363"	"s822"	"hexacosanoyl-CoA[lp]"	""	""	"r_3600"	"reactant"	"CDMT00001363"
"sa1364"	"s306"	"hexacosanoyl-CoA[c]"	""	""	"r_3600"	"product"	"CDMT00001364"
"sa1365"	"s1"	"ATP[c]"	""	""	"r_3601"	"reactant"	"CDMT00001365"
"sa1366"	"s823"	"ATP[ce]"	""	""	"r_3601"	"product"	"CDMT00001366"
"sa1367"	"s4"	"ADP[c]"	""	""	"r_3602"	"reactant"	"CDMT00001367"
"sa1368"	"s824"	"ADP[ce]"	""	""	"r_3602"	"product"	"CDMT00001368"
"sa1369"	"s6"	"H+[c]"	""	""	"r_3603"	"reactant"	"CDMT00001369"
"sa1370"	"s825"	"H+[ce]"	""	""	"r_3603"	"product"	"CDMT00001370"
"sa1371"	"s3"	"H2O[c]"	""	""	"r_3604"	"reactant"	"CDMT00001371"
"sa1372"	"s826"	"H2O[ce]"	""	""	"r_3604"	"product"	"CDMT00001372"
"sa1373"	"s7"	"phosphate[c]"	""	""	"r_3605"	"reactant"	"CDMT00001373"
"sa1374"	"s827"	"phosphate[ce]"	""	""	"r_3605"	"product"	"CDMT00001374"
"sa1375"	"s828"	"sn-glycero-3-phosphocholine[ce]"	""	""	"r_3606"	"reactant"	"CDMT00001375"
"sa1376"	"s126"	"sn-glycero-3-phosphocholine[c]"	""	""	"r_3606"	"product"	"CDMT00001376"
"sa1377"	"s829"	"1-(sn-glycero-3-phospho)-1D-myo-inositol[ce]"	""	""	"r_3607"	"reactant"	"CDMT00001377"
"sa1378"	"s124"	"1-(sn-glycero-3-phospho)-1D-myo-inositol[c]"	""	""	"r_3607"	"product"	"CDMT00001378"
"sa1379"	"s830"	"palmitate[ce]"	""	""	"r_3608"	"reactant"	"CDMT00001379"
