"","masterID","formula","EC","keggID"
"219","10464","[(1->4)-N-acetyl-beta-D-glucosaminyl]n + n H2O => n acetate + chitosan","3.5.1.41","R02333"
"220","10464","n acetate + chitosan => [(1->4)-N-acetyl-beta-D-glucosaminyl]n + n H2O","3.5.1.41","R02333"
"221","10468","D-xylulose 5-phosphate + phosphate => D-glyceraldehyde 3-phosphate + acetyl phosphate + H2O","4.1.2.9","R01621"
"222","10468","D-glyceraldehyde 3-phosphate + acetyl phosphate + H2O => D-xylulose 5-phosphate + phosphate","4.1.2.9","R01621"
"223","10472","(2R,3S)-2,3-dimethylmalate => propanoate + pyruvate","4.1.3.32","R01355"
"224","10472","propanoate + pyruvate => (2R,3S)-2,3-dimethylmalate","4.1.3.32","R01355"
"225","10476","alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl group + CMP-N-acetyl-beta-neuraminate => alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl group + CMP + H(+)","2.4.99.7","R04635"
"226","10476","alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-D-galactosaminyl group + CMP + H(+) => alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosaminyl group + CMP-N-acetyl-beta-neuraminate","2.4.99.7","R04635"
"227","10480","2-oxoglutarate + 4-hydroxy-L-glutamate => 4-hydroxy-2-oxoglutarate + L-glutamate","2.6.1.23","R03266"
"228","10480","4-hydroxy-2-oxoglutarate + L-glutamate => 2-oxoglutarate + 4-hydroxy-L-glutamate","2.6.1.23","R03266"
"229","10484","N-feruloylglycine + H2O => ferulate + glycine","3.5.1.71","R03579"
"230","10484","ferulate + glycine => N-feruloylglycine + H2O","3.5.1.71","R03579"
"231","10488","5-formyltetrahydrofolate + ATP => 5,10-methenyltetrahydrofolate + ADP + phosphate","6.3.3.2","R02301"
"232","10488","5,10-methenyltetrahydrofolate + ADP + phosphate => 5-formyltetrahydrofolate + ATP","6.3.3.2","R02301"
"233","10492","H2O + phosphocholine => choline + phosphate","3.1.3.75","R06871"
"234","10492","choline + phosphate => H2O + phosphocholine","3.1.3.75","R06871"
"235","10496","S-adenosyl-L-methionine + [myelin basic protein]-L-arginine => S-adenosyl-L-homocysteine + [myelin basic protein]-N(omega)-methyl-L-arginine + H(+)","NA","R04719"
"236","10496","S-adenosyl-L-homocysteine + [myelin basic protein]-N(omega)-methyl-L-arginine + H(+) => S-adenosyl-L-methionine + [myelin basic protein]-L-arginine","NA","R04719"
"237","10500","butanoyl-CoA + glyoxylate + H2O => 3-ethylmalate + CoA + H(+)","2.3.3.7","R01180"
"238","10500","3-ethylmalate + CoA + H(+) => butanoyl-CoA + glyoxylate + H2O","2.3.3.7","R01180"
"239","10504","7alpha-hydroxycholest-4-en-3-one + H(+) + NADPH + O2 => 7alpha,12alpha-dihydroxycholest-4-en-3-one + H2O + NADP(+)","NA","NA"
"240","10504","7alpha,12alpha-dihydroxycholest-4-en-3-one + H2O + NADP(+) => 7alpha-hydroxycholest-4-en-3-one + H(+) + NADPH + O2","NA","NA"
"241","10508","D-glyceraldehyde 3-phosphate + D-sedoheptulose 7-phosphate => aldehydo-D-ribose 5-phosphate + D-xylulose 5-phosphate","2.2.1.1","R01641"
"242","10508","aldehydo-D-ribose 5-phosphate + D-xylulose 5-phosphate => D-glyceraldehyde 3-phosphate + D-sedoheptulose 7-phosphate","2.2.1.1","R01641"
"243","10512","(S)-malate + O2 => H2O2 + oxaloacetate","NA","R00360"
"244","10512","H2O2 + oxaloacetate => (S)-malate + O2","NA","R00360"
"245","10516","(1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate + NAD(+) => (1S,4S)-4-hydroxy-3-oxocyclohexane-1-carboxylate + H(+) + NADH","1.1.1.166","R05315"
"246","10516","(1S,4S)-4-hydroxy-3-oxocyclohexane-1-carboxylate + H(+) + NADH => (1S,3R,4S)-3,4-dihydroxycyclohexane-1-carboxylate + NAD(+)","1.1.1.166","R05315"
"247","10520","a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol + UDP-alpha-D-galactose => 1,2-diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol + H(+) + UDP","2.4.1.241","R04469"
"248","10520","1,2-diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol + H(+) + UDP => a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol + UDP-alpha-D-galactose","2.4.1.241","R04469"
"249","10524","2-oxoglutarate + H(+) => CO2 + succinate semialdehyde","4.1.1.71","R00272"
"250","10524","CO2 + succinate semialdehyde => 2-oxoglutarate + H(+)","4.1.1.71","R00272"
"251","10528","dihydrosanguinarine + H(+) + NADPH + O2 => 10-hydroxydihydrosanguinarine + H2O + NADP(+)","1.14.13.56","R04702"
"252","10528","10-hydroxydihydrosanguinarine + H2O + NADP(+) => dihydrosanguinarine + H(+) + NADPH + O2","1.14.13.56","R04702"
"253","10532","(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine => D-glyceraldehyde 3-phosphate + L-tryptophan + H2O","4.2.1.20","R02722"
"254","10532","D-glyceraldehyde 3-phosphate + L-tryptophan + H2O => (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine","4.2.1.20","R02722"
"255","10536","4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine 6-sulfate + H2O => 4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine + H(+) + sulfate","3.1.6.10","R03518"
"256","10536","4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine + H(+) + sulfate => 4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine 6-sulfate + H2O","3.1.6.10","R03518"
"257","10540","7,8-dihydroneopterin => 6-hydroxymethyl-7,8-dihydropterin + glycolaldehyde","4.1.2.25","R03504"
"258","10540","6-hydroxymethyl-7,8-dihydropterin + glycolaldehyde => 7,8-dihydroneopterin","4.1.2.25","R03504"
"259","10548","L-arginine + O2 => 4-guanidinobutanamide + CO2 + H2O","1.13.12.1","R00559"
"260","10548","4-guanidinobutanamide + CO2 + H2O => L-arginine + O2","1.13.12.1","R00559"
"261","10552","D-glucose + O2 => 2-dehydro-D-glucose + H2O2","1.1.3.10","R00302"
"262","10552","2-dehydro-D-glucose + H2O2 => D-glucose + O2","1.1.3.10","R00302"
"263","10556","D-glyceraldehyde 3-phosphate + L-arginine => N(2)-(2-carboxyethyl)-L-arginine + H(+) + phosphate","2.5.1.66","R05465"
"264","10556","N(2)-(2-carboxyethyl)-L-arginine + H(+) + phosphate => D-glyceraldehyde 3-phosphate + L-arginine","2.5.1.66","R05465"
"265","10560","4-hydroxy-1-pyrroline-2-carboxylate + H2O + H(+) => 2,5-dioxopentanoate + NH4(+)","3.5.4.22","R02280"
"266","10560","2,5-dioxopentanoate + NH4(+) => 4-hydroxy-1-pyrroline-2-carboxylate + H2O + H(+)","3.5.4.22","R02280"
"267","10564","H2O + oxaloacetate 4-methyl ester => H(+) + methanol + oxaloacetate","3.1.1.44","R01144"
"268","10564","H(+) + methanol + oxaloacetate => H2O + oxaloacetate 4-methyl ester","3.1.1.44","R01144"
"269","10568","luteolin + UDP-alpha-D-glucuronate => H(+) + luteolin 7-O-beta-D-glucosiduronate + UDP","2.4.1.189","R03589"
"270","10568","H(+) + luteolin 7-O-beta-D-glucosiduronate + UDP => luteolin + UDP-alpha-D-glucuronate","2.4.1.189","R03589"
"271","10572","vinylacetyl-CoA => (2E)-butenoyl-CoA","5.3.3.3","R03031"
"272","10572","(2E)-butenoyl-CoA => vinylacetyl-CoA","5.3.3.3","R03031"
"273","10576","N-methylethanolamine phosphate + CTP + H(+) => CDP-N-methylethanolamine + diphosphate","2.7.7.57","R03375"
"274","10576","CDP-N-methylethanolamine + diphosphate => N-methylethanolamine phosphate + CTP + H(+)","2.7.7.57","R03375"
"275","10580","(6R)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)n + L-glutamate + ATP => (6R)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)n+1 + ADP + H(+) + phosphate","6.3.2.17","R04241"
"276","10580","(6R)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)n+1 + ADP + H(+) + phosphate => (6R)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)n + L-glutamate + ATP","6.3.2.17","R04241"
"277","10584","4-coumaroyl-CoA + 3 H(+) + 3 malonyl-CoA + NADPH => 3 CO2 + 4 CoA + H2O + isoliquiritigenin + NADP(+)","2.3.1.170","R06568"
"278","10584","3 CO2 + 4 CoA + H2O + isoliquiritigenin + NADP(+) => 4-coumaroyl-CoA + 3 H(+) + 3 malonyl-CoA + NADPH","2.3.1.170","R06568"
"279","10588","4 (R)-methylmalonyl-CoA + a long-chain acyl-[mycocerosate synthase] + 12 H(+) + 8 NADPH => a tetramethylated-mycocerosoyl-[mycocerosate synthase] + 4 CO2 + 4 CoA + 4 H2O + 8 NADP(+)","2.3.1.111","NA"
"280","10588","a tetramethylated-mycocerosoyl-[mycocerosate synthase] + 4 CO2 + 4 CoA + 4 H2O + 8 NADP(+) => 4 (R)-methylmalonyl-CoA + a long-chain acyl-[mycocerosate synthase] + 12 H(+) + 8 NADPH","2.3.1.111","NA"
"281","10592","a 3',5'-unsubstituted flavanone + H(+) + NADPH + O2 => a 3'-hydroxy,5'-unsubstituted flavanone + H2O + NADP(+)","NA","R07369"
"282","10592","a 3'-hydroxy,5'-unsubstituted flavanone + H2O + NADP(+) => a 3',5'-unsubstituted flavanone + H(+) + NADPH + O2","NA","R07369"
"283","10596","[protein]-L-tyrosine + ATP => [protein]-O-phospho-L-tyrosine + ADP + H(+)","2.7.12.2","R02584"
"284","10596","[protein]-O-phospho-L-tyrosine + ADP + H(+) => [protein]-L-tyrosine + ATP","2.7.12.2","R02584"
"285","10600","prostaglandin H2 => prostaglandin D2","5.3.99.2","R02266"
"286","10600","prostaglandin D2 => prostaglandin H2","5.3.99.2","R02266"
"287","10604","a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O => a 1,2-diacyl-sn-glycerol + H(+) + phosphocholine","3.1.4.3","R01312"
"288","10604","a 1,2-diacyl-sn-glycerol + H(+) + phosphocholine => a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O","3.1.4.3","R01312"
"289","10608","(E)-cinnamate + H(+) + NADPH + O2 => trans-4-coumarate + H2O + NADP(+)","1.14.13.11","R02253"
"290","10608","trans-4-coumarate + H2O + NADP(+) => (E)-cinnamate + H(+) + NADPH + O2","1.14.13.11","R02253"
"291","10612","N(4)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-L-asparaginyl-[protein] + UDP-alpha-D-xylose => N(4)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc-L-asparaginyl-[protein] + H(+) + UDP","2.4.2.38","R06016"
"292","10612","N(4)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-[beta-D-Xyl-(1->2)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc-L-asparaginyl-[protein] + H(+) + UDP => N(4)-beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc-L-asparaginyl-[protein] + UDP-alpha-D-xylose","2.4.2.38","R06016"
"293","10616","(2R,3S)-catechin + H2O + NADP(+) => (2R,3S,4S)-leucocyanidin + H(+) + NADPH","1.17.1.3","R06532"
"294","10616","(2R,3S,4S)-leucocyanidin + H(+) + NADPH => (2R,3S)-catechin + H2O + NADP(+)","1.17.1.3","R06532"
"295","10620","(E)-cinnamaldehyde + CoA + NADP(+) => (E)-cinnamoyl-CoA + H(+) + NADPH","1.2.1.44","R02506"
"296","10620","(E)-cinnamoyl-CoA + H(+) + NADPH => (E)-cinnamaldehyde + CoA + NADP(+)","1.2.1.44","R02506"
"297","10624","2 ATP + CO2 + H2O + NH4(+) => 2 ADP + carbamoyl phosphate + 3 H(+) + phosphate","NA","R00149"
"298","10624","2 ADP + carbamoyl phosphate + 3 H(+) + phosphate => 2 ATP + CO2 + H2O + NH4(+)","NA","R00149"
"299","10628","phosphate + tRNAn+1 => a ribonucleoside 5'-diphosphate + tRNAn","2.7.7.56","R07285"
"300","10628","a ribonucleoside 5'-diphosphate + tRNAn => phosphate + tRNAn+1","2.7.7.56","R07285"
"301","10632","D-mannonate + NAD(+) => D-mannuronate + H(+) + NADH","1.1.1.131","R02455"
"302","10632","D-mannuronate + H(+) + NADH => D-mannonate + NAD(+)","1.1.1.131","R02455"
"303","10636","D-mannonate + NADP(+) => D-mannuronate + H(+) + NADPH","1.1.1.131","R02456"
"304","10636","D-mannuronate + H(+) + NADPH => D-mannonate + NADP(+)","1.1.1.131","R02456"
"305","10640","5-oxo-2,5-dihydro-2-furylacetate => cis,cis-muconate + H(+)","NA","R03959"
"306","10640","cis,cis-muconate + H(+) => 5-oxo-2,5-dihydro-2-furylacetate","NA","R03959"
"307","10644","2-oxo-2H-pyran-4,6-dicarboxylate + H2O => (1E)-4-oxobut-1-ene-1,2,4-tricarboxylate + H(+)","3.1.1.57","R04277"
"308","10644","(1E)-4-oxobut-1-ene-1,2,4-tricarboxylate + H(+) => 2-oxo-2H-pyran-4,6-dicarboxylate + H2O","3.1.1.57","R04277"
"309","10648","2-hydroxycyclohexan-1-one + H(+) + NADPH + O2 => 6-hydroxyhexan-6-olide + H2O + NADP(+)","1.14.13.66","R03281"
"310","10648","6-hydroxyhexan-6-olide + H2O + NADP(+) => 2-hydroxycyclohexan-1-one + H(+) + NADPH + O2","1.14.13.66","R03281"
"311","10652","a long-chain fatty aldehyde + H2O + NAD(+) => a long-chain fatty acid + 2 H(+) + NADH","1.2.1.48","R02039"
"312","10652","a long-chain fatty acid + 2 H(+) + NADH => a long-chain fatty aldehyde + H2O + NAD(+)","1.2.1.48","R02039"
"313","10656","S-adenosyl-L-methionine + guanidinoacetate => S-adenosyl-L-homocysteine + creatine + H(+)","2.1.1.2","R01883"
"314","10656","S-adenosyl-L-homocysteine + creatine + H(+) => S-adenosyl-L-methionine + guanidinoacetate","2.1.1.2","R01883"
"315","10660","[protein]-L-serine => [protein]-D-serine","5.1.1.16","R05175"
"316","10660","[protein]-D-serine => [protein]-L-serine","5.1.1.16","R05175"
"317","10664","NAD(+) + perillyl alcohol => H(+) + NADH + perillyl aldehyde","1.1.1.144","R03945"
"318","10664","H(+) + NADH + perillyl aldehyde => NAD(+) + perillyl alcohol","1.1.1.144","R03945"
"319","10668","1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + L-lysyl-tRNA(Lys) => 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol + tRNA(Lys)","2.3.2.3","R03771"
"320","10668","1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol + tRNA(Lys) => 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + L-lysyl-tRNA(Lys)","2.3.2.3","R03771"
"321","10676","(2R,3S)-3-isopropylmalate => 2-isopropylmaleate + H2O","NA","R04001"
"322","10676","2-isopropylmaleate + H2O => (2R,3S)-3-isopropylmalate","NA","R04001"
"323","10680","L-proline => D-proline","5.1.1.4","R01255"
"324","10680","D-proline => L-proline","5.1.1.4","R01255"
"325","10684","[protein]-O-phospho-L-tyrosine + H2O => [protein]-L-tyrosine + phosphate","3.1.3.48","R02585"
"326","10684","[protein]-L-tyrosine + phosphate => [protein]-O-phospho-L-tyrosine + H2O","3.1.3.48","R02585"
"327","10688","H2O + streptomycin 6-phosphate => phosphate + streptomycin","3.1.3.39","R02228"
"328","10688","phosphate + streptomycin => H2O + streptomycin 6-phosphate","3.1.3.39","R02228"
"329","10692","6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate + 3 O2 => 2 H2O + 2 H2O2 + H(+) + pyrroloquinoline quinone","1.3.3.11","R07353"
"330","10692","2 H2O + 2 H2O2 + H(+) + pyrroloquinoline quinone => 6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate + 3 O2","1.3.3.11","R07353"
"331","10696","a holo-[mycocerosate synthase] + a long-chain fatty acid + ATP => a long-chain acyl-[mycocerosate synthase] + AMP + diphosphate","6.2.1.49","NA"
"332","10696","a long-chain acyl-[mycocerosate synthase] + AMP + diphosphate => a holo-[mycocerosate synthase] + a long-chain fatty acid + ATP","6.2.1.49","NA"
"333","10700","H2O + limonene 1,2-epoxide => limonene-1,2-diol","3.3.2.8","R05784"
"334","10700","limonene-1,2-diol => H2O + limonene 1,2-epoxide","3.3.2.8","R05784"
"335","10704","L-valine + ATP + tRNA(Val) => L-valyl-tRNA(Val) + AMP + diphosphate","6.1.1.9","R03665"
"336","10704","L-valyl-tRNA(Val) + AMP + diphosphate => L-valine + ATP + tRNA(Val)","6.1.1.9","R03665"
"337","10708","alpha-D-glucose 1-phosphate + GTP + H(+) => diphosphate + GDP-D-glucose","2.7.7.34","R00954"
"338","10708","diphosphate + GDP-D-glucose => alpha-D-glucose 1-phosphate + GTP + H(+)","2.7.7.34","R00954"
"339","10712","L-phenylalanine + O2 => 2-phenylacetamide + CO2 + H2O","1.13.12.9","R00690"
"340","10712","2-phenylacetamide + CO2 + H2O => L-phenylalanine + O2","1.13.12.9","R00690"
"341","10716","D-glucose 6-phosphate => 1D-myo-inositol 3-phosphate","5.5.1.4","R07324"
"342","10716","1D-myo-inositol 3-phosphate => D-glucose 6-phosphate","5.5.1.4","R07324"
"343","10720","2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one + glutathione disulfide + H2O => 6-pyruvoyl-5,6,7,8-tetrahydropterin + 2 glutathione","1.5.4.1","R03984"
"344","10720","6-pyruvoyl-5,6,7,8-tetrahydropterin + 2 glutathione => 2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one + glutathione disulfide + H2O","1.5.4.1","R03984"
"345","10724","GDP-6-deoxy-alpha-D-talose + NADP(+) => GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH","1.1.1.135","R03398"
"346","10724","GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADPH => GDP-6-deoxy-alpha-D-talose + NADP(+)","1.1.1.135","R03398"
"347","10728","GDP-6-deoxy-alpha-D-talose + NAD(+) => GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADH","1.1.1.135","R03396"
"348","10728","GDP-4-dehydro-alpha-D-rhamnose + H(+) + NADH => GDP-6-deoxy-alpha-D-talose + NAD(+)","1.1.1.135","R03396"
"349","10732","D-firefly luciferin + ATP + O2 => AMP + CO2 + diphosphate + firefly oxyluciferin + hnu","1.13.12.7","R04036"
"350","10732","AMP + CO2 + diphosphate + firefly oxyluciferin + hnu => D-firefly luciferin + ATP + O2","1.13.12.7","R04036"
"351","10736","a primary alcohol + NAD(+) => an aldehyde + H(+) + NADH","1.1.1.1","R00623"
"352","10736","an aldehyde + H(+) + NADH => a primary alcohol + NAD(+)","1.1.1.1","R00623"
"353","10740","a secondary alcohol + NAD(+) => a ketone + H(+) + NADH","1.1.1.1","R00624"
"354","10740","a ketone + H(+) + NADH => a secondary alcohol + NAD(+)","1.1.1.1","R00624"
"355","10744","(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate + NAD(+) => 3,4-dihydroxybenzoate + CO2 + NADH","1.3.1.53","R01633"
"356","10744","3,4-dihydroxybenzoate + CO2 + NADH => (3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate + NAD(+)","1.3.1.53","R01633"
"357","10748","H(+) + hydrogencarbonate => CO2 + H2O","4.2.1.1","R00132"
"358","10748","CO2 + H2O => H(+) + hydrogencarbonate","4.2.1.1","R00132"
"359","10756","ATP + phosphate + pyruvate => AMP + diphosphate + H(+) + phosphoenolpyruvate","2.7.9.1","R00206"
"360","10756","AMP + diphosphate + H(+) + phosphoenolpyruvate => ATP + phosphate + pyruvate","2.7.9.1","R00206"
"361","10760","citrate => acetate + oxaloacetate","4.1.3.6","R00362"
"362","10760","acetate + oxaloacetate => citrate","4.1.3.6","R00362"
"363","10764","(2R,3S,4S)-leucocyanidin + 2-oxoglutarate + O2 => (4S)-2,3-dehydroleucocyanidin + CO2 + H2O + H(+) + succinate","1.14.11.19","R05723"
"364","10764","(4S)-2,3-dehydroleucocyanidin + CO2 + H2O + H(+) + succinate => (2R,3S,4S)-leucocyanidin + 2-oxoglutarate + O2","1.14.11.19","R05723"
"365","10768","(2R,3S,4S)-3,4-leucopelargonidin + 2-oxoglutarate + O2 => (4S)-2,3-dehydroleucopelargonidin + CO2 + H2O + H(+) + succinate","1.14.11.19","R07366"
"366","10768","(4S)-2,3-dehydroleucopelargonidin + CO2 + H2O + H(+) + succinate => (2R,3S,4S)-3,4-leucopelargonidin + 2-oxoglutarate + O2","1.14.11.19","R07366"
"367","10772","6-phospho-beta-D-glucosyl-(1->4)-D-glucose + H2O => D-glucose + D-glucose 6-phosphate","3.2.1.86","R00839"
"368","10772","D-glucose + D-glucose 6-phosphate => 6-phospho-beta-D-glucosyl-(1->4)-D-glucose + H2O","3.2.1.86","R00839"
"369","10776","(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NADP(+) => 3-(4-hydroxyphenyl)pyruvate + H(+) + NADPH","1.1.1.222","R03339"
"370","10776","3-(4-hydroxyphenyl)pyruvate + H(+) + NADPH => (2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NADP(+)","1.1.1.222","R03339"
"371","10780","(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NAD(+) => 3-(4-hydroxyphenyl)pyruvate + H(+) + NADH","1.1.1.222","R03337"
"372","10780","3-(4-hydroxyphenyl)pyruvate + H(+) + NADH => (2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate + NAD(+)","1.1.1.222","R03337"
"373","10784","2-oxoglutarate + [histone H3]-N(6)-methyl-L-lysine(36) + O2 => [histone H3]-L-lysine(36) + CO2 + formaldehyde + succinate","NA","R10056"
"374","10784","[histone H3]-L-lysine(36) + CO2 + formaldehyde + succinate => 2-oxoglutarate + [histone H3]-N(6)-methyl-L-lysine(36) + O2","NA","R10056"
"375","10788","2-dehydro-D-gluconate + ATP => 6-phospho-2-dehydro-D-gluconate + ADP + H(+)","2.7.1.13","R02658"
"376","10788","6-phospho-2-dehydro-D-gluconate + ADP + H(+) => 2-dehydro-D-gluconate + ATP","2.7.1.13","R02658"
"377","10792","5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + H(+) => 5-amino-1-(5-phospho-D-ribosyl)imidazole + CO2","4.1.1.21","R04209"
"378","10792","5-amino-1-(5-phospho-D-ribosyl)imidazole + CO2 => 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + H(+)","4.1.1.21","R04209"
"379","10796","albendazole + H(+) + NADPH + O2 => albendazole S-oxide + H2O + NADP(+)","1.14.13.32","R03712"
"380","10796","albendazole S-oxide + H2O + NADP(+) => albendazole + H(+) + NADPH + O2","1.14.13.32","R03712"
"381","10800","diphosphate + XMP => 5-phospho-alpha-D-ribose 1-diphosphate + xanthine","2.4.2.22","R02142"
"382","10800","5-phospho-alpha-D-ribose 1-diphosphate + xanthine => diphosphate + XMP","2.4.2.22","R02142"
"383","10804","(S)-allantoin => (R)-(-)-allantoin","5.1.99.3","R03925"
"384","10804","(R)-(-)-allantoin => (S)-allantoin","5.1.99.3","R03925"
"385","10808","(S)-2-hydroxypropylphosphonate + H2O2 => (1R,2S)-epoxypropylphosphonate + 2 H2O","1.11.1.23","R08863"
"386","10808","(1R,2S)-epoxypropylphosphonate + 2 H2O => (S)-2-hydroxypropylphosphonate + H2O2","1.11.1.23","R08863"
"387","10812","N-succinyl-L-glutamate 5-semialdehyde + H2O + NAD(+) => N-succinyl-L-glutamate + 2 H(+) + NADH","1.2.1.71","R05049"
"388","10812","N-succinyl-L-glutamate + 2 H(+) + NADH => N-succinyl-L-glutamate 5-semialdehyde + H2O + NAD(+)","1.2.1.71","R05049"
"389","10816","H2O + methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside => L-fucose + methyl beta-D-galactoside","3.2.1.63","R04270"
