"Abbreviation"	"Description"	"Reaction"	"Description_new"	"GPR"	"Lower bound"	"Upper bound"	"Objective"	"EC Number"	"References"	"KEGG ID"	"Subsystem_new"	"Subsystem_early_version"	"system_consistence"	"reaction_early_version"	"subsystem_consistence"	"reaction_consistence"
"r_0072"	"4-methyl-2-oxopentanoate decarboxylase"	"s_0291[c] + s_0794[c]  -> s_0234[c] + s_0456[c]"	"       "	"YDL080C"	"0"	"1000"	"0"	"4.1.1.-"	"12902239"	NA	"complex alcohol metabolism"	"complex alcohol metabolism"	TRUE	"4-methyl-2-oxopentanoate[c] + H+[c]  -> 3-methylbutanal[c] + carbon dioxide[c]"	TRUE	FALSE
"r_0073"	"4PP-IP5 depyrophosphorylation to IP6"	"s_0279[c] + s_0803[c]  <=> 2 s_0794[c] + s_1158[c] + s_1322[c]"	"          "	"( YLR410W or YOR163W )"	"-1000"	"1000"	"0"	"2.7.4.21; 2.7.4.24; 3.6.1.52; 3.6.1.60"	"17412958"	"R05779"	"inositol phosphate metabolism ( sce00562 )"	"inositol phosphate metabolism ( sce00562 )"	TRUE	"4-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c]  <=> 2 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c]"	TRUE	FALSE
"r_0074"	"4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4"	"s_0279[c] + s_0434[c] + 2 s_0794[c]  -> s_0263[c] + s_0394[c] + s_0803[c]"	"            "	"YDR017C"	"0"	"1000"	"0"	"2.7.4.21"	"17412958"	NA	"phosphatidylinositol signaling system ( sce04070 )"	"phosphatidylinositol signaling system ( sce04070 )"	TRUE	"4-diphospho-1D-myo-inositol pentakisphosphate[c] + ATP[c] + 2 H+[c]  -> 4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + ADP[c] + H2O[c]"	TRUE	FALSE
"r_0075"	"5'-methylthioadenosine phosphorylase"	"s_0303[c] + s_1322[c]  -> s_0383[c] + s_1422[c]"	"       "	"YLR017W"	"0"	"1000"	"0"	"2.4.2.28"	"14506228"	"R01402"	"cysteine and methionine metabolism ( sce00270 )"	"cysteine and methionine metabolism ( sce00270 )"	TRUE	"5'-S-methyl-5'-thioadenosine[c] + phosphate[c]  -> adenine[c] + S-methyl-5-thio-alpha-D-ribose 1-phosphate[c]"	TRUE	FALSE
"r_0076"	"5'-nucleotidase (CMP)"	"s_0526[c] + s_0803[c]  -> s_0543[c] + s_1322[c]"	"       "	"( YER037W or YGL224C )"	"0"	"1000"	"0"	"3.1.3.-"	"11934891; 23670538"	"R00511"	"nicotinate and nicotinamide metabolism ( sce00760 )"	"nicotinate and nicotinamide metabolism ( sce00760 )"	TRUE	"CMP[c] + H2O[c]  -> cytidine[c] + phosphate[c]"	TRUE	FALSE
"r_0077"	"5'-nucleotidase (IMP)"	"s_0803[c] + s_0849[c]  -> s_0856[c] + s_1322[c]"	"       "	"YOR155C"	"0"	"1000"	"0"	"3.1.3.99"	"12735798"	"R01126"	"purine metabolism ( sce00230 )"	"purine metabolism ( sce00230 )"	TRUE	"H2O[c] + IMP[c]  -> inosine[c] + phosphate[c]"	TRUE	FALSE
"r_0078"	"5'-nucleotidase (UMP)"	"s_0803[c] + s_1545[c]  -> s_1322[c] + s_1556[c]"	"       "	"( YER037W or YGL224C )"	"0"	"1000"	"0"	"3.1.3.-"	"11934891; 23670538"	"R00963"	"nicotinate and nicotinamide metabolism ( sce00760 )"	"nicotinate and nicotinamide metabolism ( sce00760 )"	TRUE	"H2O[c] + UMP[c]  -> phosphate[c] + uridine[c]"	TRUE	FALSE
"r_0079"	"5'-phosphoribosylformyl glycinamidine synthetase"	"s_0301[c] + s_0434[c] + s_0803[c] + s_0999[c]  -> s_0302[c] + s_0394[c] + s_0794[c] + s_0991[c] + s_1322[c]"	"                 "	"YGR061C"	"0"	"1000"	"0"	"6.3.5.3"	NA	"R04463"	"purine metabolism ( sce00230 )"	"purine metabolism ( sce00230 )"	TRUE	"5'-phosphoribosyl-N-formylglycineamide[c] + ATP[c] + H2O[c] + L-glutamine[c]  -> 5'-phosphoribosyl-N-formylglycineamidine[c] + ADP[c] + H+[c] + L-glutamate[c] + phosphate[c]"	TRUE	FALSE
"r_0080"	"5,10-methylenetetrahydrofolate reductase (NADPH)"	"s_0306[c] + 2 s_0794[c] + s_1212[c]  -> s_0322[c] + s_1207[c]"	"          "	"( YGL125W or YPL023C )"	"0"	"1000"	"0"	"1.5.1.20"	"21623372"	"R01224"	"one carbon pool by folate ( sce00670 )"	"one carbon pool by folate ( sce00670 )"	TRUE	"5,10-methylenetetrahydrofolate[c] + 2 H+[c] + NADPH[c]  -> 5-methyltetrahydrofolate[c] + NADP(+)[c]"	TRUE	FALSE
"r_0081"	"5-aminolevulinate synthase"	"s_0799[m] + s_1005[m] + s_1464[m]  -> s_0317[m] + s_0460[m] + s_0532[m]"	"           "	"YDR232W"	"0"	"1000"	"0"	"2.3.1.37"	NA	"R00830"	"porphyrin and chlorophyll metabolism ( sce00860 )"	"porphyrin and chlorophyll metabolism ( sce00860 )"	TRUE	"H+[m] + L-glycine[m] + succinyl-CoA[m]  -> 5-aminolevulinate[m] + carbon dioxide[m] + coenzyme A[m]"	TRUE	FALSE
"r_0082"	"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase"	"s_0318[c] + s_0803[c]  -> 2 s_0794[c] + s_1158[c] + s_1322[c]"	"          "	"YOR163W"	"0"	"1000"	"0"	"3.6.1.52; 3.6.1.60"	"10419486"	"R05779"	"inositol phosphate metabolism ( sce00562 )"	"inositol phosphate metabolism ( sce00562 )"	TRUE	"5-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c]  -> 2 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c]"	TRUE	FALSE
"r_0083"	"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase"	"s_0434[c] + s_0794[c] + s_1158[c]  -> s_0318[c] + s_0394[c]"	"         "	"YDR017C"	"0"	"1000"	"0"	"2.7.4.21"	"11956213"	"R09087"	"phosphatidylinositol signaling system ( sce04070 )"	"phosphatidylinositol signaling system ( sce04070 )"	TRUE	"ATP[c] + H+[c] + myo-inositol hexakisphosphate[c]  -> 5-diphospho-1D-myo-inositol pentakisphosphate[c] + ADP[c]"	TRUE	FALSE
"r_0084"	"5-formethyltetrahydrofolate cyclo-ligase"	"s_0319[c] + s_0434[c]  -> s_0304[c] + s_0394[c] + s_1322[c]"	"         "	"YER183C"	"0"	"1000"	"0"	"6.3.3.2"	NA	"R02301"	"one carbon pool by folate ( sce00670 )"	"one carbon pool by folate ( sce00670 )"	TRUE	"5-formyltetrahydrofolic acid[c] + ATP[c]  -> 5,10-methenyl-THF[c] + ADP[c] + phosphate[c]"	TRUE	FALSE
"r_0085"	"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase"	"s_0323[c] + s_1012[c]  -> s_1029[c] + s_1486[c]"	"       "	"YER091C"	"0"	"1000"	"0"	"2.1.1.14"	"3542720"	"R04405"	"cysteine and methionine metabolism ( sce00270 )"	"cysteine and methionine metabolism ( sce00270 )"	TRUE	"5-methyltetrahydropteroyltri-L-glutamic acid[c] + L-homocysteine[c]  -> L-methionine[c] + tetrahydropteroyltri-L-glutamic acid[c]"	TRUE	FALSE
"r_0086"	"5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase"	"s_1423[c]  -> s_0311[c] + s_0803[c]"	"     "	"YJR024C"	"0"	"1000"	"0"	NA	"14506228"	"R07392"	"cysteine and methionine metabolism ( sce00270 )"	"cysteine and methionine metabolism ( sce00270 )"	TRUE	"S-methyl-5-thio-D-ribulose 1-phosphate[c]  -> 5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + H2O[c]"	TRUE	FALSE
"r_0087"	"5-methylthioribose-1-phosphate isomerase"	"s_1422[c]  <=> s_1423[c]"	"   "	"YPR118W"	"-1000"	"1000"	"0"	NA	"14506228"	"R04420"	"cysteine and methionine metabolism ( sce00270 )"	"cysteine and methionine metabolism ( sce00270 )"	TRUE	"S-methyl-5-thio-alpha-D-ribose 1-phosphate[c]  <=> S-methyl-5-thio-D-ribulose 1-phosphate[c]"	TRUE	FALSE
"r_0088"	"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4"	"s_0318[c] + 2 s_0794[c] + s_1322[c]  <=> s_0263[c] + s_0803[c]"	"          "	"YLR410W"	"-1000"	"1000"	"0"	"2.7.4.21; 2.7.4.24"	"17412958"	NA	"inositol phosphate metabolism ( sce00562 )"	"inositol phosphate metabolism ( sce00562 )"	TRUE	"5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2 H+[c] + phosphate[c]  <=> 4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c]"	TRUE	FALSE
"r_0089"	"5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4"	"s_0318[c] + 2 s_0794[c] + s_1322[c]  <=> s_0309[c] + s_0803[c]"	"          "	"YLR410W"	"-1000"	"1000"	"0"	"2.7.4.21; 2.7.4.24"	"17412958"	NA	"inositol phosphate metabolism ( sce00562 )"	"inositol phosphate metabolism ( sce00562 )"	TRUE	"5-diphospho-1D-myo-inositol pentakisphosphate[c] + 2 H+[c] + phosphate[c]  <=> 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + H2O[c]"	TRUE	FALSE
"r_0090"	"6-phosphofructo-2-kinase"	"s_0434[c] + s_0557[c]  -> s_0394[c] + s_0442[c] + s_0794[c]"	"         "	"( YIL107C or YOL136C )"	"0"	"1000"	"0"	"2.7.1.105"	NA	NA	"fructose and mannose metabolism ( sce00051 )"	"fructose and mannose metabolism ( sce00051 )"	TRUE	"ATP[c] + D-fructose 6-phosphate[c]  -> ADP[c] + beta-D-fructose 2,6-bisphosphate[c] + H+[c]"	TRUE	FALSE
"r_0091"	"6-phosphogluconolactonase"	"s_0335[c] + s_0803[c]  -> s_0340[c] + s_0794[c]"	"       "	"( YGR248W or YHR163W )"	"0"	"1000"	"0"	"3.1.1.31"	"14454532"	"R02035"	"pentose phosphate pathway ( sce00030 )"	"pentose phosphate pathway ( sce00030 )"	TRUE	"6-O-phosphono-D-glucono-1,5-lactone[c] + H2O[c]  -> 6-phospho-D-gluconate[c] + H+[c]"	TRUE	FALSE
"r_0092"	"6PP-IP5 depyrophosphorylation to IP6"	"s_0333[c] + s_0803[c]  <=> 2 s_0794[c] + s_1158[c] + s_1322[c]"	"          "	"( YLR410W or YOR163W )"	"-1000"	"1000"	"0"	"2.7.4.21; 2.7.4.24; 3.6.1.52; 3.6.1.60"	"17412958"	"R05779"	"inositol phosphate metabolism ( sce00562 )"	"inositol phosphate metabolism ( sce00562 )"	TRUE	"6-diphospho-1D-myo-inositol pentakisphosphate[c] + H2O[c]  <=> 2 H+[c] + myo-inositol hexakisphosphate[c] + phosphate[c]"	TRUE	FALSE
"r_0093"	"6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4"	"s_0333[c] + s_0434[c] + 2 s_0794[c]  -> s_0309[c] + s_0394[c] + s_0803[c]"	"            "	"YDR017C"	"0"	"1000"	"0"	"2.7.4.21"	"17412958"	NA	"phosphatidylinositol signaling system ( sce04070 )"	"phosphatidylinositol signaling system ( sce04070 )"	TRUE	"6-diphospho-1D-myo-inositol pentakisphosphate[c] + ATP[c] + 2 H+[c]  -> 5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate[c] + ADP[c] + H2O[c]"	TRUE	FALSE
"r_0094"	"8-amino-7-oxononanoate synthase"	"s_0955[c] + s_1368[c]  -> s_0352[c] + s_0456[c] + s_0529[c] + 4 s_0794[c]"	"            "	"( YAR069W-A or YHR214W-F )"	"0"	"1000"	"0"	NA	"16269718"	"R03210"	"biotin metabolism ( sce00780 )"	"biotin metabolism ( sce00780 )"	TRUE	"L-alanine[c] + pimeloyl-CoA[c]  -> 8-amino-7-oxononanoate[c] + carbon dioxide[c] + coenzyme A[c] + 4 H+[c]"	TRUE	FALSE
"r_0095"	"acetaldehyde condensation"	"2 s_0359[c]  -> s_0020[c]"	"    "	"( YGR087C or YLR044C or YLR134W )"	"0"	"1000"	"0"	"4.1.1.-; 4.1.1.1; 4.1.1.43; 4.1.1.74"	"12902239"	NA	"other"	"acetoin and butanediol biosynthesis"	FALSE	"2 acetaldehyde[c]  -> (R)-acetoin[c]"	FALSE	FALSE
"r_0096"	"acetohydroxy acid isomeroreductase"	"s_0146[m] + s_0799[m] + s_1214[m]  -> s_0016[m] + s_1210[m]"	"         "	"YLR355C"	"0"	"1000"	"0"	"1.1.1.86"	"8972574"	NA	"valine, leucine and isoleucine metabolism"	"valine, leucine, and isoleucine metabolism"	FALSE	"2-acetyllactic acid[m] + H+[m] + NADPH[m]  -> (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]"	FALSE	FALSE
"r_0097"	"acetolactate synthase"	"s_0799[m] + 2 s_1401[m]  -> s_0146[m] + s_0460[m]"	"        "	"(( YCL009C and YMR108W ) or YMR108W )"	"0"	"1000"	"0"	"2.2.1.6"	"8972574"	"R00006"	"valine, leucine and isoleucine metabolism"	"valine, leucine, and isoleucine metabolism"	FALSE	"H+[m] + 2 pyruvate[m]  -> 2-acetyllactic acid[m] + carbon dioxide[m]"	FALSE	FALSE
"r_0099"	"acetyl-CoA ACP transacylase"	"s_0376[m] + s_1845[m]  <=> s_0372[m] + s_0532[m]"	"       "	"YKL192C"	"-1000"	"1000"	"0"	NA	"15387819"	"R01624"	"fatty acid biosynthesis ( sce00061 )"	"fatty acid biosynthesis ( sce00061 )"	TRUE	"acetyl-CoA[m] + ACP1[m]  <=> acetyl-ACP[m] + coenzyme A[m]"	TRUE	FALSE
"r_0100"	"acetyl-CoA C-acyltransferase (palmitoyl-CoA)"	"s_0250[p] + s_0534[p]  -> s_0378[p] + s_1305[p]"	"       "	"YIL160C"	"0"	"1000"	"0"	"2.3.1.16"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"3-oxooctadecanoyl-CoA[p] + coenzyme A[p]  -> acetyl-CoA[p] + palmitoyl-CoA[p]"	TRUE	FALSE
"r_0101"	"acetyl-CoA C-acyltransferase (tetracosanoyl-CoA)"	"s_0243[p] + s_0534[p]  -> s_0378[p] + s_1482[p]"	"       "	"YIL160C"	"0"	"1000"	"0"	"2.3.1.16"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"3-oxohexacosanoyl-CoA[p] + coenzyme A[p]  -> acetyl-CoA[p] + tetracosanoyl-CoA[p]"	TRUE	FALSE
"r_0102"	"acetyl-CoA C-acyltransferase (myristoyl-CoA)"	"s_0253[p] + s_0534[p]  -> s_0378[p] + s_1179[p]"	"       "	"YIL160C"	"0"	"1000"	"0"	"2.3.1.16"	NA	"R03991"	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"3-oxopalmitoyl-CoA[p] + coenzyme A[p]  -> acetyl-CoA[p] + myristoyl-CoA[p]"	TRUE	FALSE
"r_0103"	"acetyl-CoA C-acetyltransferase"	"2 s_0373[c]  <=> s_0367[c] + s_0529[c]"	"      "	"YPL028W"	"-1000"	"1000"	"0"	"2.3.1.9"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"2 acetyl-CoA[c]  -> acetoacetyl-CoA[c] + coenzyme A[c]"	TRUE	FALSE
"r_0104"	"acetyl-CoA C-acetyltransferase"	"2 s_0376[m]  <=> s_0370[m] + s_0532[m]"	"      "	"YPL028W"	"-1000"	"1000"	"0"	"2.3.1.9"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"2 acetyl-CoA[m]  -> acetoacetyl-CoA[m] + coenzyme A[m]"	TRUE	FALSE
"r_0105"	"acetyl-CoA C-acyltransferase (lauroyl-CoA)"	"s_0257[p] + s_0534[p]  -> s_0378[p] + s_1076[p]"	"       "	"YIL160C"	"0"	"1000"	"0"	"2.3.1.16"	NA	"R03858"	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"3-oxotetradecanoyl-CoA[p] + coenzyme A[p]  -> acetyl-CoA[p] + lauroyl-CoA[p]"	TRUE	FALSE
"r_0106"	"acetyl-CoA C-acyltransferase (octanoyl-CoA)"	"s_0239[p] + s_0534[p]  -> s_0378[p] + s_1258[p]"	"       "	"YIL160C"	"0"	"1000"	"0"	"2.3.1.16"	NA	"R03778"	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"3-oxodecanoyl-CoA[p] + coenzyme A[p]  -> acetyl-CoA[p] + octanoyl-CoA[p]"	TRUE	FALSE
"r_0107"	"acetyl-CoA C-acyltransferase (decanoyl-CoA)"	"s_0247[p] + s_0534[p]  -> s_0378[p] + s_0605[p]"	"       "	"YIL160C"	"0"	"1000"	"0"	"2.3.1.16"	NA	"R04742"	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"3-oxolauroyl-CoA[p] + coenzyme A[p]  -> acetyl-CoA[p] + decanoyl-CoA[p]"	TRUE	FALSE
"r_0108"	"acetyl-Coa carboxylase"	"s_0376[m] + s_0437[m] + s_0447[m]  -> s_0397[m] + s_0799[m] + s_1104[m] + s_1326[m]"	"             "	"YMR207C"	"0"	"1000"	"0"	"6.3.4.14; 6.4.1.2"	"14761959"	"R00742"	"fatty acid biosynthesis ( sce00061 )"	"fatty acid biosynthesis ( sce00061 )"	TRUE	"acetyl-CoA[m] + ATP[m] + bicarbonate[m]  -> ADP[m] + H+[m] + malonyl-CoA[m] + phosphate[m]"	TRUE	FALSE
"r_0109"	"acetyl-CoA carboxylase, reaction"	"s_0373[c] + s_0434[c] + s_0445[c]  -> s_0394[c] + s_0794[c] + s_1101[c] + s_1322[c]"	"             "	"( YDL141W and YNR016C )"	"0"	"1000"	"0"	"6.3.4.14"	NA	"R00742"	"fatty acid biosynthesis ( sce00061 )"	"fatty acid biosynthesis ( sce00061 )"	TRUE	"acetyl-CoA[c] + ATP[c] + bicarbonate[c]  -> ADP[c] + H+[c] + malonyl-CoA[c] + phosphate[c]"	TRUE	FALSE
"r_0111"	"acetyl-CoA hydrolase"	"s_0376[m] + s_0807[m]  -> s_0365[m] + s_0532[m] + s_0799[m]"	"         "	"YBL015W"	"0"	"1000"	"0"	"3.1.2.1"	NA	"R00227"	"pyruvate metabolism ( sce00620 )"	"pyruvate metabolism ( sce00620 )"	TRUE	"acetyl-CoA[m] + H2O[m]  -> acetate[m] + coenzyme A[m] + H+[m]"	TRUE	FALSE
"r_0112"	"acetyl-CoA synthetase"	"s_0362[c] + s_0434[c] + s_0529[c]  -> s_0373[c] + s_0423[c] + s_0633[c]"	"           "	"( YAL054C or YLR153C )"	"0"	"1000"	"0"	"6.2.1.1"	"8910545"	"R00235"	"pyruvate metabolism ( sce00620 )"	"pyruvate metabolism ( sce00620 )"	TRUE	"acetate[c] + ATP[c] + coenzyme A[c]  -> acetyl-CoA[c] + AMP[c] + diphosphate[c]"	TRUE	FALSE
"r_0113"	"acetyl-CoA synthetase"	"s_0365[m] + s_0437[m] + s_0532[m]  -> s_0376[m] + s_0424[m] + s_0636[m]"	"           "	"YAL054C"	"0"	"1000"	"0"	"6.2.1.1"	NA	"R00235"	"pyruvate metabolism ( sce00620 )"	"pyruvate metabolism ( sce00620 )"	TRUE	"acetate[m] + ATP[m] + coenzyme A[m]  -> acetyl-CoA[m] + AMP[m] + diphosphate[m]"	TRUE	FALSE
"r_0114"	"acetyl-CoA synthetase nuclear"	"s_0366[n] + s_0438[n] + s_0533[n]  -> s_0377[n] + s_0425[n] + s_0637[n]"	"           "	"YLR153C"	"0"	"1000"	"0"	"6.2.1.1"	"16857587"	"R00235"	"pyruvate metabolism ( sce00620 )"	"pyruvate metabolism ( sce00620 )"	TRUE	"acetate[n] + ATP[n] + coenzyme A[n]  -> acetyl-CoA[n] + AMP[n] + diphosphate[n]"	TRUE	FALSE
"r_0115"	"acetylglutamate kinase"	"s_0437[m] + s_1192[m]  -> s_0397[m] + s_1191[m]"	"       "	"YER069W"	"0"	"1000"	"0"	"1.2.1.38; 2.7.2.8"	NA	"R02649"	"arginine biosynthesis ( sce00220 )"	"arginine biosynthesis ( sce00220 )"	TRUE	"ATP[m] + N-acetyl-L-glutamate[m]  -> ADP[m] + N-acetyl-L-gamma-glutamyl phosphate[m]"	TRUE	FALSE
"r_0116"	"acid phosphatase (secreted)"	"s_0715[e] + s_0805[e]  -> s_1324[e] + s_1406[e]"	"       "	"( YBR093C or YAR071W or YBR092C or YHR215W )"	"0"	"1000"	"0"	"3.1.3.2"	"13405892"	"R00548"	"riboflavin metabolism ( sce00740 )"	"riboflavin metabolism ( sce00740 )"	TRUE	"FMN[e] + H2O[e]  -> phosphate[e] + riboflavin[e]"	TRUE	FALSE
"r_0117"	"aconitase"	"s_0174[m]  <=> s_0012[m]"	"   "	"YPR002W"	"-1000"	"1000"	"0"	"4.2.1.79"	"16332871"	NA	"propanoate metabolism ( sce00640 )"	"propanoate metabolism ( sce00640 )"	TRUE	"2-methylcitrate[m]  <=> (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid[m]"	TRUE	FALSE
"r_0118"	"acteylornithine transaminase"	"s_0145[m] + s_0993[m]  -> s_0182[m] + s_1182[m]"	"       "	"YOL140W"	"0"	"1000"	"0"	"2.6.1.11"	NA	"R02283"	"arginine biosynthesis ( sce00220 )"	"arginine biosynthesis ( sce00220 )"	TRUE	"2-acetamido-5-oxopentanoate[m] + L-glutamate[m]  -> 2-oxoglutarate[m] + N(2)-acetyl-L-ornithine[m]"	TRUE	FALSE
"r_0119"	"acyl carrier protein synthase"	"s_0532[m] + s_0807[m]  -> s_0392[m] + 2 s_0799[m] + s_1308[m]"	"          "	"YPL148C"	"0"	"1000"	"0"	"2.7.8.7"	NA	NA	"pantothenate and coa biosynthesis ( sce00770 )"	"pantothenate and coa biosynthesis ( sce00770 )"	TRUE	"coenzyme A[m] + H2O[m]  -> adenosine 3',5'-bismonophosphate[m] + 2 H+[m] + pantetheine 4'-phosphate[m]"	TRUE	FALSE
"r_0120"	"acyl-CoA oxidase (decanoyl-CoA)"	"s_0605[p] + s_1279[p]  -> s_0840[p] + s_1507[p]"	"       "	"YGL205W"	"0"	"1000"	"0"	"1.3.3.6"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"decanoyl-CoA[p] + oxygen[p]  -> hydrogen peroxide[p] + trans-dec-2-enoyl-CoA[p]"	TRUE	FALSE
"r_0121"	"acyl-CoA oxidase (dodecanoyl-CoA)"	"s_1076[p] + s_1279[p]  -> s_0840[p] + s_1510[p]"	"       "	"YGL205W"	"0"	"1000"	"0"	"1.3.3.6"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"lauroyl-CoA[p] + oxygen[p]  -> hydrogen peroxide[p] + trans-dodec-2-enoyl-CoA[p]"	TRUE	FALSE
"r_0122"	"acyl-CoA oxidase (hexacosanoyl-CoA)"	"s_0819[p] + s_1279[p]  -> s_0840[p] + s_1513[p]"	"       "	"YGL205W"	"0"	"1000"	"0"	"1.3.3.6"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"hexacosanoyl-CoA[p] + oxygen[p]  -> hydrogen peroxide[p] + trans-hexacos-2-enoyl-CoA[p]"	TRUE	FALSE
"r_0123"	"acyl-CoA oxidase (hexadecanoyl-CoA)"	"s_1279[p] + s_1305[p]  -> s_0823[p] + s_0840[p]"	"       "	"YGL205W"	"0"	"1000"	"0"	"1.3.3.6"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"oxygen[p] + palmitoyl-CoA[p]  -> hexadec-2-enoyl-CoA[p] + hydrogen peroxide[p]"	TRUE	FALSE
"r_0124"	"acyl-CoA oxidase (octadecanoyl-CoA)"	"s_1279[p] + s_1457[p]  -> s_0840[p] + s_1516[p]"	"       "	"YGL205W"	"0"	"1000"	"0"	"1.3.3.6"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"oxygen[p] + stearoyl-CoA[p]  -> hydrogen peroxide[p] + trans-octadec-2-enoyl-CoA[p]"	TRUE	FALSE
"r_0125"	"acyl-CoA oxidase (tetradecanoyl-CoA)"	"s_1179[p] + s_1279[p]  -> s_0840[p] + s_1519[p]"	"       "	"YGL205W"	"0"	"1000"	"0"	"1.3.3.6"	NA	NA	"fatty acid degradation ( sce00071 )"	"fatty acid degradation ( sce00071 )"	TRUE	"myristoyl-CoA[p] + oxygen[p]  -> hydrogen peroxide[p] + trans-tetradec-2-enoyl-CoA[p]"	TRUE	FALSE
"r_0126"	"acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane"	"s_2821[erm] + s_3432[erm]  <=> s_2785[erm] + s_3433[erm]"	"       "	"YCR048W"	"-1000"	"1000"	"0"	"2.3.1.26"	"10672016"	NA	"steroid biosynthesis ( sce00100 )"	"steroid biosynthesis ( sce00100 )"	TRUE	"oleoyl-CoA[erm] + episterol[erm]  <=> coenzyme A[erm] + episteryl oleate[erm]"	TRUE	FALSE
"r_0127"	"acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane"	"s_2821[erm] + s_3441[erm]  <=> s_2785[erm] + s_3442[erm]"	"       "	"( YCR048W or YNR019W )"	"-1000"	"1000"	"0"	"2.3.1.26"	"10672016"	NA	"steroid biosynthesis ( sce00100 )"	"steroid biosynthesis ( sce00100 )"	TRUE	"oleoyl-CoA[erm] + ergosterol[erm]  <=> coenzyme A[erm] + ergosteryl oleate[erm]"	TRUE	FALSE
"r_0128"	"acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane"	"s_2821[erm] + s_3435[erm]  <=> s_2785[erm] + s_3436[erm]"	"       "	"YCR048W"	"-1000"	"1000"	"0"	"2.3.1.26"	"10672016"	NA	"steroid biosynthesis ( sce00100 )"	"steroid biosynthesis ( sce00100 )"	TRUE	"oleoyl-CoA[erm] + fecosterol[erm]  <=> coenzyme A[erm] + fecosteryl oleate[erm]"	TRUE	FALSE
"r_0129"	"acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane"	"s_2821[erm] + s_3438[erm]  <=> s_2785[erm] + s_3439[erm]"	"       "	"YCR048W"	"-1000"	"1000"	"0"	"2.3.1.26"	"10672016"	NA	"steroid biosynthesis ( sce00100 )"	"steroid biosynthesis ( sce00100 )"	TRUE	"oleoyl-CoA[erm] + lanosterol[erm]  <=> coenzyme A[erm] + lanosteryl oleate[erm]"	TRUE	FALSE
"r_0130"	"acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane"	"s_2821[erm] + s_3444[erm]  <=> s_2785[erm] + s_3445[erm]"	"       "	"YCR048W"	"-1000"	"1000"	"0"	"2.3.1.26"	"10672016"	NA	"steroid biosynthesis ( sce00100 )"	"steroid biosynthesis ( sce00100 )"	TRUE	"oleoyl-CoA[erm] + zymosterol[erm]  <=> coenzyme A[erm] + zymosteryl oleate[erm]"	TRUE	FALSE
