"gene"	"reaction_biocyc"	"sign"
"YBR133C"	"S-adenosyl-L-methionine + [histone]-L-arginine => S-adenosyl-L-homocysteine + [histone]-Nomega-methyl-arginine + 2 H+"	"NO"
"YJR051W"	"succinate + NAD+ = fumarate + NADH + H+"	"NO"
"YDL024C"	"thiamine phosphate + H2O => thiamine + phosphate"	"NO"
"YOR286W"	"thiosulfate + 2 a thiol = sulfite + hydrogen sulfide + a disulfide + H+"	"NO"
"YOR251C"	"thiosulfate + hydrogen cyanide => sulfite + thiocyanate + 2 H+"	"NO"
"YOR285W"	"thiosulfate + hydrogen cyanide => sulfite + thiocyanate + 2 H+"	"NO"
"YDL086W"	"trans-dienelactone + H2O => 2-maleylacetate + H+"	"NO"
"YGR101W"	"type-1 transmembrane domains + H2O => cleaved type-1 transmembrane domains"	"NO"
"YMR306W"	"UDP-alpha-D-glucose + 1,3-beta-D-glucan(n) => 1,3-beta-D-glucan(n+1) + UDP"	"NO"
"YLR330W"	"UDP-N-acetyl-alpha-D-glucosamine + [1,4-(N-acetyl-beta-D-glucosaminyl)]n => UDP + [1,4-(N-acetyl-beta-D-glucosaminyl)](n+1)"	"NO"
"YDR020C"	"uridine + ATP => UMP + ADP + H+"	"NO"
"YDR020C"	"uridine + GTP => UMP + GDP + H+"	"NO"
"YGL064C"	"wound RNA + ATP + H2O = an unwound RNA + ADP + phosphate + H+"	"NO"
"YKL078W"	"wound RNA + ATP + H2O = an unwound RNA + ADP + phosphate + H+"	"NO"
"YJR156C"	"[an HMP-P synthase]-L-histidine + pyridoxal 5'-phosphate => 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + an HMP-P synthase"	"NO"
"YNL332W"	"[an HMP-P synthase]-L-histidine + pyridoxal 5'-phosphate => 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + an HMP-P synthase"	"NO"
"YDL244W"	"[an HMP-P synthase]-L-histidine + pyridoxal 5'-phosphate => 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + an HMP-P synthase"	"NO"
"YFL058W"	"[an HMP-P synthase]-L-histidine + pyridoxal 5'-phosphate => 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + an HMP-P synthase"	"NO"
