met	reaction	formula	MNX_ID	reactant	product	common_met_num
Rh17	1 MNXM134@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM78@MNXD1	1 `L-histidine` + 1 `L-lysine` = 1 `L-histidine` + 1 `L-lysine`	MNXR105608	1 `L-histidine` + 1 `L-lysine` 	 1 `L-histidine` + 1 `L-lysine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM89689@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM89689@MNXD1	1 `L-histidine` + 1 `L-ornithine` = 1 `L-histidine` + 1 `L-ornithine`	MNXR105612	1 `L-histidine` + 1 `L-ornithine` 	 1 `L-histidine` + 1 `L-ornithine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM211@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM211@MNXD1	1 `L-histidine` + 1 `L-citrulline` = 1 `L-histidine` + 1 `L-citrulline`	MNXR105613	1 `L-histidine` + 1 `L-citrulline` 	 1 `L-histidine` + 1 `L-citrulline`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `glycine` = 1 `L-histidine` + 1 `Na(+)` + 1 `glycine`	MNXR105827	1 `L-histidine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `glycine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-alanine`	MNXR105832	1 `L-histidine` + 1 `Na(+)` + 1 `L-alanine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-alanine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM37@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM37@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-glutamine` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-glutamine`	MNXR105837	1 `L-histidine` + 1 `Na(+)` + 1 `L-glutamine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-glutamine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-serine`	MNXR105841	1 `L-histidine` + 1 `Na(+)` + 1 `L-serine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-serine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-methionine`	MNXR105846	1 `L-histidine` + 1 `Na(+)` + 1 `L-methionine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-methionine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-tryptophan`	MNXR105851	1 `L-histidine` + 1 `Na(+)` + 1 `L-tryptophan` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-tryptophan`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-phenylalanine`	MNXR105856	1 `L-histidine` + 1 `Na(+)` + 1 `L-phenylalanine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-phenylalanine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-tyrosine`	MNXR105861	1 `L-histidine` + 1 `Na(+)` + 1 `L-tyrosine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-tyrosine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM55@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM55@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-cysteine` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-cysteine`	MNXR105866	1 `L-histidine` + 1 `Na(+)` + 1 `L-cysteine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-cysteine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM140@MNXD1 + 1 MNXM27@MNXD1	1 `L-histidine` + 1 `L-leucine` + 1 `Na(+)` = 1 `L-histidine` + 1 `L-leucine` + 1 `Na(+)`	MNXR105871	1 `L-histidine` + 1 `L-leucine` + 1 `Na(+)` 	 1 `L-histidine` + 1 `L-leucine` + 1 `Na(+)`	3
Rh17	1 MNXM114@MNXD1 + 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM134@MNXD1 + 1 MNXM27@MNXD2	1 `L-proline` + 1 `L-histidine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-histidine` + 1 `Na(+)`	MNXR105876	1 `L-proline` + 1 `L-histidine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-histidine` + 1 `Na(+)`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD1	1 `L-histidine` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-histidine` + 1 `L-asparagine` + 1 `Na(+)`	MNXR105881	1 `L-histidine` + 1 `L-asparagine` + 1 `Na(+)` 	 1 `L-histidine` + 1 `L-asparagine` + 1 `Na(+)`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1	1 `L-histidine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-histidine` + 1 `L-valine` + 1 `Na(+)`	MNXR105886	1 `L-histidine` + 1 `L-valine` + 1 `Na(+)` 	 1 `L-histidine` + 1 `L-valine` + 1 `Na(+)`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM142@MNXD1 + 1 MNXM27@MNXD1	1 `L-histidine` + 1 `L-threonine` + 1 `Na(+)` = 1 `L-histidine` + 1 `L-threonine` + 1 `Na(+)`	MNXR105891	1 `L-histidine` + 1 `L-threonine` + 1 `Na(+)` 	 1 `L-histidine` + 1 `L-threonine` + 1 `Na(+)`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD1	1 `L-histidine` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-histidine` + 1 `Na(+)` + 1 `L-homoserine`	MNXR105896	1 `L-histidine` + 1 `Na(+)` + 1 `L-homoserine` 	 1 `L-histidine` + 1 `Na(+)` + 1 `L-homoserine`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD1	1 `L-histidine` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-histidine` + 1 `L-isoleucine` + 1 `Na(+)`	MNXR105901	1 `L-histidine` + 1 `L-isoleucine` + 1 `Na(+)` 	 1 `L-histidine` + 1 `L-isoleucine` + 1 `Na(+)`	3
Rh17	1 MNXM134@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM29@MNXD1	1 `L-histidine` + 1 `glycine` = 1 `L-histidine` + 1 `glycine`	MNXR105949	1 `L-histidine` + 1 `glycine` 	 1 `L-histidine` + 1 `glycine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM32@MNXD1	1 `L-histidine` + 1 `L-alanine` = 1 `L-histidine` + 1 `L-alanine`	MNXR105950	1 `L-histidine` + 1 `L-alanine` 	 1 `L-histidine` + 1 `L-alanine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM37@MNXD1	1 `L-histidine` + 1 `L-glutamine` = 1 `L-histidine` + 1 `L-glutamine`	MNXR105951	1 `L-histidine` + 1 `L-glutamine` 	 1 `L-histidine` + 1 `L-glutamine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM53@MNXD1	1 `L-histidine` + 1 `L-serine` = 1 `L-histidine` + 1 `L-serine`	MNXR105952	1 `L-histidine` + 1 `L-serine` 	 1 `L-histidine` + 1 `L-serine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM61@MNXD1	1 `L-histidine` + 1 `L-methionine` = 1 `L-histidine` + 1 `L-methionine`	MNXR105953	1 `L-histidine` + 1 `L-methionine` 	 1 `L-histidine` + 1 `L-methionine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM94@MNXD1	1 `L-histidine` + 1 `L-tryptophan` = 1 `L-histidine` + 1 `L-tryptophan`	MNXR105954	1 `L-histidine` + 1 `L-tryptophan` 	 1 `L-histidine` + 1 `L-tryptophan`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM97@MNXD1	1 `L-histidine` + 1 `L-phenylalanine` = 1 `L-histidine` + 1 `L-phenylalanine`	MNXR105955	1 `L-histidine` + 1 `L-phenylalanine` 	 1 `L-histidine` + 1 `L-phenylalanine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM76@MNXD1	1 `L-histidine` + 1 `L-tyrosine` = 1 `L-histidine` + 1 `L-tyrosine`	MNXR105956	1 `L-histidine` + 1 `L-tyrosine` 	 1 `L-histidine` + 1 `L-tyrosine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM55@MNXD1	1 `L-histidine` + 1 `L-cysteine` = 1 `L-histidine` + 1 `L-cysteine`	MNXR105957	1 `L-histidine` + 1 `L-cysteine` 	 1 `L-histidine` + 1 `L-cysteine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM140@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM140@MNXD1	1 `L-histidine` + 1 `L-leucine` = 1 `L-histidine` + 1 `L-leucine`	MNXR105958	1 `L-histidine` + 1 `L-leucine` 	 1 `L-histidine` + 1 `L-leucine`	2
Rh17	1 MNXM114@MNXD1 + 1 MNXM134@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM134@MNXD1	1 `L-proline` + 1 `L-histidine` = 1 `L-proline` + 1 `L-histidine`	MNXR105959	1 `L-proline` + 1 `L-histidine` 	 1 `L-proline` + 1 `L-histidine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM147@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM147@MNXD1	1 `L-histidine` + 1 `L-asparagine` = 1 `L-histidine` + 1 `L-asparagine`	MNXR105960	1 `L-histidine` + 1 `L-asparagine` 	 1 `L-histidine` + 1 `L-asparagine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM199@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM199@MNXD1	1 `L-histidine` + 1 `L-valine` = 1 `L-histidine` + 1 `L-valine`	MNXR105961	1 `L-histidine` + 1 `L-valine` 	 1 `L-histidine` + 1 `L-valine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM142@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM142@MNXD1	1 `L-histidine` + 1 `L-threonine` = 1 `L-histidine` + 1 `L-threonine`	MNXR105962	1 `L-histidine` + 1 `L-threonine` 	 1 `L-histidine` + 1 `L-threonine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM353@MNXD1	1 `L-histidine` + 1 `L-homoserine` = 1 `L-histidine` + 1 `L-homoserine`	MNXR105963	1 `L-histidine` + 1 `L-homoserine` 	 1 `L-histidine` + 1 `L-homoserine`	2
Rh17	1 MNXM134@MNXD1 + 1 MNXM231@MNXD2 = 1 MNXM134@MNXD2 + 1 MNXM231@MNXD1	1 `L-histidine` + 1 `L-isoleucine` = 1 `L-histidine` + 1 `L-isoleucine`	MNXR105964	1 `L-histidine` + 1 `L-isoleucine` 	 1 `L-histidine` + 1 `L-isoleucine`	2
Rh17	1 MNXM01@MNXD1 + 1 MNXM134@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM134@MNXD2 + 1 MNXM78@MNXD1	1 `H(+)` + 1 `L-histidine` + 1 `L-lysine` = 1 `H(+)` + 1 `L-histidine` + 1 `L-lysine`	MNXR106277	1 `H(+)` + 1 `L-histidine` + 1 `L-lysine` 	 1 `H(+)` + 1 `L-histidine` + 1 `L-lysine`	3
Rh17	1 MNXM01@MNXD1 + 1 MNXM134@MNXD1 + 1 MNXM89689@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM134@MNXD2 + 1 MNXM89689@MNXD1	1 `H(+)` + 1 `L-histidine` + 1 `L-ornithine` = 1 `H(+)` + 1 `L-histidine` + 1 `L-ornithine`	MNXR106284	1 `H(+)` + 1 `L-histidine` + 1 `L-ornithine` 	 1 `H(+)` + 1 `L-histidine` + 1 `L-ornithine`	3
Rh17	1 MNXM01@MNXD1 + 1 MNXM134@MNXD2 + 1 MNXM78@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM134@MNXD1 + 1 MNXM78@MNXD2	1 `H(+)` + 1 `L-histidine` + 1 `L-lysine` = 1 `H(+)` + 1 `L-histidine` + 1 `L-lysine`	MNXR106285	1 `H(+)` + 1 `L-histidine` + 1 `L-lysine` 	 1 `H(+)` + 1 `L-histidine` + 1 `L-lysine`	3
Rh17	1 MNXM01@MNXD1 + 1 MNXM134@MNXD2 + 1 MNXM89689@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM134@MNXD1 + 1 MNXM89689@MNXD2	1 `H(+)` + 1 `L-histidine` + 1 `L-ornithine` = 1 `H(+)` + 1 `L-histidine` + 1 `L-ornithine`	MNXR106287	1 `H(+)` + 1 `L-histidine` + 1 `L-ornithine` 	 1 `H(+)` + 1 `L-histidine` + 1 `L-ornithine`	3
Rh17	1 MNXM01@MNXD1 + 1 MNXM134@MNXD2 + 1 MNXM211@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM134@MNXD1 + 1 MNXM211@MNXD2	1 `H(+)` + 1 `L-histidine` + 1 `L-citrulline` = 1 `H(+)` + 1 `L-histidine` + 1 `L-citrulline`	MNXR106288	1 `H(+)` + 1 `L-histidine` + 1 `L-citrulline` 	 1 `H(+)` + 1 `L-histidine` + 1 `L-citrulline`	3
Rh17	1 MNXM01@MNXD1 + 1 MNXM134@MNXD1 + 1 MNXM211@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM134@MNXD2 + 1 MNXM211@MNXD1	1 `H(+)` + 1 `L-histidine` + 1 `L-citrulline` = 1 `H(+)` + 1 `L-histidine` + 1 `L-citrulline`	MNXR106291	1 `H(+)` + 1 `L-histidine` + 1 `L-citrulline` 	 1 `H(+)` + 1 `L-histidine` + 1 `L-citrulline`	3
Rh17	2 MNXM01@MNXD1 + 2 MNXM134@MNXD1 = 2 MNXM01@MNXD2 + 2 MNXM134@MNXD2	2 `H(+)` + 2 `L-histidine` = 2 `H(+)` + 2 `L-histidine`	MNXR118831	2 `H(+)` + 2 `L-histidine` 	 2 `H(+)` + 2 `L-histidine`	2
Rh17	1 MNXM134@MNXD2 + 1 MNXM2@MNXD2 + 1 MNXM3@MNXD2 = 1 MNXM1@MNXD2 + 1 MNXM134@MNXD1 + 1 MNXM7@MNXD2 + 1 MNXM9@MNXD2	1 `L-histidine` + 1 `H2O` + 1 `ATP` = 1 `H(+)` + 1 `L-histidine` + 1 `ADP` + 1 `phosphate`	MNXR126433	1 `L-histidine` + 1 `H2O` + 1 `ATP` 	 1 `H(+)` + 1 `L-histidine` + 1 `ADP` + 1 `phosphate`	1
Rh18	1 MNXM01@MNXD1 + 1 MNXM78@MNXD1 + 1 MNXM943@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM78@MNXD2 + 1 MNXM943@MNXD1	1 `H(+)` + 1 `L-lysine` + 1 `cadaverine` = 1 `H(+)` + 1 `L-lysine` + 1 `cadaverine`	MNXR96445	1 `H(+)` + 1 `L-lysine` + 1 `cadaverine` 	 1 `H(+)` + 1 `L-lysine` + 1 `cadaverine`	3
Rh18	1 MNXM78@MNXD1 = 1 MNXM78@BOUNDARY	1 `L-lysine` = 1 `L-lysine`	MNXR98724	1 `L-lysine` 	 1 `L-lysine`	1
Rh18	2 MNXM27@MNXD1 + 1 MNXM43@MNXD1 + 1 MNXM78@MNXD1 = 2 MNXM27@MNXD2 + 1 MNXM43@MNXD2 + 1 MNXM78@MNXD2	2 `Na(+)` + 1 `chloride` + 1 `L-lysine` = 2 `Na(+)` + 1 `chloride` + 1 `L-lysine`	MNXR101255	2 `Na(+)` + 1 `chloride` + 1 `L-lysine` 	 2 `Na(+)` + 1 `chloride` + 1 `L-lysine`	3
Rh18	1 MNXM1@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM78@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM78@MNXD2	1 `H(+)` + 1 `ADP` + 1 `L-lysine` + 1 `phosphate` = 1 `H2O` + 1 `ATP` + 1 `L-lysine`	MNXR101265	1 `H(+)` + 1 `ADP` + 1 `L-lysine` + 1 `phosphate` 	 1 `H2O` + 1 `ATP` + 1 `L-lysine`	1
Rh18	1 MNXM01@MNXD1 + 1 MNXM78@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM78@MNXD2	1 `H(+)` + 1 `L-lysine` = 1 `H(+)` + 1 `L-lysine`	MNXR101266	1 `H(+)` + 1 `L-lysine` 	 1 `H(+)` + 1 `L-lysine`	2
Rh18	1 MNXM01@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM78@MNXD1	1 `H(+)` + 1 `L-lysine` = 1 `H(+)` + 1 `L-lysine`	MNXR101267	1 `H(+)` + 1 `L-lysine` 	 1 `H(+)` + 1 `L-lysine`	2
Rh18	1 MNXM27@MNXD1 + 1 MNXM78@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM78@MNXD2	1 `Na(+)` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-lysine`	MNXR101268	1 `Na(+)` + 1 `L-lysine` 	 1 `Na(+)` + 1 `L-lysine`	2
Rh18	1 MNXM78@MNXD1 = 1 MNXM78@MNXD2	1 `L-lysine` = 1 `L-lysine`	MNXR101269	1 `L-lysine` 	 1 `L-lysine`	1
Rh18	1 MNXM27@MNXD1 + 1 MNXM53@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM53@MNXD2 + 1 MNXM78@MNXD1	1 `Na(+)` + 1 `L-serine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-serine` + 1 `L-lysine`	MNXR104345	1 `Na(+)` + 1 `L-serine` + 1 `L-lysine` 	 1 `Na(+)` + 1 `L-serine` + 1 `L-lysine`	3
Rh18	1 MNXM78@MNXD1 + 1 MNXM89689@MNXD2 = 1 MNXM78@MNXD2 + 1 MNXM89689@MNXD1	1 `L-lysine` + 1 `L-ornithine` = 1 `L-lysine` + 1 `L-ornithine`	MNXR105607	1 `L-lysine` + 1 `L-ornithine` 	 1 `L-lysine` + 1 `L-ornithine`	2
Rh18	1 MNXM211@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM211@MNXD2 + 1 MNXM78@MNXD1	1 `L-citrulline` + 1 `L-lysine` = 1 `L-citrulline` + 1 `L-lysine`	MNXR105609	1 `L-citrulline` + 1 `L-lysine` 	 1 `L-citrulline` + 1 `L-lysine`	2
Rh18	1 MNXM27@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD2 + 1 MNXM78@MNXD1	1 `Na(+)` + 1 `glycine` + 1 `L-lysine` = 1 `Na(+)` + 1 `glycine` + 1 `L-lysine`	MNXR105824	1 `Na(+)` + 1 `glycine` + 1 `L-lysine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-lysine`	3
Rh18	1 MNXM27@MNXD1 + 1 MNXM32@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD2 + 1 MNXM78@MNXD1	1 `Na(+)` + 1 `L-alanine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-lysine`	MNXR105829	1 `Na(+)` + 1 `L-alanine` + 1 `L-lysine` 	 1 `Na(+)` + 1 `L-alanine` + 1 `L-lysine`	3
Rh18	1 MNXM27@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM37@MNXD2 + 1 MNXM78@MNXD1	1 `Na(+)` + 1 `L-glutamine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-glutamine` + 1 `L-lysine`	MNXR105834	1 `Na(+)` + 1 `L-glutamine` + 1 `L-lysine` 	 1 `Na(+)` + 1 `L-glutamine` + 1 `L-lysine`	3
Rh18	1 MNXM27@MNXD1 + 1 MNXM61@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM61@MNXD2 + 1 MNXM78@MNXD1	1 `Na(+)` + 1 `L-methionine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-methionine` + 1 `L-lysine`	MNXR105843	1 `Na(+)` + 1 `L-methionine` + 1 `L-lysine` 	 1 `Na(+)` + 1 `L-methionine` + 1 `L-lysine`	3
Rh18	1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 + 1 MNXM94@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1 + 1 MNXM94@MNXD2	1 `Na(+)` + 1 `L-lysine` + 1 `L-tryptophan` = 1 `Na(+)` + 1 `L-lysine` + 1 `L-tryptophan`	MNXR105848	1 `Na(+)` + 1 `L-lysine` + 1 `L-tryptophan` 	 1 `Na(+)` + 1 `L-lysine` + 1 `L-tryptophan`	3
Rh18	1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 + 1 MNXM97@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1 + 1 MNXM97@MNXD2	1 `Na(+)` + 1 `L-lysine` + 1 `L-phenylalanine` = 1 `Na(+)` + 1 `L-lysine` + 1 `L-phenylalanine`	MNXR105853	1 `Na(+)` + 1 `L-lysine` + 1 `L-phenylalanine` 	 1 `Na(+)` + 1 `L-lysine` + 1 `L-phenylalanine`	3
Rh18	1 MNXM27@MNXD1 + 1 MNXM76@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM76@MNXD2 + 1 MNXM78@MNXD1	1 `Na(+)` + 1 `L-tyrosine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-tyrosine` + 1 `L-lysine`	MNXR105858	1 `Na(+)` + 1 `L-tyrosine` + 1 `L-lysine` 	 1 `Na(+)` + 1 `L-tyrosine` + 1 `L-lysine`	3
Rh18	1 MNXM27@MNXD1 + 1 MNXM55@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM55@MNXD2 + 1 MNXM78@MNXD1	1 `Na(+)` + 1 `L-cysteine` + 1 `L-lysine` = 1 `Na(+)` + 1 `L-cysteine` + 1 `L-lysine`	MNXR105863	1 `Na(+)` + 1 `L-cysteine` + 1 `L-lysine` 	 1 `Na(+)` + 1 `L-cysteine` + 1 `L-lysine`	3
Rh18	1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1	1 `L-leucine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-lysine`	MNXR105868	1 `L-leucine` + 1 `Na(+)` + 1 `L-lysine` 	 1 `L-leucine` + 1 `Na(+)` + 1 `L-lysine`	3
Rh18	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-lysine`	MNXR105873	1 `L-proline` + 1 `Na(+)` + 1 `L-lysine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-lysine`	3
Rh18	1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1	1 `L-asparagine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-lysine`	MNXR105878	1 `L-asparagine` + 1 `Na(+)` + 1 `L-lysine` 	 1 `L-asparagine` + 1 `Na(+)` + 1 `L-lysine`	3
Rh18	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-lysine`	MNXR105883	1 `L-valine` + 1 `Na(+)` + 1 `L-lysine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-lysine`	3
Rh18	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM78@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM78@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-lysine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-lysine`	MNXR105888	1 `L-threonine` + 1 `Na(+)` + 1 `L-lysine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-lysine`	3
